key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
JHFVHQY,1915-05-19,0,Buckeye,regular,,Akron,3,,Canton,4,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 20, 1915",1,0,0,1,0,1,0,0,0,,,,,,,1,0,0,1,1,0,1,0,x,,,,,,
QJPCGKX,1915-05-19,0,Buckeye,regular,,Findlay,2,,Lima,19,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 20, 1915",0,0,0,1,0,0,0,1,0,,,,,,,1,2,1,6,4,3,0,2,x,,,,,,
DHWCYVG,1915-05-19,0,Buckeye,regular,,Marion,3,,Newark,1,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 20, 1915",0,0,0,0,0,0,0,3,0,,,,,,,0,0,1,0,0,0,0,0,x,,,,,,
CWYHDZL,1915-05-20,0,Buckeye,regular,,Akron,,,Canton,,,,,,postponed,rain,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPVHTJP,1915-05-20,0,Buckeye,regular,,Findlay,,,Lima,,,,,,postponed,rain,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZWWFVK,1915-05-20,0,Buckeye,regular,,Marion,,,Newark,,,,,,postponed,rain,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFDPLHQ,1915-05-21,0,Buckeye,regular,,Canton,,,Akron,,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 22, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKQTHBT,1915-05-21,0,Buckeye,regular,,Findlay,9,,Lima,12,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 22, 1915",0,2,2,3,2,0,0,0,0,,,,,,,0,2,8,1,0,0,1,0,x,,,,,,
DSXSSSS,1915-05-21,0,Buckeye,regular,,Newark,3,,Marion,4,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 22, 1915",1,0,1,0,0,0,0,1,0,,,,,,,0,0,0,0,0,1,1,2,x,,,,,,
BMZKVXY,1915-05-22,0,Buckeye,regular,,Canton,3,,Akron,4,,,,,final,,,1915/1915-ABJ/ABJ-19150519.txt,"Akron Beacon Journal, May 24, 1915",0,1,0,2,0,0,0,0,0,,,,,,,2,0,1,1,0,0,0,0,x,,,,,,
