league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1909,Arkansas State League,PKLZ0102,Bagwell,,Monroe,1909-04-16,1909-04-16,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,PNKT0101,Bankhead,,Texarkana,1909-04-16,1909-04-18,3,0,0,0,0,0,1,0,0,1,2,0
1909,Arkansas State League,PRNK0101,Barnicle,,Fort Smith,1909-04-17,1909-04-17,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,PKLZ0202,Begley,,Helena,1909-04-15,1909-04-17,3,0,3,0,0,0,0,0,0,0,0,0
1909,Arkansas State League,PNMZ0101,Benham,,Helena,1909-04-15,1909-04-17,3,0,0,0,0,0,3,0,0,3,0,0
1909,Arkansas State League,PRZZ0101,Berry,,Hot Springs,1909-04-16,1909-04-18,2,0,0,0,0,0,0,0,0,0,2,0
1909,Arkansas State League,PSZZ0101,Besse,,Texarkana,1909-04-17,1909-04-18,2,0,2,0,0,0,0,0,0,0,0,0
1909,Arkansas State League,PLKP0101,Blackburn,,Monroe,1909-04-17,1909-04-18,2,1,1,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,PLNX0102,Blanchet,,Alexandria,1909-04-16,1909-04-16,1,0,0,0,0,0,1,0,0,1,0,0
1909,Arkansas State League,PLNX0202,Blanchett,,Alexandria,1909-04-17,1909-04-17,1,0,0,0,0,0,1,0,0,1,0,0
1909,Arkansas State League,PKTS0101,Bockewitz,,Argenta,1909-04-15,1909-04-17,3,0,3,0,0,0,0,0,0,0,0,0
1909,Arkansas State League,PKNF0101,Bokenfohr,,Alexandria,1909-04-17,1909-04-17,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,PRST0101,Brewster,,Texarkana,1909-04-16,1909-04-18,3,0,0,0,3,0,0,0,0,0,0,0
1909,Arkansas State League,PRML0101,Bromley,,Hot Springs,1909-04-16,1909-04-18,3,0,0,0,0,0,3,0,3,0,0,0
1909,Arkansas State League,PRNZ0102,Browne,,Argenta,1909-04-15,1909-04-17,3,0,0,0,0,0,3,3,0,0,0,0
1909,Arkansas State League,PRNZ0202,Browne,,Hot Springs,1909-04-16,1909-04-18,3,0,0,0,3,0,0,0,0,0,0,0
1909,Arkansas State League,KRLZ0101,Carroll,,Fort Smith,1909-04-16,1909-04-18,3,0,0,0,0,0,3,0,2,1,0,0
1909,Arkansas State League,XSTN0101,Chastant,,Alexandria,1909-04-16,1909-04-18,3,0,0,3,0,0,0,0,0,0,0,0
1909,Arkansas State League,XLTZ0101,Chelette,,Alexandria,1909-04-16,1909-04-18,2,1,0,0,0,0,1,0,0,1,0,1
1909,Arkansas State League,KMPT0101,Compton,,Fort Smith,1909-04-18,1909-04-18,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,KKZZ0101,Cook,,Helena,1909-04-17,1909-04-17,1,1,0,0,0,0,0,0,0,0,0,1
