key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
932ecd59-f08b-52af-b1eb-2fb7a39b30b9,1909-04-15,0,Arkansas State,regular,,Helena,2,,Argenta,3,,,1:55,,,,,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 16, 1909",0,0,2,0,0,0,0,0,0,,,,,0,0,0,0,2,0,0,1,x,,,,
0b1e14d4-7c78-5aab-a4d1-f6c5e35887ff,1909-04-15,0,Southern Association,regular,,Birmingham,4,,Atlanta,3,,,1:57,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 16, 1909",1,2,0,0,0,0,1,0,0,,,,,2,0,0,0,1,0,0,0,0,,,,
053efb7e-1403-5856-934c-7d9403db535d,1909-04-15,0,Southern Association,regular,,Little Rock,1,,Memphis,0,,,1:30,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 16, 1909",0,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
aab7f330-cd56-535a-8f5f-30a966d656ed,1909-04-15,0,Southern Association,regular,,Montgomery,3,,Nashville,4,,,1:50,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 16, 1909",0,0,0,1,2,0,0,0,0,,,,,0,0,0,0,0,1,3,0,x,,,,
704faddf-5ad9-5c7b-bd89-7eeb2391928c,1909-04-15,0,Southern Association,regular,,Mobile,2,,New Orleans,8,,,2:05,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 16, 1909",0,0,0,0,0,0,2,0,0,,,,,0,0,0,1,7,0,0,0,x,,,,
5fb7d75a-858c-59f3-ae8c-05be9b7ba52f,1909-04-16,0,Arkansas State,regular,,Monroe,5,,Alexandria,6,,,1:50,,,,1,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,1,0,0,2,0,0,2,0,,,,0,0,0,0,1,1,1,2,1,,,,
e0d00d6c-2d21-5d5e-a2c2-f12501418af4,1909-04-16,0,Arkansas State,regular,,Helena,1,,Argenta,3,,,1:50,,,,,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,1,0,0,0,0,0,0,,,,,0,0,0,3,0,0,0,0,x,,,,
b0fb9da7-c044-56aa-b3fa-6539a6db0075,1909-04-16,0,Arkansas State,regular,,Jonesboro,8,,Hot Springs,7,,,3:10,,,,,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 17, 1909",2,2,1,0,0,0,0,1,1,0,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0
23a9de9b-b0b1-558f-94bf-f8e1a1dfac86,1909-04-16,0,Arkansas State,regular,,Fort Smith,4,,Texarkana,8,,,2:00,,,,,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,0,2,0,1,1,0,0,,,,,0,0,5,0,0,1,0,2,x,,,,
03181060-9108-5ba4-87e4-6c9c9bedcf7e,1909-04-16,0,Southern Association,regular,,Birmingham,1,,Atlanta,6,,,1:32,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",0,1,0,0,0,0,0,0,0,,,,,2,3,0,0,1,0,0,0,1,,,,
73fae2dc-9d3b-50e7-852f-91c1009e1e39,1909-04-16,0,Southern Association,regular,,Little Rock,3,,Memphis,10,,,1:45,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,1,0,0,0,1,0,1,,,,,0,0,0,1,0,4,4,1,x,,,,
01b20743-b612-5fc9-8422-23f7b3069ed2,1909-04-16,0,Southern Association,regular,,Montgomery,2,,Nashville,5,,,1:55,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",1,0,0,0,0,0,0,1,0,,,,,0,1,1,2,0,0,1,0,x,,,,
219cc672-3ce3-5cfe-9532-5f69110ef2d7,1909-04-16,0,Southern Association,regular,,Mobile,1,,New Orleans,4,,,2:00,,,,,transcript/1909/1909-AG/boxes/SOUA-19090415.txt,"Arkansas Gazette, April 17, 1909",0,0,0,0,0,1,0,0,0,,,,,0,2,1,0,0,0,0,1,x,,,,
5876ddd6-d958-5e14-bd0d-90d8a76c23c5,1909-04-17,0,Arkansas State,regular,,Monroe,12,,Alexandria,13,,,2:25,,,,0,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",0,0,3,0,0,4,3,0,2,,,,,4,0,1,1,1,0,0,0,6,,,,
f82fee90-3e35-5502-ad94-57f42058f80a,1909-04-17,0,Arkansas State,regular,,Helena,1,,Argenta,2,,,1:40,,,,,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",0,0,0,0,0,0,1,0,0,,,,,0,0,1,0,0,0,1,0,x,,,,
2f7209e6-e066-558d-9706-644c7e40aa66,1909-04-17,0,Arkansas State,regular,,Jonesboro,3,,Hot Springs,0,,,1:50,,,,,transcript/1909/1909-AG/boxes/ARSL-19090415.txt,"Arkansas Gazette, April 18, 1909",1,0,2,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
