key,date,number,league,away,away.score,home,home.score,A,T,status,status-reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
b825026d-a6c7-5eb5-9ee3-79c112f4f7d2,1915-06-23,2,Buckeye,Findlay,0,Newark,2,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 24, 1915",0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,1,1,x,,,,,,,,,
9513f798-17f4-5845-bf46-725432034404,1915-06-25,0,Buckeye,Akron,5,Findlay,4,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 26, 1915",0,0,0,3,0,0,2,0,0,,,,,,,,2,0,0,0,1,0,1,0,0,,,,,,,
3b75dfea-c8f4-5943-af0c-3788720b173d,1915-06-25,0,Buckeye,Newark,4,Lima,8,,1:50,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 26, 1915",0,0,0,0,2,0,0,0,2,,,,,,,,2,0,2,0,0,2,2,0,x,,,,,,,
54cb0613-c38e-5081-95e9-c7c6ce817763,1915-06-26,0,Buckeye,Akron,,Findlay,,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055a6b01-2fd7-57a0-ac80-3f3b1da800d8,1915-06-26,1,Buckeye,Newark,6,Lima,0,,1:43,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 27, 1915",2,2,0,0,0,0,0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
b153963b-9532-59c2-a649-c117128b2481,1915-06-26,2,Buckeye,Newark,4,Lima,11,,1:30,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 27, 1915",0,2,1,0,0,0,1,,,,,,,,,,2,0,1,4,3,1,x,,,,,,,,,
1759c161-a28d-5d6b-bf32-33b9460d95ca,1915-06-27,1,Buckeye,Newark,11,Akron,8,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",0,0,0,0,2,1,5,3,0,,,,,,,,0,3,3,0,0,2,0,0,0,,,,,,,
f06e7ef5-3733-5dbd-affd-6d00fa6bc56a,1915-06-27,2,Buckeye,Newark,6,Akron,10,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",1,0,0,0,4,1,0,,,,,,,,,,0,0,3,3,4,0,x,,,,,,,,,
453a13a1-4e60-5680-8a4a-7e0eb60f4eb2,1915-06-27,1,Buckeye,Findlay,8,Lima,4,,2:05,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",4,0,0,0,0,0,0,3,1,,,,,,,,2,0,1,0,0,0,0,1,0,,,,,,,
32b2ace0-11f0-5553-9dbc-1b63fa18d102,1915-06-27,2,Buckeye,Findlay,1,Lima,6,,1:35,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 28, 1915",0,1,0,0,0,0,0,,,,,,,,,,4,1,0,0,0,1,x,,,,,,,,,
bf16f721-1ec3-511f-a228-38044a9ff4d7,1915-06-28,0,Buckeye,Lima,2,Findlay,7,,1:41,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 29, 1915",1,0,0,1,0,0,0,0,0,,,,,,,,0,1,0,1,1,0,3,1,x,,,,,,,
c747dec6-f8bc-53a8-b88f-f5175982b15c,1915-06-28,0,Buckeye,Akron,4,Newark,2,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 29, 1915",0,0,0,0,0,2,1,0,1,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,
5d34f128-1333-50a9-8664-6cb2dad82937,1915-06-29,0,Buckeye,Lima,3,Findlay,4,,2:00,,,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 30, 1915",0,0,0,0,0,1,1,0,1,,,,,,,,1,0,1,0,0,0,0,1,1,,,,,,,
862728b2-ab5f-5863-b926-961a00188aea,1915-06-29,0,Buckeye,Akron,,Newark,,,,postponed,rain,transcript/1915/1915-LDN/boxes/BUCK-19150623.txt,"Lima Daily News, June 30, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744f9ec-ce29-5afc-88e3-0eab61f6ceef,1915-06-30,0,Buckeye,Lima,2,Findlay,3,,1:40,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 1, 1915",0,0,0,2,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,2,,,,,,,
81702b08-4afc-59f5-8b27-4dc55ca80f4e,1915-06-30,0,Buckeye,Akron,1,Newark,5,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 1, 1915",0,0,0,0,0,1,0,0,0,,,,,,,,3,0,0,0,2,0,0,0,x,,,,,,,
ddead62f-839b-54a3-ab11-0465dde0d600,1915-07-01,0,Buckeye,Newark,,Findlay,,,,postponed,rain,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd672033-fca3-570b-a134-9fe9fb6aabeb,1915-07-01,0,Buckeye,Akron,2,Lima,5,,1:38,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 2, 1915",0,0,0,0,0,0,2,0,0,,,,,,,,0,0,0,0,0,1,4,0,x,,,,,,,
e746f2c1-4d7e-522a-ac5d-bfbf50dda935,1915-07-02,1,Buckeye,Newark,5,Findlay,8,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 3, 1915",0,0,0,0,0,1,0,0,4,,,,,,,,0,2,0,3,0,0,3,0,x,,,,,,,
33197fe7-e08e-5272-98f3-ae0370bfe85e,1915-07-02,2,Buckeye,Newark,,Findlay,,,,postponed,rain,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcd5a5ea-9e7b-5cc0-833a-6cfa67b4fe86,1915-07-02,0,Buckeye,Akron,9,Lima,6,,2:10,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,,3,0,0,0,2,1,1,1,1,,,,,,,,0,1,0,0,2,1,0,1,1,,,,,,,
c5abf5d2-1b6b-50c2-8036-4ac4ac499e77,1915-07-03,0,Buckeye,Newark,,Findlay,,,,postponed,rain,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d72a547d-3936-5d16-b43a-572ea3afbd5f,1915-07-03,0,Buckeye,Akron,,Lima,,,,postponed,rain,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3648d675-02ad-5980-85c5-0788182d1465,1915-07-04,0,Buckeye,Akron,4,Lima,2,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 6, 1915",0,0,1,0,3,0,0,,,,,,,,,,0,0,2,0,0,0,0,,,,,,,,,
daf7c228-81a6-5795-bc3a-e5bc486e5a69,1915-07-05,1,Buckeye,Akron,14,Lima,6,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 6, 1915",3,1,3,0,2,0,5,0,0,,,,,,,,0,0,0,0,1,0,0,0,5,,,,,,,
ca952b82-adad-574b-acbb-7204fe1335c2,1915-07-05,2,Buckeye,Akron,4,Lima,8,,,,,transcript/1915/1915-LDN/boxes/BUCK-19150630.txt,"Lima Daily News, July 6, 1915",0,2,1,0,0,0,1,,,,,,,,,,0,3,3,1,1,0,x,,,,,,,,,
