game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
TVZPNWH,1910,Central Kansas League,1910-05-17,0,regular,P6767788,Snyder,
TVZPNWH,1910,Central Kansas League,1910-05-17,0,regular,P2026347,Sparks,
LVLRWBK,1910,Central Kansas League,1910-05-19,0,regular,P7661847,,
STNGNPF,1910,Central Kansas League,1910-05-20,0,regular,P2026347,Sparks,
STNGNPF,1910,Central Kansas League,1910-05-20,0,regular,P6767788,Snyder,
KFXQBXY,1910,Central Kansas League,1910-05-21,0,regular,P6767788,Snyder,
KFXQBXY,1910,Central Kansas League,1910-05-21,0,regular,P2026347,Sparks,
DZVCYDP,1910,Central Kansas League,1910-05-31,1,regular,P7661847,,
BNWGHCP,1910,Central Kansas League,1910-05-31,2,regular,P9574030,Mithyl,
YXGDNTR,1910,Central Kansas League,1910-06-06,0,regular,P9217256,Weyman,
QVNHFWF,1910,Central Kansas League,1910-07-01,0,regular,P6767788,Snyder,
NKLTPJG,1910,Central Kansas League,1910-07-05,0,regular,P3866438,Fowler,
NKLTPJG,1910,Central Kansas League,1910-07-05,0,regular,P5990808,Kelly,
DLSFCWV,1910,Central Kansas League,1910-07-07,0,regular,P0979132,Riley,
KFXXNHX,1910,Central Kansas League,1910-07-08,0,regular,P0979132,Riley,
YLCGNKN,1910,Central Kansas League,1910-07-14,0,regular,P4757895,S. Fowler,
YLCGNKN,1910,Central Kansas League,1910-07-14,0,regular,P3339347,Abbott,
QFDPSLC,1910,Central Kansas League,1910-07-15,0,regular,P4757895,S. Fowler,
QFDPSLC,1910,Central Kansas League,1910-07-15,0,regular,P3339347,Abbott,
QRBDLJR,1910,Central Kansas League,1910-07-16,0,regular,P7578247,Graham,
NGXSGFZ,1910,Central Kansas League,1910-07-18,0,regular,P4951088,Hamlin,
VSCWVVK,1910,Central Kansas League,1910-07-17,0,regular,P7661847,,
MCKKRQB,1910,Central Kansas League,1910-07-20,0,regular,P7661847,,
BXDBSTM,1910,Central Kansas League,1910-07-22,0,regular,P7578247,Graham,
QGLWDXP,1910,Central Kansas League,1910-07-23,0,regular,P4757895,S. Fowler,
QGLWDXP,1910,Central Kansas League,1910-07-23,0,regular,P9671268,Schopp,
KPKFLCC,1910,Central Kansas League,1910-08-01,1,regular,P4951088,Hamlin,
CKPXQXK,1910,Central Kansas League,1910-08-01,2,regular,P4951088,Hamlin,
MRPRRSM,1910,Central Kansas League,1910-08-02,0,regular,P7578247,Graham,
MRPRRSM,1910,Central Kansas League,1910-08-02,0,regular,P4951088,Hamlin,
NGGGQXC,1910,Central Kansas League,1910-08-04,0,regular,P7661847,,
YDPKMNH,1910,Central Kansas League,1910-08-05,0,regular,P7661847,,
WLBXYYS,1910,Central Kansas League,1910-08-08,0,regular,P1495544,Casteel,
WBHXLMK,1910,Central Kansas League,1910-08-09,0,regular,P3039324,Castile,
ZJXPGLD,1910,Central Kansas League,1910-08-10,1,regular,P9761662,Mathias,
YZRKNTB,1910,Central Kansas League,1910-08-10,2,regular,P9761662,Mathias,
CLNXNQC,1910,Central Kansas League,1910-08-12,0,regular,P7661847,,
RTFBKWN,1910,Central Kansas League,1910-08-14,0,regular,P1071894,Whalen,
QZQRZQN,1910,Central Kansas League,1910-08-17,0,regular,P7661847,,
