game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P9435967,Garrison,,Minneapolis,cf,1,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P7133783,McCandless,,Minneapolis,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P8074124,Young,,Minneapolis,1b,2,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,14,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P4197878,Jennings,,Minneapolis,ss,3,4,0,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,3,0,1,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P5031390,Lewis,,Minneapolis,2b,4,4,0,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,5,0,1,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P8138704,Citizen,,Minneapolis,3b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P8226982,Nye,,Minneapolis,c,6,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P9485804,Speers,,Minneapolis,rf,7,4,1,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P0846085,Penquite,,Minneapolis,lf,8,3,0,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P8966168,Dewey,,Minneapolis,p,9,3,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,2,4,,,,1,1,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,,TOTALS,,Minneapolis,,,34,3,,8,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,24,13,1,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P4352097,Connell,,Newton,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P3066120,Heshley,,Newton,p,10,3,1,,0,,,,,,,1,,,,,,,,,,,,,,,,,,4,5,,,,0,4,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P5478178,Becker,,Newton,1b,2,4,2,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P1912649,Sarver,,Newton,ss,3,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,4,1,2,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P1500939,Wing,,Newton,lf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P1745329,Burgess,,Newton,lf,5,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P3912990,Pankey,,Newton,rf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P2816922,Wagner,,Newton,2b,7,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P4669399,Watkins,,Newton,3b,8,4,1,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,P5001134,Golthwaite,,Newton,c,9,2,1,,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
GFYQWPJ,1908,Eastern Kansas League,1908-07-03,0,regular,,TOTALS,,Newton,,,34,6,,9,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,27,12,1,,,,
