key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
KVYHPDR,1908-07-03,0,Central Kansas,regular,,Minneapolis,3,,Newton,6,,,1:25,,,,,1908/1908-EKR/EKR-19080629.txt,"The Evening Kansas-Republican Jul 4, 1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCKRYHG,1908-07-07,0,Central Kansas,regular,,McPherson,0,,Newton,1,,,2:20,,,,1,1908/1908-EKR/EKR-19080706.txt,"The Evening Kansan-Republican Jul 8, 1908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
SDKYQSR,1908-07-08,0,Central Kansas,regular,,Ellsworth,0,,Minneapolis,1,,,,,,,,1908/1908-EKR/EKR-19080706.txt,"The Evening Kansan-Republican Jul 9, 1908",0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,
NXQWVZZ,1908-07-13,0,Central Kansas,regular,,Little River,4,,Newton,3,,,1:35,,,,,1908/1908-EKR/EKR-19080713.txt,"The Evening Kansan-Republican Jul 14, 1908",0,0,0,4,0,0,0,0,0,,,,,,,,2,1,0,0,0,0,0,0,0,,,,,,,
LCJVXQJ,1908-07-15,0,Central Kansas,regular,,Little River,2,,Newton,3,,,1:40,,,,,1908/1908-EKR/EKR-19080713.txt,"The Evening Kansan-Republican Jul 16, 1908",0,2,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,1,1,,,,,,,
DDFWBBT,1908-07-23,0,Central Kansas,regular,,Ellsworth,1,,Newton,1,,,1:45,,,,,1908/1908-EKR/EKR-19080720.txt,"The Evening Kansan-Republican Jul 24, 1908",0,0,0,0,0,0,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,,,,,
XFNKJBF,1908-07-24,0,Central Kansas,regular,,Ellsworth,3,,Newton,4,,,1:50,,,,,1908/1908-EKR/EKR-19080720.txt,"The Evening Kansan-Republican Jul 25, 1978",2,0,0,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,4,,,,,,,
PGMZWQT,1908-07-25,0,Central Kansas,regular,,Ellsworth,2,,Newton,1,,,1:40,,,,,1908/1908-EKR/EKR-19080720.txt,"The Evening Kansan-Republican Jul 27, 1908",0,0,0,0,0,0,1,0,0,0,1,,,,,,0,0,0,0,0,1,0,0,0,0,0,,,,,
VWNFKZJ,1908-07-27,0,Central Kansas,regular,,Little River,1,,Newton,2,,,1:40,,,,,1908/1908-EKR/EKR-19080727.txt,"The Evening Kansan-Republican Jul 28, 1908",0,0,0,0,0,0,0,1,0,,,,,,,,0,1,0,0,1,0,0,0,x,,,,,,,
JRXYLZD,1908-07-31,0,Central Kansas,regular,,Minneapolis,5,,Little River,2,,,,,,,,1908/1908-EKR/EKR-19080727.txt,"The Evening Kansan-Republican Aug 1, 1908",0,0,0,0,5,0,0,0,0,,,,,,,,2,0,0,0,0,0,0,0,0,,,,,,,
CRDHLGS,1908-08-03,0,Central Kansas,regular,,Minneapolis,3,,Newton,2,,,2:35,,,,,1908/1908-EKR/EKR-19080803.txt,"The Evening Kansan-Republican Aug 4, 1908",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ZRWBLST,1908-08-04,0,Central Kansas,regular,,Minneapolis,1,,Newton,2,,,1:15,,,,,1908/1908-EKR/EKR-19080803.txt,"The Evening Kansan-Republican Aug 5, 1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNQFPZD,1908-08-05,0,Central Kansas,regular,,Minneapolis,0,,Newton,3,,,1:20,,,,,1908/1908-EKR/EKR-19080803.txt,"The Evening Kansan-Republican Aug 6, 1908",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,2,0,0,1,0,0,x,,,,,,,
MQWYSCC,1908-08-14,0,Central Kansas,regular,,Salina,,,Little River,,,,,,postponed,Salina failed to arrive on time,,1908/1908-EKR/EKR-19080810.txt,"The Evening Kansan-Republican Aug 15, 1908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXDPVHJ,1908-08-14,0,Central Kansas,regular,,McPherson,0,,Newton,2,,,1:15,,,,,1908/1908-EKR/EKR-19080810.txt,"The Evening Kansan-Republican Aug 15, 1908",0,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,1,0,x,,,,,,,
FVZSXLR,1908-08-15,0,Central Kansas,regular,,McPherson,0,,Newton,1,,,1:40,,,,1,1908/1908-EKR/EKR-19080810.txt,"The Evening JKansan-Republican Aug 17, 1908",0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,,,,,
