league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1908,Central Kansas League,regular,P1380977,Ashton,,1908-07-03,1908-07-03,1
1908,Central Kansas League,regular,P6456694,Bush,,1908-07-13,1908-07-15,2
1908,Central Kansas League,regular,P2691617,Ivey,,1908-07-27,1908-07-27,1
1908,Central Kansas League,regular,P1668835,Johnson,,1908-08-04,1908-08-04,1
1908,Central Kansas League,regular,P7205591,Johnston,,1908-08-03,1908-08-15,4
1908,Central Kansas League,regular,P7198723,Rimer,,1908-07-07,1908-07-25,4
