key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150422-NCSASH-NCSWNS-0,North Carolina State League,1915-04-22,0,1915-CDO,Asheville,a,7,Winston-Salem,h,1,final,
19150422-NCSCLT-NCSGBO-0,North Carolina State League,1915-04-22,0,1915-CDO,Greensboro,a,6,Charlotte,h,3,final,
19150422-NCSDUR-NCSRAL-0,North Carolina State League,1915-04-22,0,1915-CDO,Durham,a,3,Raleigh,h,4,final,
19150423-NCSASH-NCSWNS-0,North Carolina State League,1915-04-23,0,1915-CDO,Asheville,a,7,Winston-Salem,h,0,final,
19150423-NCSCLT-NCSGBO-0,North Carolina State League,1915-04-23,0,1915-CDO,Greensboro,a,8,Charlotte,h,4,final,
19150423-NCSDUR-NCSRAL-0,North Carolina State League,1915-04-23,0,1915-CDO,Durham,a,5,Raleigh,h,3,final,
19150424-NCSASH-NCSWNS-0,North Carolina State League,1915-04-24,0,1915-CDO,Asheville,a,4,Winston-Salem,h,5,final,
19150424-NCSCLT-NCSGBO-0,North Carolina State League,1915-04-24,0,1915-CDO,Greensboro,a,11,Charlotte,h,5,final,
19150424-NCSDUR-NCSRAL-0,North Carolina State League,1915-04-24,0,1915-CDO,Durham,a,2,Raleigh,h,5,final,
19150426-NCSASH-NCSCLT-0,North Carolina State League,1915-04-26,0,1915-CDO,Asheville,a,11,Charlotte,h,5,final,
19150426-NCSDUR-NCSWNS-0,North Carolina State League,1915-04-26,0,1915-CDO,Winston-Salem,a,7,Durham,h,8,final,
19150426-NCSGBO-NCSRAL-0,North Carolina State League,1915-04-26,0,1915-CDO,Raleigh,a,10,Greensboro,h,1,final,
19150427-NCSASH-NCSCLT-0,North Carolina State League,1915-04-27,0,1915-CDO,Asheville,a,2,Charlotte,h,0,final,
19150427-NCSDUR-NCSWNS-0,North Carolina State League,1915-04-27,0,1915-CDO,Winston-Salem,a,1,Durham,h,8,final,
19150427-NCSGBO-NCSRAL-0,North Carolina State League,1915-04-27,0,1915-CDO,Raleigh,a,5,Greensboro,h,4,final,
19150428-NCSASH-NCSCLT-0,North Carolina State League,1915-04-28,0,1915-CDO,Asheville,a,12,Charlotte,h,7,final,
19150428-NCSDUR-NCSWNS-0,North Carolina State League,1915-04-28,0,1915-CDO,Winston-Salem,a,5,Durham,h,7,final,
19150428-NCSGBO-NCSRAL-0,North Carolina State League,1915-04-28,0,1915-CDO,Raleigh,a,0,Greensboro,h,3,final,
19150429-NCSASH-NCSGBO-0,North Carolina State League,1915-04-29,0,1915-CDO,Greensboro,a,1,Asheville,h,6,final,
19150429-NCSCLT-NCSDUR-0,North Carolina State League,1915-04-29,0,1915-CDO,Charlotte,a,2,Durham,h,5,final,
19150429-NCSRAL-NCSWNS-0,North Carolina State League,1915-04-29,0,1915-CDO,Winston-Salem,a,6,Raleigh,h,4,final,
19150430-NCSASH-NCSGBO-0,North Carolina State League,1915-04-30,0,1915-CDO,Greensboro,a,3,Asheville,h,2,final,
19150430-NCSCLT-NCSDUR-0,North Carolina State League,1915-04-30,0,1915-CDO,Charlotte,a,1,Durham,h,6,final,
19150430-NCSRAL-NCSWNS-0,North Carolina State League,1915-04-30,0,1915-CDO,Winston-Salem,a,4,Raleigh,h,3,final,
19150501-NCSASH-NCSGBO-0,North Carolina State League,1915-05-01,0,1915-CDO,Greensboro,a,1,Asheville,h,2,final,
19150501-NCSCLT-NCSDUR-0,North Carolina State League,1915-05-01,0,1915-CDO,Charlotte,a,3,Durham,h,8,final,
19150501-NCSRAL-NCSWNS-0,North Carolina State League,1915-05-01,0,1915-CDO,Raleigh,a,4,Winston-Salem,h,0,final,
19150503-NCSASH-NCSDUR-0,North Carolina State League,1915-05-03,0,1915-CDO,Durham,a,3,Asheville,h,5,final,
19150503-NCSCLT-NCSRAL-0,North Carolina State League,1915-05-03,0,1915-CDO,Charlotte,a,3,Raleigh,h,5,final,
19150503-NCSGBO-NCSWNS-0,North Carolina State League,1915-05-03,0,1915-CDO,Greensboro,a,12,Winston-Salem,h,10,final,
19150504-NCSASH-NCSDUR-0,North Carolina State League,1915-05-04,0,1915-CDO,Durham,a,2,Asheville,h,4,final,
19150504-NCSCLT-NCSRAL-0,North Carolina State League,1915-05-04,0,1915-CDO,Charlotte,a,0,Raleigh,h,7,final,
19150504-NCSGBO-NCSWNS-0,North Carolina State League,1915-05-04,0,1915-CDO,Greensboro,a,8,Winston-Salem,h,5,final,
19150505-NCSASH-NCSDUR-0,North Carolina State League,1915-05-05,0,1915-CDO,Durham,a,6,Asheville,h,3,final,
