team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
American Association,AMSCLE,Cleveland,1915-SL,19150415-AMSCLE-AMSIND-0,,,Bassler,,b07,c
American Association,AMSCLE,Cleveland,1915-SL,19150416-AMSCLE-AMSIND-0,,,Bassler,,b07,c
American Association,AMSCLE,Cleveland,1915-SL,19150417-AMSCLE-AMSIND-0,,,Bassler,,b08,c
American Association,AMSCLE,Cleveland,1915-SL,19150418-AMSCLE-AMSIND-0,,,Bassler,,b07,c
American Association,AMSCLE,Cleveland,1915-SL,19150421-AMSCLE-AMSLOU-0,,,Bassler,,b07,c
American Association,AMSCLE,Cleveland,1915-SL,19150422-AMSCLE-AMSLOU-0,,,Bassler,,a09,ph
American Association,AMSCLE,Cleveland,1915-SL,19150423-AMSCLE-AMSLOU-0,,,Bassler,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150425-AMSCLE-AMSIND-0,,,Bassler,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150427-AMSCLE-AMSIND-0,,,Bassler,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150429-AMSCLE-AMSCOL-0,,,Bassler,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150430-AMSCLE-AMSCOL-0,,,Bassler,,a09,ph
American Association,AMSCLE,Cleveland,1915-SL,19150415-AMSCLE-AMSIND-0,,,Bates,,b05,3b
American Association,AMSCLE,Cleveland,1915-SL,19150416-AMSCLE-AMSIND-0,,,Bates,,b05,3b
American Association,AMSCLE,Cleveland,1915-SL,19150417-AMSCLE-AMSIND-0,,,Bates,,b05,3b
American Association,AMSCLE,Cleveland,1915-SL,19150418-AMSCLE-AMSIND-0,,,Bates,,b05,3b
American Association,AMSCLE,Cleveland,1915-SL,19150415-AMSCLE-AMSIND-0,,,Brenton,,b10,p
American Association,AMSCLE,Cleveland,1915-SL,19150418-AMSCLE-AMSIND-0,,,Brenton,,b10,p
American Association,AMSCLE,Cleveland,1915-SL,19150422-AMSCLE-AMSLOU-0,,,Brenton,,a08,p
American Association,AMSCLE,Cleveland,1915-SL,19150425-AMSCLE-AMSIND-0,,,Brenton,,a08,p
American Association,AMSCLE,Cleveland,1915-SL,19150427-AMSCLE-AMSIND-0,,,Brenton,,a08,p
American Association,AMSCLE,Cleveland,1915-SL,19150416-AMSCLE-AMSIND-0,,,Carter,,b08,p
American Association,AMSCLE,Cleveland,1915-SL,19150421-AMSCLE-AMSLOU-0,,,Carter,,b08,p
American Association,AMSCLE,Cleveland,1915-SL,19150423-AMSCLE-AMSLOU-0,,,Carter,,a10,p
American Association,AMSCLE,Cleveland,1915-SL,19150425-AMSCLE-AMSIND-0,,,Carter,,a09,p
American Association,AMSCLE,Cleveland,1915-SL,19150429-AMSCLE-AMSCOL-0,,,Carter,,a08,p
American Association,AMSCLE,Cleveland,1915-SL,19150424-AMSCLE-AMSIND-0,,,Clymer,,a00,rf
American Association,AMSCLE,Cleveland,1915-SL,19150417-AMSCLE-AMSIND-0,,,Collamore,,b09,p
American Association,AMSCLE,Cleveland,1915-SL,19150423-AMSCLE-AMSLOU-0,,,Collamore,,a09,p
American Association,AMSCLE,Cleveland,1915-SL,19150424-AMSCLE-AMSIND-0,,,Collamore,,a10,p
American Association,AMSCLE,Cleveland,1915-SL,19150426-AMSCLE-AMSIND-0,,,Collamore,,a08,p
American Association,AMSCLE,Cleveland,1915-SL,19150415-AMSCLE-AMSIND-0,,,Devogt,,b08,c
American Association,AMSCLE,Cleveland,1915-SL,19150418-AMSCLE-AMSIND-0,,,Devogt,,b12,ph
American Association,AMSCLE,Cleveland,1915-SL,19150420-AMSCLE-AMSLOU-0,,,Devogt,,b07,c
American Association,AMSCLE,Cleveland,1915-SL,19150422-AMSCLE-AMSLOU-0,,,Devogt,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150424-AMSCLE-AMSIND-0,,,Devogt,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150426-AMSCLE-AMSIND-0,,,Devogt,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150428-AMSCLE-AMSCOL-0,,,Devogt,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150430-AMSCLE-AMSCOL-0,,,Devogt,,a07,c
American Association,AMSCLE,Cleveland,1915-SL,19150417-AMSCLE-AMSIND-0,,,Dillinger,,b11,p
American Association,AMSCLE,Cleveland,1915-SL,19150418-AMSCLE-AMSIND-0,,,Dillinger,,b09,p
American Association,AMSCLE,Cleveland,1915-SL,19150423-AMSCLE-AMSLOU-0,,,Dillinger,,a08,p
American Association,AMSCLE,Cleveland,1915-SL,19150417-AMSCLE-AMSIND-0,,,Evans,,b06,3b
American Association,AMSCLE,Cleveland,1915-SL,19150420-AMSCLE-AMSLOU-0,,,Evans,,b06,3b
American Association,AMSCLE,Cleveland,1915-SL,19150421-AMSCLE-AMSLOU-0,,,Evans,,b06,3b
American Association,AMSCLE,Cleveland,1915-SL,19150422-AMSCLE-AMSLOU-0,,,Evans,,a06,2b
American Association,AMSCLE,Cleveland,1915-SL,19150423-AMSCLE-AMSLOU-0,,,Evans,,a06,3b
American Association,AMSCLE,Cleveland,1915-SL,19150424-AMSCLE-AMSIND-0,,,Evans,,a06,3b
American Association,AMSCLE,Cleveland,1915-SL,19150425-AMSCLE-AMSIND-0,,,Evans,,a06,3b
American Association,AMSCLE,Cleveland,1915-SL,19150426-AMSCLE-AMSIND-0,,,Evans,,a06,ss
American Association,AMSCLE,Cleveland,1915-SL,19150427-AMSCLE-AMSIND-0,,,Evans,,a06,ss
American Association,AMSCLE,Cleveland,1915-SL,19150428-AMSCLE-AMSCOL-0,,,Evans,,a06,ss
American Association,AMSCLE,Cleveland,1915-SL,19150429-AMSCLE-AMSCOL-0,,,Evans,,a06,ss
American Association,AMSCLE,Cleveland,1915-SL,19150430-AMSCLE-AMSCOL-0,,,Evans,,a06,ss
American Association,AMSCLE,Cleveland,1915-SL,19150415-AMSCLE-AMSIND-0,,,Gardner,,b01,2b
