key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150415-AMSCLE-AMSIND-0,American Association,1915-04-15,0,1915-SL,Indianapolis,a,10,Cleveland,h,1,final,
19150415-AMSCOL-AMSLOU-0,American Association,1915-04-15,0,1915-SL,Louisville,a,3,Columbus,h,0,final,
19150415-AMSKAN-AMSSTP-0,American Association,1915-04-15,0,1915-SL,St. Paul,a,11,Kansas City,h,5,final,
19150415-AMSMIL-AMSMIN-0,American Association,1915-04-15,0,1915-SL,Minneapolis,a,4,Milwaukee,h,6,final,
19150416-AMSCLE-AMSIND-0,American Association,1915-04-16,0,1915-SL,Indianapolis,a,4,Cleveland,h,5,final,
19150416-AMSCOL-AMSLOU-0,American Association,1915-04-16,0,1915-SL,Louisville,a,2,Columbus,h,0,final,
19150416-AMSKAN-AMSSTP-0,American Association,1915-04-16,0,1915-SL,St. Paul,a,4,Kansas City,h,8,final,
19150416-AMSMIL-AMSMIN-0,American Association,1915-04-16,0,1915-SL,Minneapolis,a,9,Milwaukee,h,4,final,
19150417-AMSCLE-AMSIND-0,American Association,1915-04-17,0,1915-SL,Indianapolis,a,8,Cleveland,h,3,final,
19150417-AMSCOL-AMSLOU-0,American Association,1915-04-17,0,1915-SL,Louisville,a,1,Columbus,h,0,final,
19150417-AMSKAN-AMSSTP-0,American Association,1915-04-17,0,1915-SL,St. Paul,a,1,Kansas City,h,13,final,
19150417-AMSMIL-AMSMIN-0,American Association,1915-04-17,0,1915-SL,Minneapolis,a,9,Milwaukee,h,3,final,
19150418-AMSCLE-AMSIND-0,American Association,1915-04-18,0,1915-SL,Indianapolis,a,9,Cleveland,h,1,final,
19150418-AMSCOL-AMSLOU-0,American Association,1915-04-18,0,1915-SL,Louisville,a,11,Columbus,h,3,final,
19150418-AMSKAN-AMSSTP-0,American Association,1915-04-18,0,1915-SL,St. Paul,a,10,Kansas City,h,1,final,
19150418-AMSMIL-AMSMIN-0,American Association,1915-04-18,0,1915-SL,Minneapolis,a,9,Milwaukee,h,5,final,
19150419-AMSCOL-AMSIND-0,American Association,1915-04-19,0,1915-SL,Indianapolis,a,6,Columbus,h,4,final,
19150419-AMSKAN-AMSMIN-0,American Association,1915-04-19,0,1915-SL,Minneapolis,a,5,Kansas City,h,9,final,
19150419-AMSMIL-AMSSTP-0,American Association,1915-04-19,0,1915-SL,St. Paul,a,4,Milwaukee,h,0,final,
19150420-AMSCLE-AMSLOU-0,American Association,1915-04-20,0,1915-SL,Louisville,a,3,Cleveland,h,5,final,
19150420-AMSCOL-AMSIND-0,American Association,1915-04-20,0,1915-SL,Indianapolis,a,8,Columbus,h,7,final,
19150420-AMSKAN-AMSMIN-0,American Association,1915-04-20,0,1915-SL,Minneapolis,a,1,Kansas City,h,0,final,
19150420-AMSMIL-AMSSTP-0,American Association,1915-04-20,0,1915-SL,St. Paul,a,11,Milwaukee,h,6,final,
19150421-AMSCLE-AMSLOU-0,American Association,1915-04-21,0,1915-SL,Louisville,a,4,Cleveland,h,9,final,
19150421-AMSCOL-AMSIND-0,American Association,1915-04-21,0,1915-SL,Indianapolis,a,4,Columbus,h,0,final,
19150421-AMSKAN-AMSMIN-0,American Association,1915-04-21,0,1915-SL,Minneapolis,a,8,Kansas City,h,5,final,
19150421-AMSMIL-AMSSTP-0,American Association,1915-04-21,0,1915-SL,St. Paul,a,9,Milwaukee,h,3,final,
19150422-AMSCLE-AMSLOU-0,American Association,1915-04-22,0,1915-SL,Cleveland,a,7,Louisville,h,8,final,
