key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
HSKSZYY,1915-05-04,0,Rio Grande Association,regular,,Tucson,0,,Phoenix,5,,"1,000",1:50,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 5, 1915",0,0,0,0,0,0,0,0,0,,,,,0,4,0,0,0,1,0,0,x,,,,
HMZHVTC,1915-05-05,0,Rio Grande Association,regular,,Douglas,1,,Albuquerque,11,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 6, 1915",1,0,0,0,0,0,0,0,0,,,,,2,1,2,0,0,1,3,2,x,,,,
DPLNXPR,1915-05-05,0,Rio Grande Association,regular,,Las Cruces,6,,El Paso,11,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 6, 1915",0,1,0,2,1,1,1,0,0,,,,,1,0,1,0,0,1,8,0,x,,,,
LYGCNNJ,1915-05-05,0,Rio Grande Association,regular,,Tucson,1,,Phoenix,4,,,1:55,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"El Paso Herald, May 6, 1915",0,0,0,0,0,0,0,1,0,,,,,3,0,0,0,0,0,0,1,x,,,,
ZNJFGRP,1915-05-06,0,Rio Grande Association,regular,,Douglas,,,Albuquerque,,,,,,postponed,rain,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
DNFFVMZ,1915-05-06,0,Rio Grande Association,regular,,Las Cruces,,,El Paso,,,,,,postponed,high wind,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
NTQNSHC,1915-05-06,0,Rio Grande Association,regular,,Tucson,1,,Phoenix,3,,400,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 7, 1915",0,0,0,0,0,0,0,1,0,,,,,2,0,1,0,0,0,0,0,x,,,,
PDXXMWF,1915-05-07,0,Rio Grande Association,regular,,Douglas,5,,Albuquerque,13,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 8, 1915",3,0,0,0,0,0,2,0,0,,,,,5,1,0,2,1,3,0,1,x,,,,
FJNNXTH,1915-05-07,0,Rio Grande Association,regular,,Las Cruces,,,El Paso,,,,,,postponed,high wind,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
WCWPPDD,1915-05-07,0,Rio Grande Association,regular,,Tucson,4,,Phoenix,6,,300,2:00,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 8, 1915",0,0,0,0,0,0,3,0,1,,,,,0,1,0,0,1,1,0,3,x,,,,
FPGBSGN,1915-05-08,0,Rio Grande Association,regular,,Douglas,5,,Albuquerque,17,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 9, 1915",2,1,1,0,1,0,0,0,0,,,,,1,1,4,6,0,2,1,2,x,,,,
KDJCMXZ,1915-05-08,0,Rio Grande Association,regular,,Las Cruces,4,,El Paso,11,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 9, 1915",0,0,0,0,1,0,3,0,0,,,,,0,0,0,4,2,1,0,4,x,,,,
LWQKDZW,1915-05-08,0,Rio Grande Association,regular,,Tucson,1,,Phoenix,3,,500,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 9, 1915",0,0,0,0,0,0,0,1,0,,,,,1,1,0,1,0,0,0,0,x,,,,
PLYHCJY,1915-05-09,1,Rio Grande Association,regular,,Douglas,4,,Albuquerque,6,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 10, 1915",0,0,0,1,1,0,0,2,0,,,,,2,0,0,2,1,0,1,0,x,,,,
DTGBRZJ,1915-05-09,2,Rio Grande Association,regular,,Douglas,9,,Albuquerque,5,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 10, 1915",2,0,7,0,0,,,,,,,,,4,0,1,0,0,,,,,,,,
LRQXGLW,1915-05-09,1,Rio Grande Association,regular,,Las Cruces,,,El Paso,,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
XQSPJSH,1915-05-09,2,Rio Grande Association,regular,,Las Cruces,,,El Paso,,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
FKLKZYQ,1915-05-09,0,Rio Grande Association,regular,,Tucson,6,,Phoenix,7,,1000,2:15,,,,,transcript/1915/1915-AR/boxes/AR-19150503.txt,"Arizona Republic, May 10, 1915",0,0,0,0,0,1,0,5,0,,,,,3,0,0,0,0,1,0,3,x,,,,
HDGWJSS,1915-05-11,0,Rio Grande Association,regular,,Las Cruces,4,,Albuquerque,8,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 12, 1915",1,0,1,0,3,0,0,0,0,,,,,0,3,2,0,1,0,2,0,x,,,,
LBWDPFY,1915-05-11,0,Rio Grande Association,regular,,Douglas,12,,El Paso,13,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 12, 1915",0,0,10,0,0,0,0,1,1,,,,,0,3,2,0,0,0,1,3,4,,,,
HQZZKQF,1915-05-12,0,Rio Grande Association,regular,,Las Cruces,5,,Albuquerque,12,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 13, 1915",0,0,4,1,0,0,0,0,0,,,,,0,5,0,0,6,0,1,0,x,,,,
HRVCDYR,1915-05-12,0,Rio Grande Association,regular,,Douglas,4,,El Paso,8,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 13, 1915",0,0,0,0,0,1,0,3,0,,,,,0,0,0,0,0,1,6,1,x,,,,
GMGGZDZ,1915-05-13,0,Rio Grande Association,regular,,Las Cruces,12,,Albuquerque,21,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 14, 1915",0,0,2,2,5,1,2,0,0,,,,,1,1,0,14,2,1,0,2,x,,,,
JMGSSBM,1915-05-13,0,Rio Grande Association,regular,,Douglas,5,,El Paso,6,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 14, 1915",0,0,0,0,4,0,1,0,0,0,,,,1,0,0,0,0,1,0,0,3,1,,,
DZWYWWT,1915-05-14,0,Rio Grande Association,regular,,Las Cruces,5,,Albuquerque,7,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 15, 1915",1,3,0,0,0,0,0,1,0,,,,,1,3,1,2,0,0,0,0,x,,,,
FWMHHDS,1915-05-15,0,Rio Grande Association,regular,,Las Cruces,6,,Albuquerque,4,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 16, 1915",0,0,1,0,1,1,3,0,0,,,,,2,0,0,0,1,0,1,0,0,,,,
KPNZXWP,1915-05-15,0,Rio Grande Association,regular,,Douglas,3,,El Paso,7,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 16, 1915",0,0,1,0,0,0,0,2,0,,,,,2,0,4,0,1,0,0,0,x,,,,
CYHNCFT,1915-05-15,0,Rio Grande Association,regular,,Phoenix,4,,Tucson,15,,,2:00,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 16, 1915",2,0,0,0,1,1,0,0,0,,,,,1,0,2,0,1,5,5,1,x,,,,
CKKNNFQ,1915-05-16,0,Rio Grande Association,regular,,Las Cruces,8,,Albuquerque,9,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 17, 1915",1,0,0,0,0,0,0,5,2,,,,,0,0,0,1,1,1,0,1,5,,,,
VDZSFFC,1915-05-16,1,Rio Grande Association,regular,,Douglas,2,,El Paso,9,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 17, 1915",0,0,0,0,0,0,0,2,0,,,,,1,0,0,0,0,1,6,1,x,,,,
DVFQDZS,1915-05-16,2,Rio Grande Association,regular,,Douglas,4,,El Paso,0,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 17, 1915",0,0,0,0,1,3,0,,,,,,,0,0,0,0,0,0,0,,,,,,
LGGSBLQ,1915-05-16,1,Rio Grande Association,regular,,Phoenix,5,,Tucson,6,,,2:00,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 17, 1915",0,1,3,0,0,0,0,1,0,0,,,,0,0,3,1,1,0,0,0,0,1,,,
PWXQKCG,1915-05-16,2,Rio Grande Association,regular,,Phoenix,5,,Tucson,0,,,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150510.txt,"Arizona Republic, May 17, 1915",0,0,0,0,3,0,0,2,0,,,,,0,0,0,0,0,0,0,0,0,,,,
KLWWWTN,1915-05-18,0,Rio Grande Association,regular,,El Paso,13,,Douglas,10,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 19, 1915",2,0,1,0,0,4,2,4,0,,,,,2,1,0,0,0,0,0,7,0,,,,
RXBHMKM,1915-05-18,0,Rio Grande Association,regular,,Phoenix,,,Las Cruces,,,,,,postponed,high wind,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
CVLJMSP,1915-05-18,0,Rio Grande Association,regular,,Albuquerque,6,,Tucson,5,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 19, 1915",0,0,2,0,0,0,1,0,0,2,0,1,,0,0,0,0,2,1,0,0,0,2,0,0,
FLJHTMX,1915-05-19,0,Rio Grande Association,regular,,El Paso,9,,Douglas,14,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 20, 1915",4,0,0,1,1,3,0,0,0,,,,,1,2,5,1,2,1,2,0,x,,,,
GKSGNSY,1915-05-19,0,Rio Grande Association,regular,,Phoenix,5,,Las Cruces,2,,,1:50,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 20, 1915",0,0,3,1,0,0,1,0,0,,,,,0,0,2,0,0,0,0,0,0,,,,
WTVQDFV,1915-05-19,0,Rio Grande Association,regular,,Albuquerque,5,,Tucson,8,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 20, 1915",0,5,0,0,0,0,0,0,0,,,,,0,1,1,1,0,0,0,5,x,,,,
PLNZRJM,1915-05-20,0,Rio Grande Association,regular,,El Paso,14,,Douglas,5,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 21, 1915",0,0,6,1,2,0,2,3,0,,,,,1,0,1,1,0,0,0,1,1,,,,
BVNZLFS,1915-05-20,0,Rio Grande Association,regular,,Phoenix,4,,Las Cruces,3,,,1:40,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 21, 1915",1,0,0,1,1,0,0,1,0,,,,,0,0,0,0,0,2,0,0,1,,,,
MFLRPVP,1915-05-20,0,Rio Grande Association,regular,,Albuquerque,12,,Tucson,14,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 21, 1915",7,0,0,0,3,2,0,0,0,,,,,1,3,5,0,0,1,4,0,x,,,,
JLZWQKS,1915-05-21,0,Rio Grande Association,regular,,El Paso,16,,Douglas,5,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 22, 1915",3,1,7,1,3,0,0,1,0,,,,,2,0,0,2,0,0,1,0,0,,,,
RVLFFBB,1915-05-21,0,Rio Grande Association,regular,,Phoenix,8,,Las Cruces,6,,,1:50,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 22, 1915",0,0,0,1,0,5,0,2,0,,,,,0,0,0,0,0,0,0,0,6,,,,
RKHPGBN,1915-05-21,0,Rio Grande Association,regular,,Albuquerque,6,,Tucson,8,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 22, 1915",2,0,0,0,0,0,0,2,2,,,,,2,3,0,1,0,1,0,1,x,,,,
LDJPPXG,1915-05-22,0,Rio Grande Association,regular,,El Paso,16,,Douglas,17,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 23, 1915",0,0,1,0,2,4,0,7,2,0,,,,3,0,4,4,0,3,0,2,0,1,,,
RMLHFYW,1915-05-22,0,Rio Grande Association,regular,,Phoenix,7,,Las Cruces,2,,,1:58,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 23, 1915",0,1,0,0,3,2,0,0,1,,,,,0,0,0,0,0,2,0,0,0,,,,
SBPRWZM,1915-05-22,0,Rio Grande Association,regular,,Albuquerque,8,,Tucson,2,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 23, 1915",0,1,0,2,0,0,3,1,1,,,,,1,1,0,0,0,0,0,0,0,,,,
WNHJJHB,1915-05-23,0,Rio Grande Association,regular,,El Paso,4,,Douglas,8,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 24, 1915",0,0,0,0,0,1,0,1,2,,,,,0,4,0,2,0,2,0,0,0,,,,
TDKSVKK,1915-05-23,1,Rio Grande Association,regular,,Phoenix,8,,Las Cruces,2,,850,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 24, 1915",0,0,0,0,0,2,0,2,4,,,,,0,0,0,0,0,0,0,1,1,,,,
JHRPFSY,1915-05-23,2,Rio Grande Association,regular,,Phoenix,5,,Las Cruces,6,,,1:21,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 24, 1915",4,1,0,0,0,0,0,,,,,,,0,2,1,0,3,0,x,,,,,,
GCYLJVV,1915-05-23,0,Rio Grande Association,regular,,Albuquerque,7,,Tucson,4,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150517.txt,"Arizona Republic, May 24, 1915",0,1,1,0,0,2,3,0,0,,,,,0,1,0,3,0,0,0,0,0,,,,
YZHCVNY,1915-05-25,0,Rio Grande Association,regular,,Albuquerque,3,,Phoenix,7,,,1:40,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 26, 1915",0,1,1,0,1,0,0,0,0,,,,,0,0,0,0,0,2,4,1,x,,,,
FLXNCDW,1915-05-25,0,Rio Grande Association,regular,,El Paso,4,,Tucson,8,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 26, 1915",0,2,0,0,1,4,1,0,0,,,,,3,0,2,0,0,1,1,0,0,,,,
YJXZZSP,1915-05-26,0,Rio Grande Association,regular,,Albuquerque,9,,Phoenix,6,,,2:20,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 27, 1915",2,0,3,0,2,0,0,0,2,,,,,2,0,0,2,0,1,1,0,0,,,,
LZSXQQQ,1915-05-26,0,Rio Grande Association,regular,,El Paso,5,,Tucson,4,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 27, 1915",0,2,0,0,2,0,0,0,1,,,,,0,0,0,0,0,2,2,0,0,,,,
XZBQFTD,1915-05-27,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,4,,,2:40,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 28, 1915",0,0,0,0,3,0,0,0,1,0,0,1,,0,2,0,2,0,0,0,0,0,0,0,0,
QRDNJJX,1915-05-27,0,Rio Grande Association,regular,,El Paso,2,,Tucson,6,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 28, 1915",0,0,0,0,2,0,0,0,0,,,,,3,2,0,1,0,0,0,0,x,,,,
PWKLYKL,1915-05-28,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,6,,400,2:50,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 29, 1915",3,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,1,
HXTFWTG,1915-05-28,0,Rio Grande Association,regular,,El Paso,14,,Tucson,4,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 29, 1915",0,6,0,2,1,2,3,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,
KKYCCHK,1915-05-29,0,Rio Grande Association,regular,,Albuquerque,6,,Phoenix,10,,,2:20,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 30, 1915",0,0,0,2,3,1,0,0,0,,,,,0,1,2,0,0,0,5,2,x,,,,
HCYMYQX,1915-05-29,0,Rio Grande Association,regular,,El Paso,1,,Tucson,0,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 30, 1915",0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,,,,
MHTZTSR,1915-05-30,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,0,,,1:30,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 31, 1915",4,0,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
RNYRLJB,1915-05-30,0,Rio Grande Association,regular,,El Paso,4,,Tucson,5,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150524.txt,"Arizona Republic, May 31, 1915",0,3,0,0,0,0,0,1,0,,,,,2,0,0,0,1,0,2,0,x,,,,
TRFHXHG,1915-05-31,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,2,,,2:00,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 1, 1915",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0
ZZMGYHF,1915-05-31,0,Rio Grande Association,regular,,El Paso,5,,Tucson,4,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 1, 1915",2,0,1,0,0,0,1,0,1,,,,,2,1,1,0,0,0,0,0,0,,,,
RPTTRVX,1915-06-01,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,0,,,1:30,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 2, 1915",1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
MYMMJWZ,1915-06-02,0,Rio Grande Association,regular,,Tucson,3,,Albuquerque,2,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 3, 1915",1,0,0,2,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,,,,
BFDQVZM,1915-06-02,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,5,,,1:40,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 3, 1915",0,1,0,0,0,1,0,0,0,,,,,0,0,0,5,0,0,0,0,0,,,,
KLMBFMT,1915-06-03,0,Rio Grande Association,regular,,Tucson,4,,Albuquerque,3,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 4, 1915",2,0,0,0,2,0,0,0,0,,,,,0,1,0,0,0,0,2,0,0,,,,
LQTBSMH,1915-06-03,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,1,,,2:00,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 4, 1915",0,0,0,2,0,0,0,0,0,,,,,0,0,0,0,0,1,0,0,0,,,,
MSYDWMH,1915-06-04,0,Rio Grande Association,regular,,Tucson,4,,Albuquerque,6,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 5, 1915",0,0,1,1,0,2,0,0,0,,,,,0,2,0,0,0,3,1,0,x,,,,
GWQBKVD,1915-06-04,0,Rio Grande Association,regular,,El Paso,0,,Phoenix,7,,,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 5, 1915",0,0,0,0,0,0,0,0,0,,,,,1,1,2,2,0,0,0,1,x,,,,
HMZJGXP,1915-06-05,0,Rio Grande Association,regular,,Tucson,9,,Albuquerque,10,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 6, 1915",2,1,0,2,0,0,0,0,4,,,,,1,0,3,0,1,3,1,1,x,,,,
XYDPJJR,1915-06-05,0,Rio Grande Association,regular,,El Paso,0,,Phoenix,3,,,1:25,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 6, 1915",0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,0,0,0,1,x,,,,
ZZMVMFZ,1915-06-06,0,Rio Grande Association,regular,,Tucson,11,,Albuquerque,1,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 7, 1915",2,3,1,0,0,1,0,2,2,,,,,0,1,0,0,0,0,0,0,0,,,,
JGDTCKM,1915-06-06,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,6,,600,1:40,,,,,transcript/1915/1915-AR/boxes/AR-19150531.txt,"Arizona Republic, June 7, 1915",0,0,0,1,0,1,0,0,0,,,,,1,1,2,0,0,2,0,0,x,,,,
HZFYWDP,1915-06-07,0,Rio Grande Association,regular,,Tucson,7,,Albuquerque,1,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 8, 1915",2,0,2,1,0,0,1,0,1,,,,,0,0,0,0,0,0,1,0,0,,,,
MKRLMCN,1915-06-08,0,Rio Grande Association,regular,,Phoenix,4,,Albuquerque,2,,,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 9, 1915",1,0,0,0,0,0,0,3,0,,,,,0,0,0,0,1,0,1,0,0,,,,
GXSZKQY,1915-06-08,0,Rio Grande Association,regular,,Tucson,0,,El Paso,5,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 9, 1915",0,0,0,0,0,0,0,0,0,,,,,1,0,1,2,0,0,1,0,x,,,,
DVRVVXT,1915-06-09,0,Rio Grande Association,regular,,Phoenix,2,,Albuquerque,10,,,1:40,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 10, 1915",0,0,0,0,0,1,0,0,1,,,,,0,1,0,4,2,0,3,0,x,,,,
HTLBGKY,1915-06-09,0,Rio Grande Association,regular,,Tucson,,,El Paso,,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
LHDXMBQ,1915-06-10,0,Rio Grande Association,regular,,Phoenix,3,,Albuquerque,10,,,1:27,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 11, 1915",0,0,0,1,0,1,0,1,0,,,,,0,0,2,4,3,1,0,0,x,,,,
SSJGRYZ,1915-06-10,0,Rio Grande Association,regular,,Tucson,2,,El Paso,9,,,,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 11, 1915",0,0,0,0,0,2,0,0,0,,,,,1,0,2,0,1,5,0,0,0,,,,
VXBRXDV,1915-06-11,0,Rio Grande Association,regular,,Phoenix,7,,Albuquerque,4,,,1:45,,,,,transcript/1915/1915-AR/boxes/AR-19150607.txt,"Arizona Republic, June 12, 1915",2,0,2,1,0,0,0,0,2,,,,,1,0,2,0,1,0,0,0,0,,,,
