game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P0762640,Demaggio,,Phoenix,lf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P0612059,Brown,,Phoenix,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P5580199,Dowling,,Phoenix,2b,2,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P3743339,McArdle,,Phoenix,ss,3,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P1711924,Lynn,,Phoenix,c,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,2,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P4018160,Pittman,,Phoenix,cf,5,3,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,2,0,1,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P0772990,Nutt,,Phoenix,1b,6,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P2408513,Scanlon,,Phoenix,3b,7,5,0,,2,,,,,,,,,,2,,,,,,,,,,,,,,1,0,1,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P1409765,Young,,Phoenix,rf,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P0995668,Hall,,Phoenix,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,7,,,,2,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,,TOTALS,,Phoenix,,,37,2,,11,,,,,,,,,,,,,,,,,,,,,,,,24,10,3,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P8586286,Stedilli,,Tucson,lf,1,5,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P6935444,McGheehan,,Tucson,3b,2,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P2581406,Cox,,Tucson,rf,3,4,2,,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P8538290,Felts,,Tucson,cf,4,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P9646238,Fuller,,Tucson,c,5,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,1,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P7426748,Brashear,,Tucson,1b,6,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P9955226,Barton,,Tucson,ss,7,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P6676483,Stroloff,,Tucson,2b,8,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,P7698619,Fulweider,,Tucson,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,4,7,,,,1,3,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,,TOTALS,,Tucson,,,38,10,,16,,,,,,,,,,,,,,,,,,,,,,,,27,12,2,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P0762640,Demaggio,,Phoenix,lf,1,5,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P5580199,Dowling,,Phoenix,2b,2,5,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P3743339,McArdle,,Phoenix,ss,3,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,1,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P1711924,Lynn,,Phoenix,c,4,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,6,1,0,1,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P4018160,Pittman,,Phoenix,cf,5,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P0772990,Nutt,,Phoenix,rf,6,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P2408513,Scanlon,,Phoenix,1b,7,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,2,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P1409765,Young,,Phoenix,3b,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P7475373,McCreery,,Phoenix,p,9,4,0,,1,,,,,,,,,,,,,,,,,,,3,5,,,,3,5,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,,TOTALS,,Phoenix,,,39,6,,10,,,,,,,,,,,,6,3,,,,,,,,,,,27,15,3,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P2763695,Staedilli,,Tucson,lf,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P7698619,Fulweider,,Tucson,p,10,2,0,,0,,,,,,,,,,,,,,5.2,,,,4,,3,,,,1,1,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P7426748,Brashear,,Tucson,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P1320780,McGeehan,,Tucson,3b,2,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P2581406,Cox,,Tucson,rf,3,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
SWKHZSK,1915,Rio Grande Association,1915-04-29,0,regular,P8538290,Felts,,Tucson,cf,4,3,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,2,0,1,,,,
