key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150422-VIRNEW-VIRSUF-0,Virginia League,1915-04-22,0,1915-NNDP,Suffolk,a,2,Newport News,h,3,final,
19150422-VIRNEW-VIRSUF-0,Virginia League,1915-04-22,0,1915-RTD,Suffolk,a,2,Newport News,h,3,final,
19150422-VIRNOR-VIRPOR-0,Virginia League,1915-04-22,0,1915-NNDP,Portsmouth,a,0,Norfolk,h,2,final,
19150422-VIRNOR-VIRPOR-0,Virginia League,1915-04-22,0,1915-RTD,Portsmouth,a,0,Norfolk,h,2,final,
19150422-VIRPET-VIRRMT-0,Virginia League,1915-04-22,0,1915-NNDP,Rocky Mount,a,2,Petersburg,h,5,final,
19150422-VIRPET-VIRRMT-0,Virginia League,1915-04-22,0,1915-RTD,Rocky Mount,a,2,Petersburg,h,5,final,
19150423-VIRNEW-VIRSUF-0,Virginia League,1915-04-23,0,1915-NNDP,Suffolk,a,5,Newport News,h,10,final,
19150423-VIRNEW-VIRSUF-0,Virginia League,1915-04-23,0,1915-RTD,Suffolk,a,5,Newport News,h,10,final,
19150423-VIRNOR-VIRPOR-0,Virginia League,1915-04-23,0,1915-NNDP,Norfolk,a,6,Portsmouth,h,7,final,
19150423-VIRNOR-VIRPOR-0,Virginia League,1915-04-23,0,1915-RTD,Norfolk,a,6,Portsmouth,h,7,final,
19150423-VIRPET-VIRRMT-0,Virginia League,1915-04-23,0,1915-NNDP,Rocky Mount,a,3,Petersburg,h,6,final,
19150423-VIRPET-VIRRMT-0,Virginia League,1915-04-23,0,1915-RTD,Rocky Mount,a,3,Petersburg,h,6,final,
19150424-VIRNEW-VIRSUF-0,Virginia League,1915-04-24,0,1915-NNDP,Suffolk,a,3,Newport News,h,3,final,
19150424-VIRNEW-VIRSUF-0,Virginia League,1915-04-24,0,1915-RTD,Suffolk,a,3,Newport News,h,3,final,
19150424-VIRNOR-VIRPOR-0,Virginia League,1915-04-24,0,1915-NNDP,Portsmouth,a,2,Norfolk,h,8,final,
19150424-VIRNOR-VIRPOR-0,Virginia League,1915-04-24,0,1915-RTD,Portsmouth,a,2,Norfolk,h,8,final,
19150424-VIRPET-VIRRMT-0,Virginia League,1915-04-24,0,1915-NNDP,Rocky Mount,a,1,Petersburg,h,2,final,
19150424-VIRPET-VIRRMT-0,Virginia League,1915-04-24,0,1915-RTD,Rocky Mount,a,1,Petersburg,h,2,final,
19150426-VIRNEW-VIRNOR-0,Virginia League,1915-04-26,0,1915-NNDP,Newport News,a,15,Norfolk,h,8,final,
19150426-VIRNEW-VIRNOR-0,Virginia League,1915-04-26,0,1915-RTD,Newport News,a,15,Norfolk,h,8,final,
19150426-VIRPET-VIRSUF-0,Virginia League,1915-04-26,0,1915-NNDP,Petersburg,a,1,Suffolk,h,0,final,
19150426-VIRPET-VIRSUF-0,Virginia League,1915-04-26,0,1915-RTD,Petersburg,a,1,Suffolk,h,0,final,
19150426-VIRPOR-VIRRMT-0,Virginia League,1915-04-26,0,1915-NNDP,Portsmouth,a,0,Rocky Mount,h,3,final,
19150426-VIRPOR-VIRRMT-0,Virginia League,1915-04-26,0,1915-RTD,Portsmouth,a,0,Rocky Mount,h,3,final,
19150427-VIRNEW-VIRNOR-0,Virginia League,1915-04-27,0,1915-NNDP,Newport News,a,9,Norfolk,h,7,final,
19150427-VIRNEW-VIRNOR-0,Virginia League,1915-04-27,0,1915-RTD,Newport News,a,9,Norfolk,h,7,final,
19150427-VIRPET-VIRSUF-0,Virginia League,1915-04-27,0,1915-NNDP,Petersburg,a,5,Suffolk,h,1,final,
19150427-VIRPET-VIRSUF-0,Virginia League,1915-04-27,0,1915-RTD,Petersburg,a,5,Suffolk,h,1,final,
19150427-VIRPOR-VIRRMT-0,Virginia League,1915-04-27,0,1915-NNDP,Portsmouth,a,2,Rocky Mount,h,8,final,
19150427-VIRPOR-VIRRMT-0,Virginia League,1915-04-27,0,1915-RTD,Portsmouth,a,2,Rocky Mount,h,8,final,
19150428-VIRNEW-VIRNOR-0,Virginia League,1915-04-28,0,1915-NNDP,Newport News,a,1,Norfolk,h,6,final,
19150428-VIRNEW-VIRNOR-0,Virginia League,1915-04-28,0,1915-RTD,Newport News,a,1,Norfolk,h,6,final,
19150428-VIRPET-VIRSUF-0,Virginia League,1915-04-28,0,1915-NNDP,Petersburg,a,4,Suffolk,h,2,final,
19150428-VIRPET-VIRSUF-0,Virginia League,1915-04-28,0,1915-RTD,Petersburg,a,4,Suffolk,h,2,final,
19150428-VIRPOR-VIRRMT-0,Virginia League,1915-04-28,0,1915-NNDP,Portsmouth,a,5,Rocky Mount,h,1,final,
19150428-VIRPOR-VIRRMT-0,Virginia League,1915-04-28,0,1915-RTD,Portsmouth,a,5,Rocky Mount,h,1,final,
19150429-VIRNEW-VIRRMT-0,Virginia League,1915-04-29,0,1915-RTD,Newport News,a,2,Rocky Mount,h,9,final,
