key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10
ZLFQGXH,1915-06-04,0,Blue Ridge,regular,,Gettysburg,6,,Chambersburg,2,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150531.txt,"Philadelphia Inquirer, June 5, 1915",0,1,0,0,4,0,0,1,0,,0,0,1,1,0,0,0,0,0,
SWDJRMF,1915-06-04,0,Blue Ridge,regular,,Frederick,4,,Hagerstown,0,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150531.txt,"Philadelphia Inquirer, June 5, 1915",0,2,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,
PFKWPPD,1915-06-04,0,Blue Ridge,regular,,Martinsburg,1,,Hanover,3,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150531.txt,"Philadelphia Inquirer, June 5, 1915",0,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,1,0,x,
FGBPJBJ,1915-06-05,0,Blue Ridge,regular,,Gettysburg,8,,Chambersburg,3,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150531.txt,"Philadelphia Inquirer, June 6, 1915",0,0,1,2,0,1,3,0,0,,1,0,1,0,0,0,1,0,0,
JQYMPML,1915-06-05,0,Blue Ridge,regular,,Frederick,1,,Hagerstown,0,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150531.txt,"Philadelphia Inquirer, June 6, 1915",0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,
JGSJVDY,1915-06-05,0,Blue Ridge,regular,,Martinsburg,3,,Hanover,4,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150531.txt,"Philadelphia Inquirer, June 6, 1915",0,0,3,0,0,0,0,0,0,,0,0,0,3,0,0,1,0,x,
BBGZKYM,1915-06-07,0,Blue Ridge,regular,,Hanover,2,,Chambersburg,7,,,1:55,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 8, 1915",1,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,7,x,
CKGHVCY,1915-06-07,0,Blue Ridge,regular,,Hagerstown,2,,Frederick,3,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 8, 1915",0,0,0,2,0,0,0,0,0,,0,2,0,0,1,0,0,0,0,
CWBNJPV,1915-06-07,0,Blue Ridge,regular,,Martinsburg,1,,Gettysburg,3,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 8, 1915",0,1,0,0,0,0,0,0,0,,0,0,2,0,1,0,0,0,x,
XBDRCZM,1915-06-08,0,Blue Ridge,regular,,Hanover,2,,Chambersburg,7,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 9, 1915",0,2,0,0,0,0,0,0,0,,1,0,3,0,2,1,0,0,x,
MWQSSSN,1915-06-08,0,Blue Ridge,regular,,Hagerstown,1,,Frederick,4,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 9, 1915",0,0,0,1,0,0,0,0,0,,3,0,0,0,0,0,0,1,x,
RWXRSNK,1915-06-08,0,Blue Ridge,regular,,Gettysburg,8,,Martinsburg,9,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 9, 1915",0,0,3,0,1,0,0,4,0,,2,0,3,0,3,0,0,1,x,
SMFKVGV,1915-06-09,0,Blue Ridge,regular,,Frederick,6,,Chambersburg,4,,,2:04,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 10, 1915",0,0,1,1,1,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0
BXCJZTQ,1915-06-09,0,Blue Ridge,regular,,Gettysburg,1,,Hagerstown,8,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 10, 1915",0,0,0,1,0,0,0,0,0,,3,0,0,2,2,0,1,0,x,
YGVLXJL,1915-06-09,0,Blue Ridge,regular,,Hanover,3,,Martinsburg,5,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 10, 1915",1,0,0,0,0,2,0,0,0,,1,0,0,0,0,2,0,2,x,
VYCHZFK,1915-06-10,0,Blue Ridge,regular,,Frederick,2,,Chambersburg,0,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 11, 1915",1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
TZKKFHJ,1915-06-10,0,Blue Ridge,regular,,Gettysburg,0,,Hagerstown,1,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 11, 1915",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,x,
CMRGXQJ,1915-06-10,0,Blue Ridge,regular,,Hanover,2,,Martinsburg,4,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 11, 1915",0,2,0,0,0,0,0,0,0,,0,0,2,2,0,0,0,0,x,
TZFYTYH,1915-06-11,0,Blue Ridge,regular,,Chambersburg,4,,Frederick,6,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 12, 1915",0,2,2,0,0,0,0,0,0,,0,3,0,2,1,0,0,0,x,
KJDKFTY,1915-06-11,0,Blue Ridge,regular,,Hanover,2,,Hagerstown,1,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 12, 1915",0,0,0,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,
JQSGLJT,1915-06-11,0,Blue Ridge,regular,,Gettysburg,1,,Martinsburg,8,,,,,,,,transcript/1915/1915-PI/boxes/PI-19150607.txt,"Philadelphia Inquirer, June 12, 1915",0,0,0,0,0,1,0,0,0,,1,0,0,2,5,0,0,0,x,
