key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
HNKJQTC,1915-04-26,0,Florida-Alabama-Georgia,regular,,Waycross,4,,Brunswick,3,,,2:20,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 27, 1915",0,0,0,0,0,2,0,2,0,,,,,,,,0,1,1,0,0,0,0,1,0,,,,,,,
WTQBDGF,1915-04-26,0,Florida-Alabama-Georgia,regular,,Americus,3,,Dothan,8,,,1:54,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 27, 1915",0,1,0,0,1,0,1,0,0,,,,,,,,0,0,0,0,2,3,2,1,x,,,,,,,
BHMHGTR,1915-04-26,0,Florida-Alabama-Georgia,regular,,Valdosta,2,,Thomasville,1,,,1:45,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 27, 1915",0,0,0,1,0,0,0,1,,,,,,,,,0,0,0,0,0,1,0,0,,,,,,,,
XCPFCQH,1915-04-27,0,Florida-Alabama-Georgia,regular,,Waycross,1,,Brunswick,5,,,1:55,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 28, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,0,5,0,0,0,x,,,,,,,
RYFBJKN,1915-04-27,0,Florida-Alabama-Georgia,regular,,Americus,7,,Dothan,4,,,1:55,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 28, 1915",0,1,0,0,0,0,6,0,0,,,,,,,,1,1,0,0,1,1,0,0,0,,,,,,,
TTRGSQP,1915-04-27,0,Florida-Alabama-Georgia,regular,,Valdosta,7,,Thomasville,9,,,2:20,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 28, 1915",2,0,0,0,2,0,0,0,3,,,,,,,,0,2,0,1,0,0,0,6,x,,,,,,,
XRXTMFT,1915-04-28,0,Florida-Alabama-Georgia,regular,,Waycross,5,,Brunswick,9,,,2:05,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 29, 1915",1,0,0,0,0,0,1,0,3,,,,,,,,1,2,3,0,0,3,0,0,x,,,,,,,
CSZNMQB,1915-04-28,0,Florida-Alabama-Georgia,regular,,Americus,9,,Dothan,0,,,2:15,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 29, 1915",1,2,4,0,0,0,0,1,1,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
JLRHMDF,1915-04-28,0,Florida-Alabama-Georgia,regular,,Valdosta,2,,Thomasville,3,,,2:00,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 29, 1915",2,0,0,0,0,0,0,0,0,,,,,,,,1,0,0,1,0,0,0,1,x,,,,,,,
XMMQZGR,1915-04-29,0,Florida-Alabama-Georgia,regular,,Thomasville,5,,Americus,8,,,1:50,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 30, 1915",0,3,0,0,0,0,1,0,1,,,,,,,,0,0,0,0,1,0,4,3,x,,,,,,,
ZLZSKCX,1915-04-29,0,Florida-Alabama-Georgia,regular,,Brunswick,11,,Valdosta,5,,,2:20,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 30, 1915",3,3,0,0,0,1,0,1,3,,,,,,,,0,0,0,2,0,1,2,0,0,,,,,,,
VJNSZBR,1915-04-29,0,Florida-Alabama-Georgia,regular,,Dothan,0,,Waycross,0,,,2:00,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, April 30, 1915",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DXRGZVT,1915-04-30,0,Florida-Alabama-Georgia,regular,,Thomasville,8,,Americus,6,,,2:10,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, May 1, 1915",4,0,0,1,1,0,0,2,0,,,,,,,,0,0,0,1,0,0,0,5,0,,,,,,,
WNWYTYR,1915-04-30,0,Florida-Alabama-Georgia,regular,,Brunswick,0,,Valdosta,2,,,1:40,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, May 1, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,x,,,,,,,
CVLVMXB,1915-04-30,0,Florida-Alabama-Georgia,regular,,Dothan,4,,Waycross,5,,,2:10,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, May 1, 1915",0,0,1,0,1,0,1,0,1,0,,,,,,,0,0,1,1,0,0,0,2,0,1,,,,,,
VHCHBXM,1915-05-01,0,Florida-Alabama-Georgia,regular,,Thomasville,6,,Americus,7,,,1:45,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, May 2, 1915",2,0,1,0,0,0,0,3,0,,,,,,,,1,1,0,0,1,1,0,3,x,,,,,,,
XPYWKQH,1915-05-01,0,Florida-Alabama-Georgia,regular,,Brunswick,8,,Valdosta,4,,,2:00,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, May 2, 1915",5,1,1,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,4,0,0,0,,,,,,,
JPDFQHV,1915-05-01,1,Florida-Alabama-Georgia,regular,,Dothan,12,,Waycross,1,,,1:55,,final,,,1915/1915-MT/MT-19150426.txt,"Macon Telegraph, May 2, 1915",2,0,1,0,0,6,0,3,0,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,
