team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Bader,,a08,p
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Beebe,,a09,p
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,Carlstrom,,Carlst'm,,a02,ss
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Carlstrom,,a02,3b
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Carlstrom,,a02,1b
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Casey,,a07,c
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Channell,,a03,rf
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Channell,,a03,lf
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Channell,,a03,rf
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Fullenwider,,a08,p
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Gilhooley,,a00,cf
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Gilhooley,,a00,cf
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Gilhooley,,a00,cf
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Jackson,,a11,ph
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Jackson,,a06,3b
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Jamieson,,a01,lf
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Jamieson,,a01,lf
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Jamieson,,a01,lf
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Judge,,a05,1b
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Judge,,a05,1b
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,Judge,,a05,1b
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Keating,,a06,ss
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Keating,,a06,ss
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Knight,,a07,ss
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,Lalonge,,a07,c
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Lalonge,,a08,c
International League,INTBUF,Buffalo,1915-SL,19150428-INTBUF-INTPRO-0,,,McCarthy,,a04,2b
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,McCarthy,,a04,2b
International League,INTBUF,Buffalo,1915-SL,19150501-INTBUF-INTPRO-0,,,McCarthy,,a04,2b
International League,INTBUF,Buffalo,1915-SL,19150429-INTBUF-INTPRO-0,,,Tyson,,a10,p
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Barney,,b01,cf
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Barney,,b01,cf
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Barry,,b04,1b
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Barry,,b04,1b
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Bues,,b03,3b
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Bues,,b03,3b
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,O'Leary,,b06,ss
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,O'Leary,,b06,ss
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Reynolds,,b07,c
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Reynolds,,b07,c
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Sherman,,b08,p
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Thorpe,,b02,rf
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Thorpe,,b02,rf
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Truesdale,,b00,2b
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Truesdale,,b00,2b
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Verbout,,b08,p
International League,INTJER,Jersey City,1915-SL,19150429-INTJER-INTROC-0,,,Wright,,b05,lf
International League,INTJER,Jersey City,1915-SL,19150501-INTJER-INTROC-0,,,Wright,,b05,lf
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Devlin,,a04,1b
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Halstein,,a05,1b
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Holden,,a02,lf
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Holden,,a02,lf
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Howley,,a07,c
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Irelan,,a01,2b
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Irelan,,a01,2b
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Madden,,a07,c
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Miller,,a08,p
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Purtell,,a06,ss
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Purtell,,a06,ss
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Richter,,a08,p
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Smith,,a00,rf
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Smith,,a00,rf
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Tamm,,a04,3b
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Tamm,,a05,3b
International League,INTMON,Montreal,1915-SL,19150429-INTMON-INTNEW-0,,,Whiteman,,a03,cf
International League,INTMON,Montreal,1915-SL,19150501-INTMON-INTNEW-0,,,Whiteman,,a03,cf
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Bostick,,b05,3b
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Callahan,,b03,cf
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Callahan,,b03,cf
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Chabek,,b09,p
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Chabek,,b08,p
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Collins,,b02,lf
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Heckinger,,b07,c
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Heckinger,,b07,c
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Kraft,,b06,1b
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Kraft,,b06,1b
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Mowe,,b00,ss
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Mowe,,b00,2b
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Murray,,b04,rf
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Murray,,b04,rf
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Schacht,,b08,p
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Tierney,,b02,lf
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Tooley,,b01,2b
International League,INTNEW,Newark,1915-SL,19150501-INTMON-INTNEW-0,,,Tooley,,b01,ss
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,,,Witter,,b10,ph
International League,INTNEW,Newark,1915-SL,19150429-INTMON-INTNEW-0,Zimmerman,,Zimme'n,,b05,3b
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Bentley,,b08,p
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Cooper,,b08,p
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Fabrique,,b06,ss
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Fabrique,,b00,ss
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Fabrique,,b00,ss
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Gill,,b05,3b
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Gill,,b06,3b
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Gill,,b06,3b
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Kocher,,b07,c
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Kocher,,b07,c
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Kocher,,b07,c
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Masterson,,b09,ph
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Onslow,,b02,1b
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Onslow,,b03,1b
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Onslow,,b03,1b
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Powell,,b00,lf
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Powell,,b05,lf
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Powell,,b05,lf
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Schultz,,b08,p
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Shean,,b03,2b
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Shean,,b02,2b
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Shean,,b02,2b
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,,,Shorten,,b01,rf
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Shorten,,b01,rf
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Shorten,,b01,rf
International League,INTPRO,Providence,1915-SL,19150428-INTBUF-INTPRO-0,Tutwiler,,Tutweiler,,b04,cf
International League,INTPRO,Providence,1915-SL,19150429-INTBUF-INTPRO-0,,,Tutwiler,,b04,cf
International League,INTPRO,Providence,1915-SL,19150501-INTBUF-INTPRO-0,,,Tutwiler,,b04,cf
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Aragon,,b00,3b
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Aragon,,b00,3b
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Aragon,,b00,3b
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,Aragon,,Arragon,,b00,3b
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,Breckenridge,,B'ridge,,b01,lf
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Ball,,b04,2b
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Ball,,b04,3b
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Ball,,b04,2b
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,Ball,,b04,2b
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Bates,,b02,cf
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Bates,,b02,cf
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Bates,,b02,lf
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,Bates,,b02,cf
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,Breckenridge,,Breck'e,,b01,rf
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,Breckenridge,,Brecken'e,,b01,lf
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,Breckenridge,,b01,rf
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Crane,,b05,ss
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Crane,,b05,ss
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Crane,,b05,ss
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,Crane,,b05,ss
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Hoffman,,b03,rf
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Hoffman,,b03,rf
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Hoffman,,b03,cf
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,Hoffman,,b03,lf
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Jarman,,b09,p
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Long,,b09,ph
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,McInnis,,b06,1b
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,McInnis,,b06,1b
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,McInnis,,b06,1b
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,McInnis,,b06,1b
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Morrisette,,b08,p
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Russell,,b09,p
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,,,Russell,,b08,p
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Schaufele,,b07,c
International League,INTRIC,Richmond,1915-SL,19150428-INTRIC-INTTOR-0,,,Schaufele,,b07,c
International League,INTRIC,Richmond,1915-SL,19150429-INTRIC-INTTOR-0,Schaufele,,Schaufle,,b07,c
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,Schaufele,,Schaufle,,b07,c
International League,INTRIC,Richmond,1915-SL,19150427-INTRIC-INTTOR-0,,,Sterzer,,b08,p
International League,INTRIC,Richmond,1915-SL,19150501-INTRIC-INTTOR-0,,,Sterzer,,b08,p
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Beatty,,a11,pr
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Clemens,,a02,lf
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Clemens,,a02,lf
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Duchesnil,,a10,p
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Erwin,,a08,c
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Erwin,,a07,c
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Herche,,a09,p
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Hoelke,,a04,1b
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Hoelke,,a04,1b
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Huenke,,a08,p
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Kores,,a03,2b
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Kores,,a03,2b
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Messenger,,a10,ph
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Messenger,,a09,ph
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Piez,,a01,cf
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Piez,,a01,cf
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Priest,,a05,3b
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Priest,,a05,3b
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Smith,,a00,rf
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Smith,,a00,rf
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Stevenson,,a06,ss
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Stevenson,,a06,ss
International League,INTROC,Rochester,1915-SL,19150429-INTJER-INTROC-0,,,Williams,,a07,c
International League,INTROC,Rochester,1915-SL,19150501-INTJER-INTROC-0,,,Williams,,a11,p
International League,INTTOR,Toronto,1915-SL,19150428-INTRIC-INTTOR-0,,,Blakey,,a10,p
International League,INTTOR,Toronto,1915-SL,19150427-INTRIC-INTTOR-0,,,Brackett,,a00,cf
International League,INTTOR,Toronto,1915-SL,19150428-INTRIC-INTTOR-0,,,Brackett,,a00,cf
International League,INTTOR,Toronto,1915-SL,19150429-INTRIC-INTTOR-0,,,Brackett,,a00,cf
International League,INTTOR,Toronto,1915-SL,19150501-INTRIC-INTTOR-0,,,Brackett,,a00,rf
International League,INTTOR,Toronto,1915-SL,19150427-INTRIC-INTTOR-0,,,Brown,,a03,lf
