league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1911,Central League,regular,P7444667,Alberts,,1911-06-27,1911-06-29,2
1911,Central League,regular,P6007486,Barnett,,1911-06-30,1911-06-30,1
1911,Central League,regular,P2692674,Carey,,1911-08-31,1911-08-31,1
1911,Central League,regular,P5084488,Clancy,,1911-07-06,1911-07-24,2
1911,Central League,regular,P1417417,Clary,,1911-05-04,1911-05-04,1
1911,Central League,regular,P7583214,Cleary,,1911-04-26,1911-09-10,131
1911,Central League,regular,P9361770,Coffey,,1911-07-01,1911-07-04,5
1911,Central League,regular,P9638492,Connolly,,1911-06-04,1911-06-04,1
1911,Central League,regular,P3945774,Doty,,1911-05-28,1911-05-28,1
1911,Central League,regular,P8345194,Eagan,,1911-07-09,1911-07-23,8
1911,Central League,regular,P7119241,Egan,,1911-07-03,1911-09-10,64
1911,Central League,regular,P5714359,Gilbert,,1911-08-24,1911-08-24,1
1911,Central League,regular,P6002522,Glenallvin,,1911-04-26,1911-04-26,1
1911,Central League,regular,P4407054,Glenalvin,,1911-04-28,1911-05-30,28
1911,Central League,regular,P7821215,Groeschow,,1911-05-07,1911-09-09,104
1911,Central League,regular,P0888049,Growschow,,1911-08-14,1911-08-14,1
1911,Central League,regular,P8382592,Jacobs,,1911-04-26,1911-06-26,59
1911,Central League,regular,P6345212,Kennedy,,1911-07-08,1911-07-08,1
1911,Central League,regular,P4210850,Lindsay,,1911-05-28,1911-05-28,1
1911,Central League,regular,P2596046,Murray,,1911-06-28,1911-08-23,2
1911,Central League,regular,P3843772,Newhouse,,1911-04-26,1911-09-07,135
1911,Central League,regular,P7144641,O'Leary,,1911-09-10,1911-09-10,1
1911,Central League,regular,P0657916,Pollard,,1911-07-02,1911-07-02,2
1911,Central League,regular,P5694931,Riley,,1911-09-01,1911-09-01,1
1911,Central League,regular,P0812784,Sample,,1911-09-01,1911-09-01,1
