key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
QZDRHNG,1911-06-11,2,Central,regular,,Grand Rapids I,4,,Dayton,8,,,1:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,1,1,1,0,0,1,0,,,,,,,,,,,,0,4,0,1,0,3,x,,,,,,,,,,,
YPWFWQC,1911-06-11,0,Central,regular,,Fort Wayne,3,,South Bend I,4,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,1,0,1,1,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,2,0,1,,,,,,,,,
CGKRLCW,1911-06-11,0,Central,regular,,Evansville,3,,Wheeling,4,,,1:43,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,1,0,0,2,0,0,0,,,,,,,,,,0,0,0,2,0,0,2,0,x,,,,,,,,,
GBWDHQK,1911-06-11,0,Central,regular,,Terre Haute,6,,Zanesville,1,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,2,0,0,1,0,0,0,0,3,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,
PPYFKRN,1911-06-12,0,Central,regular,,Grand Rapids I,0,,Dayton,14,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0,1,1,0,3,2,5,x,,,,,,,,,
CWHKQKH,1911-06-12,0,Central,regular,,Fort Wayne,3,,South Bend I,0,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,1,0,1,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
TMQHCHD,1911-06-12,0,Central,regular,,Evansville,3,,Wheeling,5,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,2,1,0,0,0,,,,,,,,,,,0,1,0,0,3,1,0,0,,,,,,,,,,
DXCRDZC,1911-06-12,0,Central,regular,,Terre Haute,9,,Zanesville,6,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,2,0,0,0,4,0,3,,,,,,,,1,1,0,0,0,0,0,2,2,0,0,,,,,,,
QYZQMTX,1911-06-13,0,Central,regular,,South Bend I,11,,Dayton,16,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,7,0,1,0,0,0,0,3,,,,,,,,,,0,0,1,1,7,0,7,0,x,,,,,,,,,
PYWMFSZ,1911-06-13,0,Central,regular,,Grand Rapids I,4,,Fort Wayne,3,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,0,0,0,0,3,1,,,,,,,,,0,0,0,0,0,3,0,0,0,0,,,,,,,,
XHFBBFH,1911-06-13,0,Central,regular,,Wheeling,15,,Terre Haute,9,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,4,0,2,3,0,2,0,4,0,,,,,,,,,,3,0,1,0,1,0,3,1,0,,,,,,,,,
WVSDZTW,1911-06-13,0,Central,regular,,Evansville,3,,Zanesville,4,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,2,0,0,0,1,,,,,,,,,,0,0,1,2,0,1,0,0,0,,,,,,,,,
PMLYRCQ,1911-06-14,0,Central,regular,,South Bend I,,,Dayton,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPYMZGX,1911-06-14,0,Central,regular,,Zanesville,3,,Evansville,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,3,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,1,0,0,1,0,x,,,,,,,,,
LWTDRSV,1911-06-14,0,Central,regular,,Grand Rapids I,1,,Fort Wayne,5,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,3,0,0,0,0,0,2,0,x,,,,,,,,,
HBRWCLH,1911-06-14,0,Central,regular,,Wheeling,9,,Terre Haute,14,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,4,2,0,0,0,3,0,0,0,,,,,,,,,,1,0,0,0,1,7,3,2,x,,,,,,,,,
VBPGYHR,1911-06-15,1,Central,regular,,South Bend I,5,,Dayton,0,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,1,0,0,3,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
MWSHZLF,1911-06-15,2,Central,regular,,South Bend I,0,,Dayton,10,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0,2,0,2,0,0,2,x,,,,,,,,,
YQYCRNW,1911-06-15,0,Central,regular,,Zanesville,6,,Evansville,3,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,1,1,2,0,0,2,0,,,,,,,,,,1,1,0,0,0,0,1,0,0,,,,,,,,,
DSNXGCM,1911-06-15,0,Central,regular,,Grand Rapids I,0,,Fort Wayne,7,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0,1,2,2,0,x,,,,,,,,,
VGZXMJK,1911-06-15,0,Central,regular,,Wheeling,5,,Terre Haute,6,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,2,1,1,0,0,0,0,0,0,1,0,0,,,,,,,1,0,0,1,1,0,0,1,0,1,0,1,,,,,,
XYYSNHG,1911-06-16,0,Central,regular,,Zanesville,,,Evansville,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNFDKSJ,1911-06-16,0,Central,regular,,Grand Rapids I,,,Fort Wayne,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBCVDYR,1911-06-16,0,Central,regular,,South Bend I,,,Grand Rapids I,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPMNVBQ,1911-06-16,0,Central,regular,,Wheeling,4,,Terre Haute,5,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,1,0,0,0,1,0,0,2,,,,,,,,,,0,0,0,1,0,0,0,2,2,,,,,,,,,
XRVNXQT,1911-06-17,0,Central,regular,,Grand Rapids I,1,,Dayton,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,1,2,0,0,0,0,0,x,,,,,,,,,
ZLCFDZS,1911-06-17,0,Central,regular,,Wheeling,,,Evansville,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGKZPGM,1911-06-17,0,Central,regular,,South Bend I,1,,Fort Wayne,13,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,6,2,2,0,1,0,2,0,x,,,,,,,,,
TJYKYGH,1911-06-17,0,Central,regular,,Zanesville,10,,Terre Haute,5,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,0,0,0,0,0,0,0,10,0,,,,,,,,,,0,0,0,0,1,4,0,0,0,,,,,,,,,
HDYYNBX,1911-06-18,0,Central,regular,,Grand Rapids I,0,,Dayton,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,1,0,2,1,0,x,,,,,,,,,
DSRKFCQ,1911-06-18,1,Central,regular,,Wheeling,0,,Evansville,8,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,Sporting Life Vol 57 Number 17 Page 19,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,3,5,x,,,,,,,,,
DLDQLCF,1911-06-18,2,Central,regular,,Wheeling,1,,Evansville,2,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,x,,,,,,,,,,,,
NJBTKVM,1911-06-18,0,Central,regular,,South Bend I,4,,Fort Wayne,3,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,0,0,3,0,0,1,,,,,,,,,0,0,0,1,0,0,2,0,0,0,,,,,,,,
LQTXKTB,1911-06-18,0,Central,regular,,Zanesville,5,,Terre Haute,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,5,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,,,,,,,
BHBGYTK,1911-06-19,0,Central,regular,,Grand Rapids I,2,,Dayton,13,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,1,0,0,0,0,0,1,0,,,,,,,,,,6,2,0,1,2,0,1,1,x,,,,,,,,,
SRRXMVS,1911-06-19,0,Central,regular,,Wheeling,1,,Evansville,2,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,
RCTTMKN,1911-06-19,0,Central,regular,,South Bend I,5,,Fort Wayne,7,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,2,3,0,0,0,0,0,0,,,,,,,,,,1,0,2,1,3,0,0,0,x,,,,,,,,,
FGCFBPS,1911-06-19,0,Central,regular,,Zanesville,7,,Terre Haute,4,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,1,0,0,3,3,0,0,,,,,,,,,,1,0,0,1,1,1,0,0,0,,,,,,,,,
BDFXFFV,1911-06-20,0,Central,regular,,Grand Rapids I,7,,Dayton,8,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,1,0,6,0,0,0,,,,,,,,,,0,3,0,0,0,2,0,0,3,,,,,,,,,
CMDJBHN,1911-06-20,0,Central,regular,,Wheeling,3,,Evansville,8,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,0,0,0,0,3,,,,,,,,,,2,0,3,2,1,0,0,0,x,,,,,,,,,
YCSTWXP,1911-06-20,0,Central,regular,,South Bend I,11,,Fort Wayne,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,0,0,5,0,6,,,,,,,,,,1,0,0,0,2,0,0,0,0,,,,,,,,,
XRVGBYP,1911-06-20,0,Central,regular,,Zanesville,8,,Terre Haute,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,5,0,0,0,3,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,3,,,,,,,,,
GPLLGHB,1911-06-21,0,Central,regular,,Evansville,2,,Dayton,13,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,2,0,0,0,0,,,,,,,,,,0,0,1,1,0,0,5,0,x,,,,,,,,,
RLBXBXV,1911-06-21,0,Central,regular,,Terre Haute,0,,Fort Wayne,12,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,0,0,6,5,0,x,,,,,,,,,
KPKFBGY,1911-06-21,0,Central,regular,,Zanesville,11,,Grand Rapids I,9,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,5,0,1,0,3,0,2,0,,,,,,,,,,3,0,0,2,2,0,1,1,0,,,,,,,,,
HJVQRVZ,1911-06-21,0,Central,regular,,Wheeling,0,,South Bend I,7,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,2,4,x,,,,,,,,,
RTRBWHJ,1911-06-22,0,Central,regular,,Evansville,3,,Dayton,4,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,0,3,0,0,0,0,,,,,,,,,,0,0,0,2,1,0,0,1,x,,,,,,,,,
KBSQBBK,1911-06-22,0,Central,regular,,Terre Haute,2,,Fort Wayne,,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,1,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,2,,,,,,,,,
KDBYTWC,1911-06-22,0,Central,regular,,Zanesville,7,,Grand Rapids I,2,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,7,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,1,0,0,,,,,,,,,
HVWWTWJ,1911-06-22,0,Central,regular,,Wheeling,3,,South Bend I,2,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,0,1,0,0,0,1,0,0,1,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,,,,,,,
NXBHZVK,1911-06-23,0,Central,regular,,Evansville,5,,Dayton,3,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,3,0,0,1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,3,,,,,,,,,
QTZRPXR,1911-06-23,0,Central,regular,,Terre Haute,5,,Fort Wayne,13,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,0,0,1,0,0,1,0,3,0,,,,,,,,,,4,0,0,0,4,3,0,2,0,,,,,,,,,
YGGMXDL,1911-06-23,0,Central,regular,,Zanesville,6,,Grand Rapids I,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,1,0,0,3,1,0,1,0,0,,,,,,,,,,2,0,0,0,1,0,0,0,0,,,,,,,,,
YVJHHNF,1911-06-23,0,Central,regular,,Wheeling,4,,South Bend I,14,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110618.txt,,2,0,0,0,1,0,0,0,1,,,,,,,,,,3,0,5,1,0,1,3,1,0,,,,,,,,,
TJGMMKY,1911-06-24,0,Central,regular,,Terre Haute,4,,Dayton,3,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,Sporting Life Vol 57 Number 18 Page 19,0,0,0,3,0,1,0,0,0,,,,,,,,,,1,0,0,0,0,0,1,1,0,,,,,,,,,
QVHVHTX,1911-06-24,0,Central,regular,,Evansville,5,,Fort Wayne,3,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,3,0,1,0,1,0,0,0,0,,,,,,,,,,0,1,0,1,0,0,1,0,0,,,,,,,,,
DTXLZGF,1911-06-24,0,Central,regular,,Wheeling,,,Grand Rapids I,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKDZMNV,1911-06-24,0,Central,regular,,Zanesville,2,,South Bend I,3,,,0:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,2,0,0,0,0,,,,,,,,,,,,,,1,0,0,0,2,,,,,,,,,,,,,
QPGTKNB,1911-06-25,0,Central,regular,,Terre Haute,3,,Dayton,2,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,1,0,1,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,
ZSNWYYM,1911-06-25,0,Central,regular,,Evansville,,,Fort Wayne,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWVPPVC,1911-06-25,0,Central,regular,,Wheeling,,,Grand Rapids I,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLPKZMQ,1911-06-25,0,Central,regular,,Zanesville,1,,South Bend I,2,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,x,,,,,,,,,
WYSCSJB,1911-06-26,1,Central,regular,,Evansville,0,,Fort Wayne,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,3,0,0,x,,,,,,,,,
DGVJVJQ,1911-06-26,2,Central,regular,,Evansville,1,,Fort Wayne,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,1,0,0,,,,,,,,,,,,,,1,0,0,2,x,,,,,,,,,,,,,
RGQYGPB,1911-06-26,1,Central,regular,,Wheeling,3,,Grand Rapids I,1,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,0,0,0,0,0,3,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
DVJDCFH,1911-06-26,2,Central,regular,,Wheeling,1,,Grand Rapids I,3,,,0:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,1,0,0,0,,,,,,,,,,,,,,0,1,0,2,x,,,,,,,,,,,,,
LVGCBBX,1911-06-26,0,Central,regular,,Zanesville,,,South Bend I,,,,,,postponed,scheduling clash with carnival,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVNYWNR,1911-06-26,0,Central,regular,,Dayton,,,Terre Haute,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQHVYYX,1911-06-27,0,Central,regular,,South Bend I,2,,Evansville,6,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,0,0,0,2,0,3,0,x,,,,,,,,,
VSNDZTB,1911-06-27,0,Central,regular,,Grand Rapids I,13,,Terre Haute,8,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,4,1,2,0,0,3,5,0,1,,,,,,,,,,1,4,0,0,0,0,1,0,2,,,,,,,,,
NSSRDBY,1911-06-27,0,Central,regular,,Dayton,,,Wheeling,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZCVTRJ,1911-06-27,0,Central,regular,,Fort Wayne,4,,Zanesville,0,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,1,0,0,0,0,0,0,3,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
FKJJZZB,1911-06-28,0,Central,regular,,South Bend I,4,,Evansville,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,1,0,0,0,0,0,0,3,0,,,,,,,,,,1,0,0,0,0,1,1,0,0,,,,,,,,,
WKRRYMM,1911-06-28,0,Central,regular,,Newark,6,,Terre Haute,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,2,2,1,0,0,1,0,0,,,,,,,,,,0,0,0,0,1,0,2,0,0,,,,,,,,,
MFNBJKK,1911-06-28,1,Central,regular,,Dayton,6,,Wheeling,0,,,1:47,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,1,1,0,1,0,0,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
KBXCNXS,1911-06-28,2,Central,regular,,Dayton,6,,Wheeling,2,,,1:23,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,0,0,2,4,0,,,,,,,,,,,,0,0,2,0,0,0,0,,,,,,,,,,,
RZCJQTV,1911-06-28,0,Central,regular,,Fort Wayne,2,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,1,0,0,0,0,0,0,1,0,,,,,,,,,,0,1,0,0,0,2,0,1,x,,,,,,,,,
FYWKZHF,1911-06-29,0,Central,regular,,South Bend I,5,,Evansville,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,0,0,1,3,0,1,0,,,,,,,,,,0,0,0,1,0,1,1,1,0,,,,,,,,,
SMBYJDL,1911-06-29,0,Central,regular,,Newark,2,,Terre Haute,5,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,0,0,0,0,2,0,0,,,,,,,,,,0,0,0,2,1,1,0,1,x,,,,,,,,,
TBKTYMF,1911-06-29,1,Central,regular,,Dayton,9,,Wheeling,2,,,1:53,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,2,0,0,0,0,0,0,4,3,,,,,,,,,,0,1,0,0,0,0,1,0,0,,,,,,,,,
YXZWLRX,1911-06-29,2,Central,regular,,Dayton,2,,Wheeling,0,,,1:38,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,1,0,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
VCXRPNJ,1911-06-29,0,Central,regular,,Fort Wayne,1,,Zanesville,2,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,1,1,x,,,,,,,,,
ZBQNHZV,1911-06-30,1,Central,regular,,Newark,6,,Evansville,8,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,2,0,1,0,0,0,2,1,0,,,,,,,,,,0,2,1,2,0,0,3,0,x,,,,,,,,,
TFNSVKS,1911-06-30,2,Central,regular,,Newark,7,,Evansville,3,,,1:32,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,2,1,0,0,0,3,1,,,,,,,,,,,,0,0,0,1,1,1,0,,,,,,,,,,,
WPTSTPN,1911-06-30,0,Central,regular,,South Bend I,6,,Terre Haute,5,,,2:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,1,0,2,0,0,2,0,0,1,,,,,,,,0,3,0,0,0,0,0,2,0,0,0,,,,,,,
CWPPDRV,1911-06-30,0,Central,regular,,Fort Wayne,8,,Wheeling,10,,,1:57,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,0,3,2,0,1,1,1,0,,,,,,,,,,3,2,0,0,0,1,2,2,x,,,,,,,,,
MYVBGJX,1911-06-30,0,Central,regular,,Dayton,4,,Zanesville,8,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110624.txt,,0,2,1,0,0,1,0,0,0,,,,,,,,,,1,0,3,0,0,1,0,3,x,,,,,,,,,
TDKDWZW,1911-07-01,0,Central,regular,,Newark,8,,Evansville,9,,,2:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,2,0,0,2,1,0,3,0,0,,,,,,,,0,5,1,1,0,0,0,0,1,0,1,,,,,,,
YNVXGHP,1911-07-01,1,Central,regular,,South Bend I,3,,Terre Haute,2,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,Sporting Life Vol 57 Number 19 Page 19,0,0,3,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,2,0,0,0,,,,,,,,,
QFWLHGM,1911-07-01,2,Central,regular,,South Bend I,7,,Terre Haute,0,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,0,0,3,3,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
DGCSGJS,1911-07-01,0,Central,regular,,Fort Wayne,2,,Wheeling,1,,,1:37,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,1,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
FTKPLGY,1911-07-01,0,Central,regular,,Dayton,8,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,2,0,0,6,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,3,,,,,,,,,
GLBXFQM,1911-07-02,1,Central,regular,,Newark,7,,Evansville,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,0,4,0,3,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,2,,,,,,,,,
FTSDPLV,1911-07-02,2,Central,regular,,Newark,3,,Evansville,2,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,1,0,0,0,2,0,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,
YBRTHCF,1911-07-02,1,Central,regular,,South Bend I,1,,Terre Haute,2,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,1,0,0,0,0,x,,,,,,,,,
GCHWYWN,1911-07-02,2,Central,regular,,South Bend I,1,,Terre Haute,2,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,2,0,x,,,,,,,,,,,
BBYXSVS,1911-07-02,0,Central,regular,,Fort Wayne,1,,Wheeling,2,,,1:31,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,0,0,0,1,0,,,,,,,,,,,0,1,0,0,0,0,0,1,,,,,,,,,,
SYGJDLN,1911-07-02,0,Central,regular,,Dayton,7,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,1,0,2,1,1,2,,,,,,,,,,0,0,1,0,0,0,0,3,0,,,,,,,,,
JHGQTVK,1911-07-03,0,Central,regular,,Dayton,10,,Fort Wayne,5,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,2,1,0,1,0,0,0,4,2,,,,,,,,,,4,0,0,0,0,0,0,0,1,,,,,,,,,
JQVJGVC,1911-07-03,0,Central,regular,,South Bend I,9,,Newark,4,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,3,0,3,0,0,1,0,0,2,,,,,,,,,,0,2,1,0,0,0,0,1,0,,,,,,,,,
ZRBBBLD,1911-07-03,0,Central,regular,,Evansville,3,,Terre Haute,6,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,1,0,0,2,0,0,0,0,,,,,,,,,,2,0,0,0,0,1,0,3,x,,,,,,,,,
DJHGFJL,1911-07-03,0,Central,regular,,Zanesville,7,,Wheeling,17,,,2:09,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,2,0,0,2,0,1,2,0,0,,,,,,,,,,0,1,4,0,5,4,0,3,x,,,,,,,,,
HVKDWQV,1911-07-04,1,Central,regular,,Dayton,5,,Fort Wayne,11,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,3,0,1,0,0,1,0,,,,,,,,,,0,4,1,0,0,0,4,2,x,,,,,,,,,
