key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
NHGKMFQ,1911-05-18,0,Central,regular,,Wheeling,2,,Dayton,10,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,0,0,0,2,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,8,1,1,x,,,,,,,,,
SQBZKSH,1911-05-18,0,Central,regular,,Zanesville,7,,Fort Wayne,5,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,4,0,0,0,1,1,0,0,1,,,,,,,,,,0,2,0,1,0,1,0,0,1,,,,,,,,,
JPYFZRB,1911-05-18,0,Central,regular,,Evansville,2,,South Bend I,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,0,0,0,0,0,0,0,2,0,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,
YPTRKQL,1911-05-19,0,Central,regular,,Wheeling,3,,Dayton,3,,,3:00,,completed-early,Called on account of darkness,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,
WFMDWHM,1911-05-19,0,Central,regular,,Zanesville,5,,Fort Wayne,4,,,1:20,,completed-early,Called to allow both teams to catch trains,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,3,0,2,0,0,0,,,,,,,,,,,,,0,0,0,1,3,0,,,,,,,,,,,,
VDYGDGC,1911-05-19,1,Central,regular,,Terre Haute,2,,Grand Rapids I,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,1,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,
WRMYDSH,1911-05-19,2,Central,regular,,Terre Haute,2,,Grand Rapids I,7,,,1:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,0,0,1,1,0,0,,,,,,,,,,,,,4,1,1,0,1,0,,,,,,,,,,,,
FCZXNXB,1911-05-19,0,Central,regular,,Evansville,8,,South Bend I,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,2,0,0,0,0,3,0,3,0,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,
MYMLMYJ,1911-05-20,0,Central,regular,,Fort Wayne,,,Evansville,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQNDLXD,1911-05-20,0,Central,regular,,Dayton,9,,Terre Haute,5,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,0,0,5,1,0,0,3,0,0,,,,,,,,,,0,0,1,0,0,1,0,2,1,,,,,,,,,
SVJSJTP,1911-05-20,0,Central,regular,,South Bend I,7,,Wheeling,4,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,5,0,0,0,0,0,0,2,0,,,,,,,,,,0,0,0,0,2,0,2,0,0,,,,,,,,,
HRNTTWV,1911-05-20,0,Central,regular,,Grand Rapids I,3,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110514.txt,,0,1,0,0,2,0,0,0,0,,,,,,,,,,0,0,0,0,1,1,0,0,2,,,,,,,,,
BWJTHDF,1911-05-21,1,Central,regular,,Fort Wayne,2,,Evansville,5,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,Sporting Life Vol 57 Number 13 Page 19,0,0,0,0,0,1,0,1,0,,,,,,,,,,0,0,1,1,0,3,0,0,x,,,,,,,,,
QWPZXZQ,1911-05-21,2,Central,regular,,Fort Wayne,2,,Evansville,0,,,1:18,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,1,0,1,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,
SXFPTRK,1911-05-21,0,Central,regular,,Dayton,5,,Terre Haute,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,1,0,1,0,2,1,0,0,,,,,,,,,,0,1,0,1,0,0,0,0,0,,,,,,,,,
GMWYDMT,1911-05-21,0,Central,regular,,South Bend I,5,,Wheeling,7,,,1:37,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,0,0,0,5,0,,,,,,,,,,0,0,0,0,0,3,4,0,x,,,,,,,,,
QPJLRGR,1911-05-21,0,Central,regular,,Grand Rapids I,0,,Zanesville,5,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,2,0,0,0,,,,,,,,,
QKPLLWQ,1911-05-22,0,Central,regular,,Fort Wayne,4,,Evansville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,1,0,2,1,0,0,0,,,,,,,,,,0,0,0,1,0,1,0,0,1,,,,,,,,,
HHJDFQC,1911-05-22,0,Central,regular,,Dayton,,,Terre Haute,,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLDHRLK,1911-05-22,0,Central,regular,,South Bend I,5,,Wheeling,1,,,1:54,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,2,0,0,0,3,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,
PCLKJXQ,1911-05-22,0,Central,regular,,Grand Rapids I,6,,Zanesville,10,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,4,0,0,0,2,0,0,,,,,,,,,,0,0,0,2,3,0,0,5,x,,,,,,,,,
WBDKFXF,1911-05-23,0,Central,regular,,Fort Wayne,7,,Evansville,10,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,3,0,3,1,0,0,0,0,0,,,,,,,,,,0,4,2,0,2,0,0,2,x,,,,,,,,,
XHNXFSJ,1911-05-23,0,Central,regular,,Dayton,7,,Terre Haute,1,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,3,0,0,0,3,1,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,
MJBJYKZ,1911-05-23,0,Central,regular,,South Bend I,6,,Wheeling,8,,,2:04,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,3,0,1,2,0,0,,,,,,,,,,0,2,0,0,2,4,0,0,x,,,,,,,,,
ZMSJQPB,1911-05-23,0,Central,regular,,Grand Rapids I,2,,Zanesville,5,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,0,2,0,0,0,,,,,,,,,,0,0,0,0,1,0,4,0,x,,,,,,,,,
FPTVTDM,1911-05-24,0,Central,regular,,Dayton,10,,Evansville,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,3,0,0,1,0,0,0,4,2,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
MVTVHMK,1911-05-24,0,Central,regular,,Fort Wayne,1,,Terre Haute,4,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,2,1,1,0,0,0,x,,,,,,,,,
ZTPFKDZ,1911-05-24,0,Central,regular,,Grand Rapids I,14,,Wheeling,4,,,1:47,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,2,4,1,0,4,3,0,0,,,,,,,,,,0,0,3,0,0,1,0,0,0,,,,,,,,,
PFHVLXZ,1911-05-24,0,Central,regular,,South Bend I,1,,Zanesville,5,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,1,3,0,1,0,0,x,,,,,,,,,
CJTTLCX,1911-05-25,0,Central,regular,,Dayton,5,,Evansville,4,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,4,1,0,0,0,,,,,,,,,,1,1,1,0,0,0,0,0,1,,,,,,,,,
YCFFQGX,1911-05-25,0,Central,regular,,Fort Wayne,5,,Terre Haute,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,1,2,1,1,0,0,,,,,,,,,,2,0,0,2,0,3,0,0,x,,,,,,,,,
PFXPTSJ,1911-05-25,0,Central,regular,,Grand Rapids I,5,,Wheeling,4,,,2:01,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,1,1,3,0,0,0,,,,,,,,,,0,0,1,2,0,0,1,0,0,,,,,,,,,
BLYFTVM,1911-05-25,0,Central,regular,,South Bend I,0,,Zanesville,1,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,1,0,x,,,,,,,,,
CMKKJRT,1911-05-26,0,Central,regular,,Dayton,6,,Evansville,7,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,2,1,0,2,0,1,0,0,0,,,,,,,,,0,0,0,0,1,3,1,1,0,1,,,,,,,,
BGYSQZC,1911-05-26,0,Central,regular,,Fort Wayne,8,,Terre Haute,4,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,2,0,0,5,0,0,0,0,1,,,,,,,,,,0,0,0,1,0,0,1,0,2,,,,,,,,,
FGDGYSL,1911-05-26,0,Central,regular,,Grand Rapids I,4,,Wheeling,7,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,2,0,0,0,0,2,0,0,,,,,,,,,,0,1,5,0,0,0,1,0,x,,,,,,,,,
BNHHKSM,1911-05-26,0,Central,regular,,South Bend I,3,,Zanesville,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,0,0,0,0,0,3,0,,,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,,,
DXWWVDJ,1911-05-27,0,Central,regular,,Dayton,8,,Evansville,11,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,3,0,0,3,0,1,1,0,0,,,,,,,,,,0,1,3,0,4,0,2,1,x,,,,,,,,,
BVZCRSH,1911-05-27,0,Central,regular,,Fort Wayne,5,,Terre Haute,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,1,1,0,0,0,0,0,3,0,,,,,,,,,,0,1,0,1,0,0,0,0,1,,,,,,,,,
XKSSTWG,1911-05-27,0,Central,regular,,Grand Rapids I,5,,Wheeling,3,,,1:48,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,0,0,1,0,3,0,1,0,0,,,,,,,,,,0,0,1,0,1,0,0,1,0,,,,,,,,,
MCSZCVK,1911-05-27,0,Central,regular,,South Bend I,2,,Zanesville,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110521.txt,,1,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,1,2,0,0,0,x,,,,,,,,,
ZPHPXZT,1911-05-28,0,Central,regular,,Fort Wayne,12,,Dayton,2,,2600,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,"Sporting Life, Volume 57, Number 14, Page 19-20",3,2,0,0,0,2,0,0,5,,,,,,,,,,0,0,2,0,0,0,0,0,0,,,,,,,,,
VGSRCPQ,1911-05-28,0,Central,regular,,Terre Haute,6,,Evansville,2,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,1,0,0,0,1,0,0,3,,,,,,,,,,0,0,0,0,2,0,0,0,0,,,,,,,,,
TBJKKHY,1911-05-28,0,Central,regular,,South Bend I,8,,Grand Rapids I,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,6,0,0,0,0,1,1,,,,,,,,,,4,0,1,0,0,1,1,0,0,,,,,,,,,
THMJNTG,1911-05-28,0,Central,regular,,Wheeling,7,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,2,0,0,0,3,1,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,2,2,,,,,,,,,
ZVSBZSL,1911-05-29,0,Central,regular,,Fort Wayne,0,,Dayton,10,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,5,0,4,0,0,0,1,x,,,,,,,,,
VGLMQXG,1911-05-29,0,Central,regular,,Terre Haute,8,,Evansville,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,2,1,0,0,0,0,2,2,,,,,,,,,,1,0,0,2,0,0,0,0,0,,,,,,,,,
RQMZBHX,1911-05-29,0,Central,regular,,South Bend I,6,,Grand Rapids I,7,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,1,1,0,1,0,0,3,0,0,1,,,,,,,,
GMJHGBW,1911-05-29,0,Central,regular,,Wheeling,6,,Zanesville,5,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,4,0,0,1,1,0,0,0,0,,,,,,,,,,0,0,1,1,0,0,2,1,0,,,,,,,,,
CLZNDSW,1911-05-30,1,Central,regular,,Fort Wayne,2,,Dayton,4,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,0,0,1,0,0,0,,,,,,,,,,,,0,0,0,2,1,1,x,,,,,,,,,,,
ZNQWGDR,1911-05-30,2,Central,regular,,Fort Wayne,5,,Dayton,3,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,3,0,0,0,0,0,2,0,,,,,,,,,,0,0,0,0,0,0,0,0,3,,,,,,,,,
NWGQQCS,1911-05-30,0,Central,regular,,Terre Haute,6,,Evansville,13,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,3,3,0,0,0,0,0,0,,,,,,,,,,0,3,4,0,3,1,0,2,x,,,,,,,,,
FTHZRQW,1911-05-30,1,Central,regular,,South Bend I,7,,Grand Rapids I,9,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,0,0,0,0,4,2,0,0,,,,,,,,,,0,0,0,0,2,3,0,1,0,,,,,,,,,
VXBZDBN,1911-05-30,2,Central,regular,,South Bend I,2,,Grand Rapids I,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,0,0,2,0,0,0,0,,,,,,,,,,1,0,0,1,0,1,0,0,x,,,,,,,,,
PCCFZWZ,1911-05-30,1,Central,regular,,Wheeling,4,,Zanesville,5,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,3,0,0,0,0,1,0,1,,,,,,,
LMGLTBG,1911-05-30,2,Central,regular,,Wheeling,9,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,3,0,0,0,5,1,0,0,0,,,,,,,,,,0,0,0,2,2,0,0,0,0,,,,,,,,,
GCSLRCM,1911-05-31,0,Central,regular,,Terre Haute,3,,Evansville,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,0,1,1,0,0,0,0,0,,,,,,,,,,1,0,0,0,0,3,2,1,x,,,,,,,,,
KNNKFQZ,1911-06-01,0,Central,regular,,Dayton,2,,Fort Wayne,1,,,3:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
BDLYTJR,1911-06-01,0,Central,regular,,South Bend I,3,,Grand Rapids I,5,,,0:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,0,0,0,2,0,0,1,,,,,,,,,,3,0,2,0,0,0,0,0,x,,,,,,,,,
SQWQKGV,1911-06-01,0,Central,regular,,Evansville,4,,Terre Haute,6,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,3,1,0,0,0,0,0,0,,,,,,,,,,3,1,0,0,0,0,0,2,x,,,,,,,,,
VZFWGSY,1911-06-01,0,Central,regular,,Zanesville,11,,Wheeling,9,,,2:13,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,1,1,0,0,7,1,1,0,,,,,,,,,,0,0,3,0,2,1,1,2,0,,,,,,,,,
WNPMDPJ,1911-06-02,0,Central,regular,,Dayton,10,,Fort Wayne,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,7,0,0,2,0,0,1,,,,,,,,,,0,0,0,0,0,3,0,0,0,,,,,,,,,
KFDLBMQ,1911-06-02,0,Central,regular,,Grand Rapids I,4,,South Bend I,2,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,0,0,0,0,0,1,0,2,,,,,,,,,,0,0,0,2,0,0,0,0,0,,,,,,,,,
LDWSMLY,1911-06-02,0,Central,regular,,Evansville,1,,Terre Haute,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,2,1,x,,,,,,,,,
MRNTCWT,1911-06-02,0,Central,regular,,Zanesville,2,,Wheeling,5,,,1:53,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,0,0,0,0,0,1,0,0,,,,,,,,,,2,0,0,1,2,0,0,0,x,,,,,,,,,
QLYSYWG,1911-06-03,0,Central,regular,,Dayton,8,,Fort Wayne,0,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,3,0,0,2,3,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
WLCVCRS,1911-06-03,1,Central,regular,,Grand Rapids I,1,,South Bend I,2,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,
NHTJFLJ,1911-06-03,2,Central,regular,,Grand Rapids I,3,,South Bend I,1,,,1:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,3,0,0,0,0,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,
BNKSLZK,1911-06-03,0,Central,regular,,Evansville,3,,Terre Haute,1,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,1,0,1,0,0,0,0,0,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
HRMHTHH,1911-06-03,0,Central,regular,,Zanesville,4,,Wheeling,5,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110528.txt,,0,0,0,2,0,1,0,0,1,,,,,,,,,,0,0,0,0,0,0,1,3,1,,,,,,,,,
NPBKDRY,1911-06-04,0,Central,regular,,Dayton,2,,Fort Wayne,8,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,1,4,2,1,0,0,0,x,,,,,,,,,
GTTFXDP,1911-06-04,0,Central,regular,,Grand Rapids I,1,,South Bend I,5,,,1:36,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,1,0,2,0,2,0,x,,,,,,,,,
WMWZJZP,1911-06-04,0,Central,regular,,Evansville,2,,Terre Haute,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,1,0,0,0,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,,,,,,,,
YMXFFBN,1911-06-04,0,Central,regular,,Wheeling,3,,Zanesville,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,1,2,0,0,0,,,,,,,,,,0,1,0,0,0,1,0,0,0,,,,,,,,,
CZVTTNV,1911-06-05,0,Central,regular,,Grand Rapids I,2,,Fort Wayne,0,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,1,0,0,1,0,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,
ZBTCBLR,1911-06-05,0,Central,regular,,Dayton,7,,South Bend I,2,,,1:42,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,1,3,0,0,2,1,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,
BSDYSRX,1911-06-05,0,Central,regular,,Terre Haute,,,Wheeling,,,,,,abandoned,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XMVLHDV,1911-06-05,0,Central,regular,,Evansville,3,,Zanesville,4,,,,home,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,2,1,,,,,,,,,,,,,,,0,2,0,2,,,,,,,,,,,,,,
HBXKBRY,1911-06-06,0,Central,regular,,Grand Rapids I,1,,Fort Wayne,2,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,,,,,,,,
XLZZRYP,1911-06-06,0,Central,regular,,Dayton,3,,South Bend I,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,1,1,1,0,,,,,,,,,,0,1,0,0,0,1,0,0,0,,,,,,,,,
CTLBNMP,1911-06-06,0,Central,regular,,Terre Haute,,,Wheeling,,,,,,abandoned,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQLGLDK,1911-06-06,0,Central,regular,,Evansville,1,,Zanesville,2,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,0,0,1,0,0,0,0,x,,,,,,,,,
KMFLSNL,1911-06-07,0,Central,regular,,Grand Rapids I,7,,Fort Wayne,2,,,2:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,1,1,0,0,0,0,0,5,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
YJVJXVZ,1911-06-07,0,Central,regular,,Dayton,1,,South Bend I,2,,,1:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,0,1,1,0,0,0,x,,,,,,,,,
JQVGLFS,1911-06-07,1,Central,regular,,Terre Haute,2,,Wheeling,5,,,1:32,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,1,0,1,0,,,,,,,,,,0,2,0,0,0,2,0,1,x,,,,,,,,,
LYYNTDM,1911-06-07,2,Central,regular,,Terre Haute,4,,Wheeling,10,,,1:37,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,1,1,0,0,1,1,0,0,,,,,,,,,,0,6,0,0,0,0,1,3,x,,,,,,,,,
HVCLXVN,1911-06-07,0,Central,regular,,Evansville,1,,Zanesville,12,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,0,0,1,,,,,,,,,,3,0,2,1,0,1,4,1,x,,,,,,,,,
RLLVQND,1911-06-08,0,Central,regular,,Grand Rapids I,0,,Fort Wayne,7,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,0,0,5,1,x,,,,,,,,,
ZWQCWHL,1911-06-08,0,Central,regular,,Dayton,2,,South Bend I,0,,,1:32,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,1,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
MQKRLWW,1911-06-08,1,Central,regular,,Terre Haute,4,,Wheeling,2,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,2,0,0,0,0,2,0,0,0,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,
YSQQDQN,1911-06-08,2,Central,regular,,Terre Haute,1,,Wheeling,9,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,1,0,0,0,,,,,,,,,,,,4,5,0,0,0,0,x,,,,,,,,,,,
VNGNVFF,1911-06-08,0,Central,regular,,Evansville,6,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,5,1,0,,,,,,,,,,1,0,0,0,0,1,1,0,0,,,,,,,,,
YNHVTLB,1911-06-09,0,Central,regular,,Dayton,,,Grand Rapids I,,,,,,postponed,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBVVKBV,1911-06-09,0,Central,regular,,Fort Wayne,0,,South Bend I,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,3,0,0,x,,,,,,,,,
JRNKQQG,1911-06-09,0,Central,regular,,Evansville,1,,Wheeling,3,,,1:42,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,3,0,0,0,x,,,,,,,,,
JPRRMZS,1911-06-09,0,Central,regular,,Terre Haute,5,,Zanesville,7,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,0,0,5,0,0,,,,,,,,,,0,0,1,0,1,2,0,3,x,,,,,,,,,
XVLQRCR,1911-06-10,0,Central,regular,,Grand Rapids I,3,,Dayton,5,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,1,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,0,2,2,0,0,0,x,,,,,,,,,
MRBLGTL,1911-06-10,0,Central,regular,,Fort Wayne,3,,South Bend I,6,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,0,0,1,0,1,0,1,,,,,,,,,,0,0,0,1,1,0,0,4,x,,,,,,,,,
TZDWHWJ,1911-06-10,0,Central,regular,,Evansville,10,,Wheeling,4,,,2:07,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,0,2,0,2,0,2,4,0,,,,,,,,,,0,0,2,0,0,0,2,0,0,,,,,,,,,
SPTYKRZ,1911-06-10,0,Central,regular,,Terre Haute,5,,Zanesville,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110604.txt,,0,2,0,0,1,0,1,1,0,,,,,,,,,,3,0,2,0,0,0,2,0,x,,,,,,,,,
MPNLCHY,1911-06-11,1,Central,regular,,Grand Rapids I,2,,Dayton,4,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110611.txt,,2,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,3,x,,,,,,,,,
