game.key,league.year,league.name,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Brantigan,,Little Rock,ss,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Moran,,Little Rock,p,10,2,0,,0,,,,,,,,,,,,,,,,,1,1,,,,0,2,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Shaw,,Little Rock,rf,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Jantzen,,Little Rock,cf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Daly,,Little Rock,lf,4,3,0,,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Elwert,,Little Rock,3b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Gribbens,,Little Rock,2b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Farrell,,Little Rock,1b,7,4,0,,1,,1,,,,,,,,,,,,,,,,,,,,8,1,0,1,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Gibson,,Little Rock,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,6,2,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,East,,Little Rock,p,9,1,0,,0,,,,,,,,,,,,,3.2,4,,9,2,2,1,,,0,1,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,TOTALS,,Little Rock,,,33,1,,6,,,,,,,,,,,,,,,,,,,,,,24,11,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Allison,,Memphis,cf,1,4,3,,2,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Coyle,,Memphis,rf,2,4,0,,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,McDermott,,Memphis,3b,3,3,0,,2,,,,,,,,1,,,,,,,,,,,,,,1,2,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Lord,,Memphis,lf,4,4,0,,2,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Dunckel,,Memphis,1b,5,4,1,,1,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Cruthers,,Memphis,2b,6,3,1,,2,,,,,,,,,,,,,,,,,,,,,,4,7,0,1,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Lindsay,,Memphis,ss,7,1,0,,0,,,,,,,,2,,,,,,,,,,,,,,2,4,0,1,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Andreen,,Memphis,c,8,3,1,,0,1,,,,,,,1,,,,,,,,,,,,,,2,0,0,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,Keeley,,Memphis,p,9,3,0,,0,,,,,,,,1,,,,,,,,,2,1,,,,0,3,1,,,
11a2f985-1cde-51bd-90c5-0565d2119f75,1915,Southern Association,1915-04-13,0,TOTALS,,Memphis,,,29,6,,14,,,,,,,,,,,,,,,,,,,,,,27,17,2,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Johnston,,Chattanooga,lf,1,5,0,,4,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Cunningham,,Chattanooga,p,10,2,1,,1,,,,,,,,,,,,,,,,,,2,,,,0,2,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Starr,,Chattanooga,2b,2,5,0,,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Harris,,Chattanooga,1b,3,2,1,,0,,,,,,,,,,1,,,,,,,,,,,,12,4,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,McCorm'k,,Chattanooga,rf,4,2,1,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Graff,,Chattanooga,3b,5,4,1,,1,,,,,,,,,,1,,,,,,,,,,,,2,2,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Hickman,,Chattanooga,cf,6,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Caveny,,Chattanooga,ss,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Kitchens,,Chattanooga,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,5,3,1,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Hill,,Chattanooga,p,9,2,1,,1,1,,,,,,,,,,,,4,5,,7,3,2,1,,,0,1,0,,,
