game.key,league.year,league.name,game.date,game.number,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_LOB,B_ROE,P_IP,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,TOTALS,,Chattanooga,,,34,5,,8,,,,,,,,,,,6,,,,,,,,,,,24,16,1,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,King,,Nashville,cf,1,3,0,,1,1,,,,,,,,,1,,,,,,,,,,,,3,1,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Berger,,Nashville,p,10,3,0,,0,,,,,,,,1,,,,,,,,,4,7,,1,,1,0,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Stark,,Nashville,ss,2,3,1,,0,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Baker,,Nashville,2b,3,3,2,,2,1,,,,,,,1,,1,,,,,,,,,,,,3,2,2,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Paulette,,Nashville,1b,4,4,3,,3,1,,,,,,,,,2,,,,,,,,,,,,9,2,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Farmer,,Nashville,rf,5,4,1,,2,,,,,,,,,,1,,,,,,,,,,,,0,0,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Dodge,,Nashville,3b,6,4,1,,3,1,,,,,,,,,,,,,,,,,,,,,2,2,1,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,McCabe,,Nashville,lf,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Street,,Nashville,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,7,2,1,,,
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,Smith,,Nashville,c,9,1,0,,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,1
48c957df-fe00-5d2e-a74d-4344c7a9c12c,1915,Southern Association,1915-04-13,0,TOTALS,,Nashville,,,31,8,,13,,,,,,,,,,,4,,,,,,,,,,,27,16,4,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Carroll,,Birmingham,1b,1,5,0,,0,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Roth,,Birmingham,p,10,1,0,,0,,,,,,,,,,,,,2,1,,2,,,,,,0,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Magee,,Birmingham,cf,2,4,2,,1,1,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Heming'y,,Birmingham,2b,3,4,1,,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Sloan,,Birmingham,rf,4,4,1,,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Coombs,,Birmingham,2b,5,2,0,,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,McBride,,Birmingham,lf,6,1,0,,1,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Ellam,,Birmingham,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,1,4,1,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Wallace,,Birmingham,c,8,4,0,,2,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Hardgrove,,Birmingham,p,9,3,0,,0,,,,,,,,,,,,,6,6,,8,,2,,,,0,2,1,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,TOTALS,,Birmingham,,,31,4,,6,,,,,,,,,,,10,3,,,,,,,,,,24,11,2,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Hendryx,,New Orleans,cf,1,3,2,,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Beck,,New Orleans,p,10,1,0,,0,,,,,,,,,,,,,1,2,,2,,,1,,,0,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Smith,,New Orleans,p,11,2,1,,1,1,,,,,,,,,,,,4,2,,3,,7,,,,0,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Reilly,,New Orleans,2b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Sylvester,,New Orleans,lf,3,4,1,,3,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Thomas,,New Orleans,3b,4,3,0,,1,,,,,,,,,1,,,,,,,,,,,,,0,2,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Edmondson,,New Orleans,rf,5,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,2,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Knaupp,,New Orleans,ss,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,,4,2,0,1,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Bluhm,,New Orleans,1b,7,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,13,0,0,1,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Higgins,,New Orleans,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,1
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,Morgan,,New Orleans,p,9,1,1,,1,1,,,,,,,,,,,,,,,1,,3,1,,,0,3,0,,,
a282e1e3-ebba-5dfc-9190-6e2a3d4475ca,1915,Southern Association,1915-04-13,0,TOTALS,,New Orleans,,,33,7,,10,,,,,,,,,,,5,1,,,,,,,,,,27,16,3,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Bowden,,Atlanta,lf,1,4,1,,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Bisland,,Atlanta,ss,2,5,1,,1,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Eibel,,Atlanta,1b,3,3,1,,2,,,,,,,,,,,,,,,,,,,,,,12,0,1,1,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Moran,,Atlanta,cf,4,4,0,,2,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Manning,,Atlanta,rf,5,1,0,,1,,,,,,,,1,1,,,,,,,,,,,,,2,0,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Tullos,,Atlanta,3b,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Potts,,Atlanta,2b,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,1,5,0,1,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Rumler,,Atlanta,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Hiett,,Atlanta,p,9,3,1,,1,,,,,,,,1,,,,,,,,,1,5,,,,0,1,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,TOTALS,,Atlanta,,,31,4,,10,,,,,,,,,,,6,,,,,,,,,,,27,9,1,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Powell,,Mobile,lf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Calhoun,,Mobile,1b,2,3,1,,0,,,,,,,,,,,,,,,,,,,,,,9,0,0,1,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Miller,,Mobile,cf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Northen,,Mobile,rf,4,4,0,,2,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Dobard,,Mobile,ss,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,2,5,0,1,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Perry,,Mobile,2b,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,,4,1,0,1,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Baumg'r,,Mobile,3b,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,1,4,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Schmidt,,Mobile,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,Hogg,,Mobile,p,9,3,0,,0,,,,,,,,,,,,,,,,,2,3,2,,,0,1,0,,,
e040c2de-e4b9-5f6b-9e8e-0a6de5d29987,1915,Southern Association,1915-04-13,0,TOTALS,,Mobile,,,30,1,,4,,,,,,,,,,,3,,,,,,,,,,,27,13,1,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Bowden,,Atlanta,lf,1,3,1,,0,,,,,,,,,,1,,,,,,,,,,,,2,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Waldron,,Atlanta,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Williams [p],,Atlanta,p,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Bisland,,Atlanta,ss,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Eibel,,Atlanta,1b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,14,1,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Moran,,Atlanta,cf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Manning,,Atlanta,rf,5,3,0,,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Tullos,,Atlanta,3b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,1,5,1,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Potts,,Atlanta,2b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,0,2,1,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Jenkins,,Atlanta,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Pearson,,Atlanta,p,9,1,0,,0,,,,,,,,,,,,,5,4,,3,2,2,,,,0,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,TOTALS,,Atlanta,,,30,1,,2,,,,,,,,,,,,,,,,,,,,,,27,12,4,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Hendryx,,New Orleans,cf,1,4,2,,2,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Reilly,,New Orleans,2b,2,4,1,,2,,1,,,,,,,,,,,,,,,,,,,,3,1,1,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Sylvester,,New Orleans,lf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Thomas,,New Orleans,3b,4,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,0,1,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Edmondson,,New Orleans,rf,5,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Knaupp,,New Orleans,ss,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Bluhm,,New Orleans,1b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,6,2,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Higgins,,New Orleans,c,8,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,7,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,Bagby,,New Orleans,p,9,3,1,,0,,,,,,,,,,,,,,,,,2,7,1,,,3,0,0,,,
089010b9-c53a-5c0e-a501-fb297b8e45f2,1915,Southern Association,1915-04-14,0,TOTALS,,New Orleans,,,33,5,,6,,,,,,,,,,,,,,,,,,,,,,27,6,1,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Brauti'n,,Little Rock,3b,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Hays,,Little Rock,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Shaw,,Little Rock,rf,2,3,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Jantzen,,Little Rock,cf,3,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,7,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Daly,,Little Rock,lf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Manes,,Little Rock,2b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Gribben,,Little Rock,ss,6,3,0,,1,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Farrell,,Little Rock,1b,7,1,0,,0,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Gibson,,Little Rock,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Day,,Little Rock,p,9,3,0,,0,,,,,,,,,,,,,,,,,1,4,,,,0,3,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,TOTALS,,Little Rock,,,28,0,,5,,,,,,,,,,,4,,,,,,,,,,,27,12,1,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,King,,Nashville,cf,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Stark,,Nashville,ss,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Baker,,Nashville,2b,3,4,1,,2,1,1,,,,,,,,,,,,,,,,,,,,6,2,0,1,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Paulette,,Nashville,1b,4,4,1,,0,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Farmer,,Nashville,rf,5,4,1,,1,,,1,,,,,,,,,,,,,,,,,,,0,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Dodge,,Nashville,3b,6,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,4,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,McCabe,,Nashville,lf,7,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,0,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Street,,Nashville,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,5,2,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,Kroh,,Nashville,p,9,4,0,,2,1,,,,,,,,,,,,,,,,4,5,,1,,0,2,0,,,
3f54c54f-9027-5ff2-892c-7df40ce8adb4,1915,Southern Association,1915-04-14,0,TOTALS,,Nashville,,,35,4,,9,,,,,,,,,,,9,,,,,,,,,,,27,13,0,,,
72fb8f41-ee58-5eee-81e3-1e783f9cb10d,1915,Southern Association,1915-04-14,0,Carroll,,Birmingham,1b,1,5,1,,1,,,,,,,,,,1,,,,,,,,,,,,14,1,0,1,,
72fb8f41-ee58-5eee-81e3-1e783f9cb10d,1915,Southern Association,1915-04-14,0,Grimes,,Birmingham,p,10,0,0,,0,,,,,,,,1,,,,,,,,1,2,1,,,,0,4,0,,,
72fb8f41-ee58-5eee-81e3-1e783f9cb10d,1915,Southern Association,1915-04-14,0,Stewart,,Birmingham,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
72fb8f41-ee58-5eee-81e3-1e783f9cb10d,1915,Southern Association,1915-04-14,0,Magee,,Birmingham,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,
72fb8f41-ee58-5eee-81e3-1e783f9cb10d,1915,Southern Association,1915-04-14,0,Coombs,,Birmingham,2b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,
72fb8f41-ee58-5eee-81e3-1e783f9cb10d,1915,Southern Association,1915-04-14,0,Sloan,,Birmingham,rf,4,4,1,,2,,,,,,,,,,1,,,,,,,,,,,,3,0,0,,,
