game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P3328952,Brannon,,El Dorado,3b,1,5,0,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P5494170,McAuley,,El Dorado,ss,2,5,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P7972741,Killilay,,El Dorado,cf,3,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P7179471,Leonard,,El Dorado,lf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P6325076,Fuller,,El Dorado,rf,5,4,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P7351811,Annis,,El Dorado,2b,6,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P5299896,Kennedy,,El Dorado,1b,7,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P0054115,Garrett,,El Dorado,c,8,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P0378263,Salm,,El Dorado,p,9,4,0,,1,,,,,,,,,,,,,,,,,1,,9,,,,,11,1,6,,,,3,5,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,,TOTALS,,El Dorado,,,35,2,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,11,6,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P8629236,Chadwick,,Larned,lf,1,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P7654952,Berte,,Larned,ss,2,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P5150019,Harriott,,Larned,1b,3,4,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P4860676,Matney,,Larned,cf,4,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P7236998,Crittenden,,Larned,2b,5,4,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,12,2,1,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P2063979,Chillgood,,Larned,2b,6,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P2589983,Hobson,,Larned,3b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P3860204,Love,,Larned,rf,8,4,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,P6501451,Suddith,,Larned,p,9,4,0,,1,,,,,,,,,,,,,,,,1,,,9,,,,,12,3,11,,,,0,1,0,,,,
HDFKFJL,1911,Kansas State League,1911-05-11,0,regular,,TOTALS,,Larned,,,38,4,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,2,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P1759932,Syneck,,McPherson,2b,1,5,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P3504851,Rhubeck,,McPherson,3b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P5112820,Murphy,,McPherson,ss,3,3,1,,0,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P1382158,Jones,,McPherson,cf,4,5,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P6100626,Gardner,,McPherson,lf,5,5,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P6451872,Green,,McPherson,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P6154196,Campfield,,McPherson,c,7,3,1,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P5537310,Irving,,McPherson,rf,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
TBHCJQX,1911,Kansas State League,1911-05-11,0,regular,P4094855,Osborne,,McPherson,p,9,4,0,,2,1,,,,,,,,,,,,,,,1,,,9,,,,,9,1,2,,,,1,5,0,,,,
