league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1909,Central Kansas League,regular,P8663758,,,1909-06-26,1909-08-28,11
1909,Central Kansas League,regular,P4265809,Brumage,,1909-06-21,1909-06-22,2
1909,Central Kansas League,regular,P2203327,Culver,,1909-08-11,1909-08-11,1
1909,Central Kansas League,regular,P9239847,Hamlin,,1909-07-30,1909-08-10,4
1909,Central Kansas League,regular,P5822504,Hamlin [younger],,1909-08-31,1909-08-31,1
1909,Central Kansas League,regular,P2658308,Harlan,,1909-08-11,1909-08-11,1
1909,Central Kansas League,regular,P8337811,McKee,,1909-08-02,1909-08-12,2
1909,Central Kansas League,regular,P8527856,Moss,,1909-08-11,1909-08-11,1
1909,Central Kansas League,regular,P1164628,Sigler,,1909-07-03,1909-07-14,7
1909,Central Kansas League,regular,P3902249,~Humpreys,,1909-08-16,1909-08-16,1
