league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1909,Central Kansas League,regular,P4256471,Abbott,,Minneapolis,1909-07-03,1909-07-03,1,0,0,0,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P7629587,Allingham,,Clay Center,1909-07-29,1909-07-31,3,0,0,0,0,0,0,0,0,0,3,0
1909,Central Kansas League,regular,P7053874,Armin,,Beloit,1909-06-21,1909-07-14,11,0,0,0,11,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P5358621,Armstrong,,Ellsworth,1909-06-26,1909-07-07,3,0,3,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P3982803,Barnes,,Manhattan,1909-08-02,1909-08-04,3,0,0,2,0,0,1,0,0,1,0,0
1909,Central Kansas League,regular,P4579374,Bates,,Junction City,1909-07-10,1909-07-10,1,0,0,0,0,1,0,0,0,0,0,0
1909,Central Kansas League,regular,P9795631,Beal,,Beloit,1909-07-22,1909-08-04,3,2,0,0,0,0,1,0,0,1,0,2
1909,Central Kansas League,regular,P5530929,Bechtold,,Abilene,1909-07-13,1909-07-14,2,0,0,0,0,0,2,0,0,2,0,0
1909,Central Kansas League,regular,P0277531,Bond,,Manhattan,1909-06-21,1909-06-22,2,0,0,0,2,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P1775469,Brinker,,Ellsworth,1909-06-26,1909-06-26,1,0,0,1,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P7133454,Britton,,Abilene,1909-07-13,1909-07-14,2,0,0,0,2,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P5674870,Brooks,,Clay Center,1909-07-30,1909-07-30,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P5156688,Brooks,,Ellsworth,1909-06-26,1909-07-07,3,0,0,2,1,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P7622472,Bryant,,Manhattan,1909-08-02,1909-08-03,2,1,0,0,0,0,1,0,0,1,0,1
1909,Central Kansas League,regular,P6690480,Burgenbach,,Junction City,1909-07-19,1909-07-19,1,0,0,1,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P1749158,Burkenbaugh,,Manhattan,1909-08-02,1909-08-04,3,0,0,0,0,3,0,0,0,0,0,0
1909,Central Kansas League,regular,P2548966,Burton,,Abilene,1909-07-13,1909-07-14,2,0,0,2,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P0567217,Calvert,,Ellsworth,1909-06-26,1909-06-26,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P8167743,Campbell,,Junction City,1909-07-10,1909-07-19,2,0,2,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P8020805,Carhill,,Clay Center,1909-07-29,1909-07-31,3,0,0,0,0,3,0,0,0,0,0,0
1909,Central Kansas League,regular,P2770090,Chouteau,,Abilene,1909-07-14,1909-07-14,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P0378127,Coe,,Manhattan,1909-08-03,1909-08-04,2,1,0,0,0,0,1,0,0,1,0,1
1909,Central Kansas League,regular,P6292355,Coe,F.,Manhattan,1909-06-22,1909-06-22,1,0,0,0,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P9833708,Coe,O.,Manhattan,1909-06-21,1909-06-21,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P9221451,Cretcher,,Beloit,1909-07-24,1909-07-24,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P6673420,Culver,,Beloit,1909-06-21,1909-08-04,10,1,0,0,0,0,8,3,1,4,0,1
1909,Central Kansas League,regular,P3891754,Darrow,,Beloit,1909-06-21,1909-06-22,2,0,0,0,0,0,2,0,0,2,0,0
1909,Central Kansas League,regular,P3938909,Davis,,Clay Center,1909-07-29,1909-07-31,3,0,0,0,0,0,3,0,3,0,0,0
1909,Central Kansas League,regular,P0589188,Day,,Clay Center,1909-07-29,1909-07-31,3,1,0,2,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P8872125,Dehaney,,Junction City,1909-07-10,1909-07-10,1,0,0,0,0,0,1,0,0,1,0,0
1909,Central Kansas League,regular,P6366229,Delberts,,Ellsworth,1909-07-07,1909-07-07,1,0,0,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P1522926,Demaree,,Beloit,1909-07-05,1909-07-05,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P4826990,Dugan,,Junction City,1909-07-19,1909-07-19,1,0,0,0,0,0,1,1,0,0,0,0
1909,Central Kansas League,regular,P5944192,Ebright,,Beloit,1909-06-21,1909-08-04,18,0,0,4,0,14,0,0,0,0,0,0
1909,Central Kansas League,regular,P4367337,Ehrgott,,Abilene,1909-07-13,1909-07-14,2,0,0,0,0,0,0,0,0,0,2,0
1909,Central Kansas League,regular,P4621701,Ellis,,Abilene,1909-07-13,1909-07-14,2,0,0,0,0,0,2,2,0,0,0,0
1909,Central Kansas League,regular,P1134774,Ellison,,Ellsworth,1909-07-06,1909-07-07,2,0,0,0,0,0,2,2,0,0,0,0
1909,Central Kansas League,regular,P0877821,Farmer,,Ellsworth,1909-06-26,1909-07-07,3,0,0,0,2,0,1,1,0,0,0,0
1909,Central Kansas League,regular,P7922726,Foe,F.,Manhattan,1909-06-21,1909-06-21,1,0,0,0,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P3190475,Galina,,Junction City,1909-07-10,1909-07-19,2,0,0,0,0,0,2,0,2,0,0,0
1909,Central Kansas League,regular,P8565984,Garrison,,Minneapolis,1909-07-03,1909-07-05,3,0,0,0,0,0,3,0,3,0,0,0
1909,Central Kansas League,regular,P6267928,Gault,,Minneapolis,1909-07-22,1909-07-22,1,0,0,0,0,0,1,1,0,0,0,0
1909,Central Kansas League,regular,P5790882,Gibbs,,Beloit,1909-06-26,1909-08-04,17,0,0,15,0,0,2,0,0,2,0,0
1909,Central Kansas League,regular,P4333575,Gill,,Junction City,1909-07-10,1909-07-19,2,0,1,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P7345062,Goult,,Minneapolis,1909-07-03,1909-07-05,3,0,0,0,0,0,3,3,0,0,0,0
1909,Central Kansas League,regular,P6226674,Gramly,,Clay Center,1909-07-30,1909-07-31,2,0,0,2,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P5240236,Green,,Beloit,1909-06-26,1909-08-04,6,4,0,0,0,0,2,0,0,2,0,4
1909,Central Kansas League,regular,P3730481,Greene,,Beloit,1909-06-22,1909-06-22,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P2631616,Griffin,,Beloit,1909-06-21,1909-06-26,3,0,0,0,0,0,3,2,1,0,0,0
1909,Central Kansas League,regular,P1682699,Grubbs,,Clay Center,1909-07-29,1909-07-31,3,0,0,0,3,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P3740801,Gundlach,,Beloit,1909-06-21,1909-08-04,18,0,18,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P6003023,Gundlanch,,Beloit,1909-08-02,1909-08-02,1,0,1,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P6395857,Harlan,,Minneapolis,1909-07-03,1909-07-03,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P7155396,Harris,,Minneapolis,1909-07-22,1909-07-22,1,0,0,0,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P1092183,Horrill,,Beloit,1909-06-26,1909-06-26,1,0,1,0,0,0,1,1,0,0,0,0
1909,Central Kansas League,regular,P5971743,House,,Minneapolis,1909-07-03,1909-07-22,4,0,0,0,0,0,4,0,0,4,0,0
1909,Central Kansas League,regular,P2051525,Howard,,Ellsworth,1909-06-26,1909-06-26,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P1885798,Howell,,Beloit,1909-06-21,1909-08-04,19,0,0,0,8,0,11,0,11,0,0,0
1909,Central Kansas League,regular,P6659678,Hunt,,Junction City,1909-07-10,1909-07-10,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P5032492,Huseman,,Minneapolis,1909-07-05,1909-07-05,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P3327895,Jennings,,Minneapolis,1909-07-03,1909-07-22,4,0,0,0,0,4,0,0,0,0,0,0
1909,Central Kansas League,regular,P5389454,Jepson,,Junction City,1909-07-19,1909-07-19,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P0667194,Johnson,,Beloit,1909-06-21,1909-08-04,16,0,0,0,0,4,10,10,0,0,2,0
1909,Central Kansas League,regular,P9233509,Johnson [Bel],,Beloit,1909-06-22,1909-07-31,3,0,0,0,0,1,2,2,0,0,0,0
1909,Central Kansas League,regular,P2215107,Johnson [CC],,Clay Center,1909-07-30,1909-07-31,2,2,0,0,0,0,0,0,0,0,0,2
1909,Central Kansas League,regular,P4075019,Johnson [Man],,Manhattan,1909-06-22,1909-06-22,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P9600770,Koehler,,Manhattan,1909-06-21,1909-06-22,2,0,0,0,0,0,2,2,0,0,0,0
1909,Central Kansas League,regular,P7511458,Kretzer,,Beloit,1909-07-30,1909-08-03,2,2,0,0,0,0,0,0,0,0,0,2
1909,Central Kansas League,regular,P0145272,Leach,,Beloit,1909-06-21,1909-07-03,2,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P4674724,Lewis,,Ellsworth,1909-06-26,1909-07-07,3,0,0,0,0,0,3,0,0,3,0,0
1909,Central Kansas League,regular,P7843231,Lewis,,Minneapolis,1909-07-03,1909-07-05,3,0,0,3,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P5003859,Lewis,F.,Minneapolis,1909-07-22,1909-07-22,1,0,0,1,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P9566980,Lewis,W.,Minneapolis,1909-07-22,1909-07-22,1,0,0,0,0,0,1,0,1,0,0,0
1909,Central Kansas League,regular,P6978182,Martin,,Beloit,1909-06-26,1909-06-26,1,0,0,0,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P6974361,Mason,,Minneapolis,1909-07-22,1909-07-22,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P3325310,Masters,,Junction City,1909-07-10,1909-07-19,2,0,0,0,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P5694469,McKee,,Ellsworth,1909-06-26,1909-07-06,2,0,0,0,0,2,0,0,0,0,0,0
1909,Central Kansas League,regular,P7962197,McKenzie,,Junction City,1909-07-10,1909-07-19,2,0,0,0,0,0,2,2,0,0,0,0
1909,Central Kansas League,regular,P1844690,Mead,,Beloit,1909-06-21,1909-08-04,19,0,0,0,0,0,8,1,0,7,12,0
1909,Central Kansas League,regular,P3571594,Mitchell,,Manhattan,1909-06-22,1909-06-22,1,0,0,0,0,0,1,0,0,1,0,0
1909,Central Kansas League,regular,P1935512,Mitchell [Bel],,Beloit,1909-06-21,1909-06-21,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P5956830,Mitchell [Man],,Manhattan,1909-06-21,1909-06-21,1,0,0,0,0,0,1,0,0,1,0,0
1909,Central Kansas League,regular,P9363452,Monroe,,Abilene,1909-07-13,1909-07-14,2,0,0,0,0,0,2,0,2,0,0,0
1909,Central Kansas League,regular,P2997949,Moss,,Beloit,1909-07-06,1909-07-19,6,1,0,0,0,0,0,0,0,0,5,1
1909,Central Kansas League,regular,P4108221,Moss,,Minneapolis,1909-07-03,1909-07-05,2,0,0,0,0,0,0,0,0,0,2,0
1909,Central Kansas League,regular,P7142902,Myers,,Clay Center,1909-07-29,1909-07-31,3,0,0,0,0,0,3,0,0,3,0,0
1909,Central Kansas League,regular,P4517435,Neal,,Beloit,1909-07-10,1909-07-10,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P0489241,O'Neil,,Beloit,1909-07-03,1909-07-31,10,7,0,0,0,0,0,0,0,0,0,7
1909,Central Kansas League,regular,P0801424,Osborne,,Manhattan,1909-07-24,1909-07-24,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P6684467,Osborne,,Minneapolis,1909-07-03,1909-07-24,3,3,0,0,0,0,1,0,0,1,0,3
1909,Central Kansas League,regular,P4094002,Oswalt,,Manhattan,1909-08-02,1909-08-02,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P4906215,Parks,,Clay Center,1909-07-29,1909-07-31,3,0,0,0,0,0,3,3,0,0,0,0
1909,Central Kansas League,regular,P2811376,Parm,,Ellsworth,1909-07-07,1909-07-07,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P8415019,Price,,Manhattan,1909-06-21,1909-06-22,2,0,0,2,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P7201987,Quinn,,Manhattan,1909-08-04,1909-08-04,1,0,0,0,1,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P8086587,Reed,,Beloit,1909-07-13,1909-07-13,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P1142055,Schmidt,,Beloit,1909-07-29,1909-07-29,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P8817024,Shull,,Manhattan,1909-06-21,1909-08-04,5,0,0,0,0,2,3,3,0,0,0,0
1909,Central Kansas League,regular,P7803328,Smith,,Beloit,1909-07-05,1909-07-10,3,2,0,0,0,0,1,0,0,1,0,2
1909,Central Kansas League,regular,P2052998,Sommers,,Ellsworth,1909-06-26,1909-07-07,3,0,0,0,0,0,0,0,0,0,3,0
1909,Central Kansas League,regular,P8138378,Sporn,,Manhattan,1909-08-02,1909-08-04,3,0,0,1,2,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P5923778,Stewart,,Manhattan,1909-06-21,1909-08-04,5,0,0,0,0,0,5,0,5,0,0,0
1909,Central Kansas League,regular,P3074915,Stokesberry,,Clay Center,1909-07-29,1909-07-29,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P6591043,Strong,,Clay Center,1909-07-29,1909-07-31,3,0,3,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P7976102,Sullivan,,Manhattan,1909-08-02,1909-08-04,3,0,0,0,0,0,0,0,0,0,3,0
1909,Central Kansas League,regular,P2268523,Thrailkill,,Minneapolis,1909-07-03,1909-07-22,4,0,0,0,4,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P3122756,Van,,Junction City,1909-07-19,1909-07-19,1,0,0,0,0,1,0,0,0,0,0,0
1909,Central Kansas League,regular,P8842512,Vitters,,Junction City,1909-07-10,1909-07-19,2,0,0,1,0,0,0,0,0,0,1,0
1909,Central Kansas League,regular,P2768570,Ward,,Abilene,1909-07-13,1909-07-14,2,0,0,0,0,2,0,0,0,0,0,0
1909,Central Kansas League,regular,P5307010,Wells,,Beloit,1909-07-19,1909-08-04,7,0,0,0,0,0,7,0,7,0,0,0
1909,Central Kansas League,regular,P2946814,Whelan,,Junction City,1909-07-10,1909-07-19,2,0,0,0,2,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P4127489,White,,Ellsworth,1909-06-26,1909-07-07,3,0,0,0,0,1,2,0,2,0,0,0
1909,Central Kansas League,regular,P0221806,Williams,,Abilene,1909-07-13,1909-07-13,1,1,0,0,0,0,0,0,0,0,0,1
1909,Central Kansas League,regular,P1940936,Wilson,,Abilene,1909-07-13,1909-07-14,2,0,2,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P4945076,Wilson,,Manhattan,1909-06-21,1909-08-04,5,0,5,0,0,0,0,0,0,0,0,0
1909,Central Kansas League,regular,P3923532,Woods,,Ellsworth,1909-07-06,1909-07-07,2,1,0,0,0,0,1,0,1,0,0,1
1909,Central Kansas League,regular,P0885965,Young,,Minneapolis,1909-07-03,1909-07-22,4,0,4,0,0,0,0,0,0,0,0,0
