league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1909,Carolina Association,regular,P5728955,Ab'c'bie,,Spartanburg,1909-04-30,1909-04-30,1,0,0,0,0,0,1,1,0,0,0,0
1909,Carolina Association,regular,P2108146,Abercrombie,,Spartanburg,1909-04-22,1909-07-14,19,15,0,0,0,0,4,0,1,3,0,15
1909,Carolina Association,regular,P2394194,Accorsini,,Spartanburg,1909-07-08,1909-07-12,5,0,4,0,0,0,0,0,0,0,1,0
1909,Carolina Association,regular,P2587802,Accrocina,,Spartanburg,1909-07-07,1909-07-07,1,0,1,0,0,0,0,0,0,0,0,0
1909,Carolina Association,regular,P9759356,Aiken,,Charlotte,1909-04-30,1909-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1909,Carolina Association,regular,P0050245,Anthony,,Greensboro,1909-,1909-07-14,46,0,0,0,0,0,46,46,0,0,0,0
1909,Carolina Association,regular,P8917810,Averett,,Spartanburg,1909-04-23,1909-07-14,17,15,0,0,0,0,2,0,0,2,0,15
1909,Carolina Association,regular,P9851478,Baird,,Charlotte,1909-04-22,1909-05-01,5,0,0,0,5,0,0,0,0,0,0,0
1909,Carolina Association,regular,P5846420,Batcher,,Greenville,1909-04-24,1909-04-24,1,0,1,0,0,0,0,0,0,0,0,0
1909,Carolina Association,regular,P6771282,Bauswine,,Charlotte,1909-07-03,1909-07-14,3,1,0,0,0,0,2,0,1,1,0,1
1909,Carolina Association,regular,P1453909,Bazell,,Greenville,1909-04-24,1909-04-24,1,0,0,0,0,0,1,0,0,1,0,0
1909,Carolina Association,regular,P6939449,Beard,,Greenville,1909-,1909-07-14,38,7,1,0,0,1,31,1,14,16,0,7
1909,Carolina Association,regular,P4358391,Bentley,,Greensboro,1909-04-22,1909-07-14,43,0,0,0,0,0,27,0,0,27,17,0
1909,Carolina Association,regular,P1005330,Bently,,Greensboro,1909-,1909-04-28,3,0,0,0,0,0,2,0,0,2,1,0
1909,Carolina Association,regular,P3145112,Betcher,,Greenville,1909-,1909-07-14,37,1,17,0,20,1,0,0,0,0,0,1
1909,Carolina Association,regular,P0247742,Beusse,,Spartanburg,1909-04-23,1909-07-10,24,0,0,0,0,0,2,0,0,2,22,0
1909,Carolina Association,regular,P5568910,Bl'kst'e,,Greenville,1909-05-01,1909-05-04,2,0,0,0,0,0,1,0,0,1,0,0
1909,Carolina Association,regular,P0077884,Bl'kst'ne,,Greenville,1909-04-29,1909-04-29,1,0,0,0,0,0,1,1,0,0,0,0
1909,Carolina Association,regular,P4899972,Bl'kstone,,Greenville,1909-04-28,1909-04-28,1,1,0,0,0,0,0,0,0,0,0,1
1909,Carolina Association,regular,P7093633,Blackstone,,Greenville,1909-,1909-05-28,14,3,0,0,0,0,9,1,2,6,0,3
1909,Carolina Association,regular,P9751104,Blanchfield,,Charlotte,1909-04-22,1909-05-17,5,0,0,0,0,0,5,0,0,5,0,0
1909,Carolina Association,regular,P1182850,Boyd,,Charlotte,1909-06-04,1909-06-04,1,0,0,0,0,0,1,1,0,0,0,0
1909,Carolina Association,regular,P3681129,Boyd,,Greenville,1909-05-17,1909-05-28,7,0,0,0,0,0,7,0,6,1,0,0
1909,Carolina Association,regular,P1248997,Brazelle,,Charlotte,1909-04-22,1909-07-12,13,13,0,0,0,0,1,0,0,1,0,13
1909,Carolina Association,regular,P5863980,Brazelle,,Greenville,1909-04-23,1909-04-26,2,0,0,0,0,0,2,0,0,2,0,0
1909,Carolina Association,regular,P1120184,Brennan,,Charlotte,1909-04-30,1909-05-01,2,0,0,2,0,0,0,0,0,0,0,0
1909,Carolina Association,regular,P3060028,Brennen,,Charlotte,1909-04-22,1909-07-14,34,0,10,20,4,0,0,0,0,0,0,0
1909,Carolina Association,regular,P7994490,Brent,,Winston-Salem,1909-04-22,1909-05-17,15,0,0,0,0,0,15,15,0,0,0,0
1909,Carolina Association,regular,P2497214,Buesse,,Spartanburg,1909-04-22,1909-07-07,3,0,0,0,0,0,0,0,0,0,3,0
