game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
FDCTGQX,1909,Carolina Association,1909-,0,regular,P8532419,Sisson,,Greensboro,cf,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P3167629,Jackson,,Greensboro,3b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P0050245,Anthony,,Greensboro,lf,3,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P1005330,Bently,,Greensboro,c,4,3,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,8,2,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P0019659,McKevitt,,Greensboro,1b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P5820578,Lynch,,Greensboro,rf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P9405398,Hicks,,Greensboro,ss,7,2,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,5,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P7767811,Doak,,Greensboro,2b,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P0965280,Ridgeway,,Greensboro,p,9,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,2,1,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,,TOTALS,,Greensboro,,,29,3,1,4,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,27,15,2,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P6939449,Beard,,Greenville,rf,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P7093633,Blackstone,,Greenville,ph,10,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P2020520,Noojin,,Greenville,cf,2,2,0,,2,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P3115583,Wingo,,Greenville,1b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P3145112,Betcher,,Greenville,3b,4,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P8321150,Rankin,,Greenville,lf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P2258208,Landgraff,,Greenville,ss,6,3,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P6801106,Childs,,Greenville,2b,7,3,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,3,1,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P4690982,Cote,,Greenville,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,P4655284,Thackam,,Greenville,p,9,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,1,0,,,,
FDCTGQX,1909,Carolina Association,1909-,0,regular,,TOTALS,,Greenville,,,32,1,1,7,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,24,9,4,,,,
LZWGRPM,1909,Carolina Association,1909-04-22,0,regular,P7023421,Meyers,,Anderson,ss,1,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
LZWGRPM,1909,Carolina Association,1909-04-22,0,regular,P6627509,Ochs,,Anderson,lf,2,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
