key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
PZBVVNP,1909-05-10,0,Carolina Association,regular,,Winston-Salem,13,,Anderson,2,,,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Observer May 11, 1909",3,0,2,0,4,0,4,0,0,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,
TTSCGZQ,1909-05-10,0,Carolina Association,regular,,Greenville,1,,Charlotte,0,,900,2:30,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Observer May 11, 1909",0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
MVDFZRG,1909-05-10,0,Carolina Association,regular,,Greensboro,2,,Spartanburg,13,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Observer May 11, 1909",0,0,0,0,0,0,0,1,1,,,,,,,,10,1,1,0,0,0,1,0,x,,,,,,,
KVJQSGD,1909-05-11,0,Carolina Association,regular,,Greensboro,2,,Spartanburg,3,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Observer May 12, 1909",0,1,0,0,0,0,0,0,1,,,,,,,,0,3,0,0,0,0,0,0,x,,,,,,,
SNYGWPC,1909-05-12,0,Carolina Association,regular,,Winston-Salem,2,,Anderson,2,,,2:35,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Observer May 13, 1909",0,0,1,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,,,
BQVNTNW,1909-05-12,0,Carolina Association,regular,,Greenville,3,,Charlotte,4,,700,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Obsever May 13, 1909",0,0,1,1,1,0,0,0,0,,,,,,,,1,0,0,1,2,0,0,0,x,,,,,,,
TFMVXZK,1909-05-12,0,Carolina Association,regular,,Greensboro,9,,Spartanburg,1,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090506.txt,"The Charlotte Observer May 13, 1909",0,2,4,0,2,0,0,0,1,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,
XVGDRRY,1909-05-13,0,Carolina Association,regular,,Charlotte,2,,Greensboro,1,,600,1:33,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 14, 1909",0,0,1,0,1,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,
HBSVWQV,1909-05-13,0,Carolina Association,regular,,Anderson,3,,Greenville,2,,1283,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 14, 1909",0,0,0,0,2,0,1,0,0,,,,,,,,1,0,0,1,0,0,0,0,0,,,,,,,
DSMZRSR,1909-05-13,0,Carolina Association,regular,,Winston-Salem,0,,Spartanburg,1,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 14, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,0,0,x,,,,,,,
PCGPGVW,1909-05-14,0,Carolina Association,regular,,Greensboro,12,,Charlotte,0,,600,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 15, 1909",2,1,1,4,3,1,0,0,x,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
TYKGZCR,1909-05-14,0,Carolina Association,regular,,Anderson,0,,Greenville,1,,786,,,,,2,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 15, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
CYHCRBD,1909-05-14,0,Carolina Association,regular,,Winston-Salem,1,,Spartanburg,4,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 15, 1909",0,1,0,0,0,0,0,0,0,,,,,,,,0,1,1,0,2,0,0,0,x,,,,,,,
VVFBXPL,1909-05-15,0,Carolina Association,regular,,Greensboro,7,,Charlotte,4,,1000,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May, 15, 1909",4,0,0,3,0,0,0,0,x,,,,,,,,0,0,0,0,0,4,0,0,0,,,,,,,
QJLBJBG,1909-05-15,0,Carolina Association,regular,,Anderson,2,,Greenville,12,,1149,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 16, 1909",0,0,0,2,0,0,0,0,0,,,,,,,,8,0,1,0,0,2,1,0,x,,,,,,,
DVRLQFC,1909-05-15,0,Carolina Association,regular,,Winston-Salem,7,,Spartanburg,8,,,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 16, 1909",3,0,0,1,0,2,1,0,0,,,,,,,,0,0,1,6,0,0,0,0,1,,,,,,,
TTBCSGR,1909-05-17,0,Carolina Association,regular,,Anderson,5,,Charlotte,4,,700,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 18, 1909",0,0,0,0,0,0,0,5,0,,,,,,,,0,0,0,0,1,2,0,0,1,,,,,,,
BTPVXXX,1909-05-17,0,Carolina Association,regular,,Greenville,3,,Spartanburg,14,,,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 18, 1909",0,1,1,1,0,0,0,0,0,,,,,,,,0,0,0,1,3,4,5,1,x,,,,,,,
DWKYDDK,1909-05-17,0,Carolina Association,regular,,Greensboro,3,,Winston-Salem,1,,,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 18, 1909",0,0,2,0,1,0,0,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,
PNQCWMG,1909-05-18,0,Carolina Association,regular,,Greenville,10,,Spartanburg,4,,,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 19, 1909",0,0,2,0,0,4,0,3,1,,,,,,,,0,4,0,0,0,0,0,0,0,,,,,,,
MQXNRZQ,1909-05-18,0,Carolina Association,regular,,Greensboro,2,,Winston-Salem,3,,,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 19, 1909",0,0,0,2,0,0,0,0,0,,,,,,,,2,0,0,0,1,0,0,0,x,,,,,,,
KSKCCGQ,1909-05-19,0,Carolina Association,regular,,Anderson,,,Charlotte,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 20, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFKHNKB,1909-05-19,0,Carolina Association,regular,,Greensboro,,,Winston-Salem,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090513.txt,"The Charlotte Observer May 20, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBDSXQW,1909-05-22,1,Carolina Association,regular,,Greensboro,3,,Charlotte,4,,600,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 23, 1909",0,0,0,0,0,0,0,0,3,0,0,,,,,,1,0,2,0,0,0,0,0,0,0,1,,,,,
RWDPNQZ,1909-05-22,2,Carolina Association,regular,,Greensboro,7,,Charlotte,2,,900,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 23, 1909",1,0,1,0,3,0,0,2,0,,,,,,,,0,0,0,0,1,0,0,0,1,,,,,,,
KMPXKTK,1909-05-22,0,Carolina Association,regular,,Winston-Salem,,,Greenville,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 23, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYHNZSR,1909-05-22,0,Carolina Association,regular,,Anderson,5,,Spartanburg,4,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 23, 1909",2,2,0,0,0,0,0,1,0,,,,,,,,0,3,0,0,0,0,1,0,0,,,,,,,
CDTLLVG,1909-05-24,0,Carolina Association,regular,,Greenville,7,,Anderson,14,,,2:10,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 25, 1909",2,0,0,1,0,2,2,0,0,,,,,,,,3,2,0,0,3,5,0,1,x,,,,,,,
HFPLFMN,1909-05-24,0,Carolina Association,regular,,Winston-Salem,4,,Charlotte,2,,850,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 25, 1909",0,0,0,3,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,1,0,1,,,,,,,
FZCXVRK,1909-05-24,0,Carolina Association,regular,,Spartanburg,1,,Greensboro,0,,1000,1:30,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 25, 1909",0,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
LTBFPBX,1909-05-25,0,Carolina Association,regular,,Greenville,2,,Anderson,1,,,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 26, 1909",0,0,0,0,0,0,2,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,
LGWXQMH,1909-05-25,0,Carolina Association,regular,,Winston-Salem,3,,Charlotte,4,,600,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 26, 1909",0,0,1,0,1,0,0,1,0,,,,,,,,0,0,0,1,0,3,0,0,x,,,,,,,
BBWCPVR,1909-05-25,0,Carolina Association,regular,,Spartanburg,1,,Greensboro,2,,500,1:28,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 26, 1909",0,0,0,0,0,1,0,0,0,,,,,,,,1,0,0,0,0,0,1,0,x,,,,,,,
CHXFTTR,1909-05-26,0,Carolina Association,regular,,Greenville,2,,Anderson,0,,,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 27, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLYVRHM,1909-05-26,0,Carolina Association,regular,,Winston-Salem,4,,Charlotte,0,,550,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 27, 1909",0,1,0,0,1,0,1,1,0,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
TQZCNNR,1909-05-26,0,Carolina Association,regular,,Spartanburg,1,,Greensboro,4,,500,0:58,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090520.txt,"The Charlotte Observer May 27, 1909",0,0,0,0,0,0,1,,,,,,,,,,3,0,1,0,0,0,x,,,,,,,,,
CPYPLJN,1909-05-27,0,Carolina Association,regular,,Anderson,2,,Charlotte,3,,600,2:20,,,,1,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 28, 1909",0,0,0,0,0,1,0,1,0,0,0,,,,,,0,0,0,0,2,0,0,0,0,0,1,,,,,
TLNPGJM,1909-05-27,0,Carolina Association,regular,,Greensboro,6,,Greenville,7,,1100,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 28, 1909",1,0,0,0,4,0,0,0,1,,,,,,,,0,0,0,2,0,2,0,0,3,,,,,,,
NLSDYDR,1909-05-27,0,Carolina Association,regular,,Winston-Salem,0,,Spartanburg,9,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 28, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,2,0,1,0,0,3,2,1,x,,,,,,,
KFFHVRY,1909-05-28,1,Carolina Association,regular,,Anderson,6,,Charlotte,4,,850,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 29, 1909",0,3,0,1,0,0,2,0,0,,,,,,,,1,0,0,1,1,0,1,0,0,,,,,,,
ZMZBTSX,1909-05-28,2,Carolina Association,regular,,Anderson,8,,Charlotte,1,,1000,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 29, 1909",1,1,1,0,1,0,2,0,2,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,
TZSZBJB,1909-05-28,0,Carolina Association,regular,,Greensboro,8,,Greenville,5,,478,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 29, 1909",3,0,0,0,0,0,0,0,0,5,,,,,,,0,0,0,0,1,0,0,2,0,2,,,,,,
MZCQXDS,1909-05-28,0,Carolina Association,regular,,Winston-Salem,4,,Spartanburg,2,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 29, 1909",3,1,0,0,0,0,0,0,0,,,,,,,,0,0,2,0,0,0,0,0,0,,,,,,,
WBPLNDY,1909-05-29,0,Carolina Association,regular,,Anderson,5,,Charlotte,4,,450,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 30, 1909",2,0,0,1,1,0,0,1,0,,,,,,,,0,1,0,0,0,1,0,0,2,,,,,,,
CBNKQZT,1909-05-29,0,Carolina Association,regular,,Greensboro,2,,Greenville,3,,600,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 30, 1909",2,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,1,0,0,0,0,1,,,,,,
CJLQNYR,1909-05-29,0,Carolina Association,regular,,Winston-Salem,5,,Spartanburg,7,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer May 30, 1909",0,0,0,0,0,0,3,1,1,,,,,,,,0,0,4,0,0,3,0,0,x,,,,,,,
QYFCNYM,1909-06-01,0,Carolina Association,regular,,Spartanburg,1,,Greensboro,0,,1000,1:32,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090527.txt,"The Charlotte Observer Jun 2, 1909",0,0,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
PWGXNDR,1909-06-03,0,Carolina Association,regular,,Greensboro,,,Anderson,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 4, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBKPZNC,1909-06-03,0,Carolina Association,regular,,Spartanburg,,,Charlotte,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 4, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJGXDWG,1909-06-03,0,Carolina Association,regular,,Winston-Salem,,,Greenville,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 4, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKJQVML,1909-06-04,1,Carolina Association,regular,,Greensboro,5,,Anderson,3,,,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 5, 1909",0,0,0,0,0,0,0,4,1,,,,,,,,0,1,0,1,0,1,0,0,0,,,,,,,
QYVSFWJ,1909-06-04,2,Carolina Association,regular,,Greensboro,2,,Anderson,3,,,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 5, 1909",0,0,0,0,0,0,0,2,0,0,,,,,,,0,0,0,0,0,1,1,0,0,1,,,,,,
FTNJQDS,1909-06-04,0,Carolina Association,regular,,Spartanburg,4,,Charlotte,3,,500,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 5, 1909",0,0,0,2,0,0,1,1,0,,,,,,,,0,0,0,3,0,0,0,0,0,,,,,,,
KLGRHQG,1909-06-04,0,Carolina Association,regular,,Winston-Salem,0,,Greenville,2,,1100,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090603.txt,"The Charlotte Observer Jun 5, 1909",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,1,0,0,0,,,,,,,
