league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1915,Rio Grande Association,P1072384,Andrada,,Phoenix,1915-06-23,1915-06-27,2,2,0,0,0,0,0,0,0,0,0,2
1915,Rio Grande Association,P6726593,Andrada,,Tucson,1915-05-05,1915-05-31,9,5,0,0,0,0,3,0,1,2,0,5
1915,Rio Grande Association,P2954309,Andrade,,Tucson,1915-04-30,1915-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P0526174,Archibold,,Tucson,1915-06-25,1915-06-25,1,0,0,0,0,0,1,0,0,1,0,0
1915,Rio Grande Association,P1393883,Armstrong,,El Paso,1915-05-11,1915-05-16,2,2,0,0,0,0,0,0,0,0,0,2
1915,Rio Grande Association,P3287452,Barton,,Tucson,1915-04-27,1915-05-09,11,0,0,9,0,2,0,0,0,0,0,0
1915,Rio Grande Association,P9256813,Bauer,,El Paso,1915-05-01,1915-06-29,51,0,1,2,0,0,50,1,47,2,0,0
1915,Rio Grande Association,P7699836,Beer,,El Paso,1915-05-25,1915-06-27,14,10,0,0,0,0,1,0,0,1,0,10
1915,Rio Grande Association,P0403101,Beer,,Las Cruces,1915-05-01,1915-05-23,9,6,0,0,0,0,3,0,0,3,0,6
1915,Rio Grande Association,P9392198,Benallack,,Douglas,1915-05-20,1915-05-20,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P0121709,Benjamin,,Douglas,1915-05-04,1915-05-18,3,0,2,0,1,0,0,0,0,0,0,0
1915,Rio Grande Association,P9680773,Bennalach,,Douglas,1915-05-05,1915-05-07,2,2,0,0,0,0,0,0,0,0,0,2
1915,Rio Grande Association,P3816744,Bennalack,,Douglas,1915-05-13,1915-05-13,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P3915284,Bennallack,,Douglas,1915-05-16,1915-05-16,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P6303036,Black,,Las Cruces,1915-05-05,1915-05-23,11,4,0,0,0,0,5,1,1,3,0,4
1915,Rio Grande Association,P4048027,Bliss,,El Paso,1915-05-11,1915-06-29,41,0,0,0,0,0,0,0,0,0,41,0
1915,Rio Grande Association,P5343068,Bliss,,Las Cruces,1915-05-12,1915-05-23,10,0,0,0,0,0,0,0,0,0,10,0
1915,Rio Grande Association,P0267361,Bliss,A. H.,Las Cruces,1915-05-08,1915-05-11,4,0,0,0,0,0,0,0,0,0,4,0
1915,Rio Grande Association,P2480083,Bliss,J.,El Paso,1915-05-01,1915-06-09,11,0,0,0,0,0,0,0,0,0,10,0
1915,Rio Grande Association,P4741470,Bliss,T.,Las Cruces,1915-05-01,1915-05-05,4,0,0,0,0,0,0,0,0,0,4,0
1915,Rio Grande Association,P9124285,Bower,,El Paso,1915-05-21,1915-05-21,1,0,0,0,0,0,1,0,1,0,0,0
1915,Rio Grande Association,P2366214,Brainerd,,Las Cruces,1915-05-01,1915-05-02,2,0,0,0,0,0,2,0,0,2,0,0
1915,Rio Grande Association,P1270206,Brashaer,,Tucson,1915-05-01,1915-05-02,2,0,2,0,0,0,0,0,0,0,0,0
1915,Rio Grande Association,P7738302,Brashear,,Tucson,1915-04-27,1915-06-03,6,1,3,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P0124317,Brown,,Phoenix,1915-04-27,1915-06-03,16,0,0,1,2,0,7,0,5,2,0,0
1915,Rio Grande Association,P6828115,Calla,,Tucson,1915-05-29,1915-05-29,1,0,0,0,0,0,0,0,0,0,1,0
1915,Rio Grande Association,P0164065,Callan,,Tucson,1915-04-30,1915-06-29,45,0,0,0,0,0,0,0,0,0,45,0
1915,Rio Grande Association,P5678693,Callen,,Tucson,1915-05-15,1915-05-18,2,0,0,0,0,0,0,0,0,0,2,0
1915,Rio Grande Association,P9552664,Carman,,Albuquerque,1915-05-04,1915-06-13,23,0,0,0,0,0,23,16,6,1,0,0
1915,Rio Grande Association,P6570309,Cassell,,El Paso,1915-05-01,1915-05-02,2,0,0,0,0,0,2,1,0,1,0,0
1915,Rio Grande Association,P4071151,Claflin,,Tucson,1915-05-28,1915-05-28,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P6722080,Cox,,Tucson,1915-04-27,1915-05-09,11,0,0,0,0,0,11,2,2,8,0,0
1915,Rio Grande Association,P7808157,Davis,,Albuquerque,1915-05-04,1915-06-29,34,1,0,0,28,0,6,5,0,1,0,1
1915,Rio Grande Association,P6971378,DeMaggio,,Phoenix,1915-06-10,1915-06-13,2,0,0,0,0,0,2,2,0,0,0,0
1915,Rio Grande Association,P9201810,Demaggio,,Phoenix,1915-04-27,1915-06-29,49,0,0,0,0,0,49,42,7,0,0,0
1915,Rio Grande Association,P4575209,Dowling,,Phoenix,1915-04-27,1915-06-29,51,0,0,51,0,1,0,0,0,0,0,0
1915,Rio Grande Association,P2843064,Duddy,,El Paso,1915-05-01,1915-06-29,52,0,0,0,52,0,0,0,0,0,0,0
1915,Rio Grande Association,P1717433,Earthman,,Douglas,1915-05-13,1915-05-23,10,0,0,2,0,0,9,0,0,9,0,0
1915,Rio Grande Association,P4821251,Fannin,,Douglas,1915-05-05,1915-05-21,3,0,0,0,0,0,1,0,0,1,1,0
1915,Rio Grande Association,P5467082,Fanning,,Douglas,1915-05-08,1915-05-08,1,0,0,0,0,0,0,0,0,0,1,0
1915,Rio Grande Association,P5701812,Felts,,Tucson,1915-04-27,1915-06-29,45,1,0,0,0,0,44,0,43,1,0,1
1915,Rio Grande Association,P2134309,Flaherty,,Albuquerque,1915-05-25,1915-05-25,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P8035237,Fleharty,,Albuquerque,1915-05-30,1915-06-27,9,8,0,1,0,0,1,1,0,0,0,8
1915,Rio Grande Association,P5402793,Fleherty,,Albuquerque,1915-06-08,1915-06-08,1,1,0,0,0,0,0,0,0,0,0,1
1915,Rio Grande Association,P1882652,French,,Albuquerque,1915-05-04,1915-06-29,32,0,0,32,0,0,0,0,0,0,0,0
