key,date,number,league,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
0606691a-237c-5d65-9886-835feab58f1e,1915-04-27,0,Rio Grande Association,,Phoenix,2,,Tucson,10,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, April 28, 1915",0,0,0,1,0,0,0,1,0,,,,,1,0,0,3,2,1,3,0,x,,,,
971b2dea-774b-5440-a8ef-83150beaf627,1915-04-28,0,Rio Grande Association,,Phoenix,,,Tucson,,,,,,postponed,rain,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, April 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
8d9db958-2197-5b5d-a2e9-0e6e06e9c29b,1915-04-29,0,Rio Grande Association,,Phoenix,6,,Tucson,1,,,1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, April 30, 1915",2,0,0,4,0,0,0,0,0,,,,,0,0,1,0,0,0,0,0,0,,,,
68b4f34b-a968-532f-a2e2-6ea021db812a,1915-04-30,0,Rio Grande Association,,Phoenix,7,,Tucson,3,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, May 1, 1915",2,3,0,0,1,0,1,0,0,,,,,1,0,1,1,0,0,0,0,0,,,,
86d955d9-28ab-5f5a-9645-e094fcd133fe,1915-05-01,0,Rio Grande Association,,Las Cruces,8,,El Paso,5,,"2,500",2:15,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, May 3, 1915",0,2,3,0,1,0,0,2,0,,,,,1,0,0,0,2,1,0,1,0,,,,
a7041c25-79fa-5624-8f8f-08c5267a76ed,1915-05-01,0,Rio Grande Association,,Phoenix,0,,Tucson,3,,,1:30,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, May 3, 1915",0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,2,0,0,0,x,,,,
620b716b-f3e3-5042-9666-c047943ba41a,1915-05-02,0,Rio Grande Association,,Las Cruces,19,,El Paso,20,,"1,100",3:17,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, May 3, 1915",2,0,4,1,3,0,4,2,3,,,,,0,6,1,0,3,2,1,4,3,,,,
24e14ee0-cada-5eec-9ad4-6ff32c834bc0,1915-05-02,0,Rio Grande Association,,Phoenix,5,,Tucson,3,,,2:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150427.txt,"El Paso Herald, May 3, 1915",0,0,1,1,0,0,1,0,0,0,0,2,,0,0,1,0,2,0,0,0,0,0,0,0,
a2f6f354-2c2e-54ab-a98e-a523005a3c35,1915-05-04,0,Rio Grande Association,,Douglas,6,,Albuquerque,9,,,2:06,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 5, 1915",0,0,0,0,0,0,5,1,0,,,,,1,0,0,4,4,0,0,0,x,,,,
9c8ee522-0974-5ae5-b4e8-902022a42081,1915-05-04,0,Rio Grande Association,,Las Cruces,12,,El Paso,7,,,2:06,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 5, 1915",1,0,4,2,2,0,1,0,2,,,,,1,0,0,1,2,2,0,1,0,,,,
ddd37f9c-dbb9-52a0-99fa-ee96eb190f41,1915-05-04,0,Rio Grande Association,,Tucson,0,,Phoenix,5,,"1,200",1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 5, 1915",0,0,0,0,0,0,0,0,0,,,,,0,4,0,0,0,1,0,0,x,,,,
6814efc1-7e8d-50f8-a768-8cb49f86ec69,1915-05-05,0,Rio Grande Association,,Douglas,1,,Albuquerque,11,,,1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 6, 1915",1,0,0,0,0,0,0,0,0,,,,,2,1,2,0,0,1,3,2,x,,,,
dd99fe7f-cf6a-5923-be3c-ff4e201794ab,1915-05-05,0,Rio Grande Association,,Las Cruces,6,,El Paso,11,,,1:58,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 6, 1915",0,1,0,2,1,1,1,0,0,,,,,1,0,1,0,0,1,8,0,x,,,,
1b9482b8-5f87-57b0-9a55-49d15ecf9fca,1915-05-05,0,Rio Grande Association,,Tucson,1,,Phoenix,4,,,1:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 6, 1915",0,0,0,0,0,0,0,1,0,,,,,3,0,0,0,0,0,0,1,x,,,,
69672112-02f6-50bc-a1c9-bd7aedbeb011,1915-05-06,0,Rio Grande Association,,Douglas,,,Albuquerque,,,,,,postponed,rain,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
fe204161-0ec9-5431-9ad1-1d40f6f14885,1915-05-06,0,Rio Grande Association,,Las Cruces,,,El Paso,,,,,,postponed,high wind,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
b4b54749-ec76-5c6e-a0eb-fc4deeb4dc3b,1915-05-06,0,Rio Grande Association,,Tucson,1,,Phoenix,4,,,1:35,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 7, 1915",0,0,0,0,0,0,0,1,0,,,,,3,0,0,0,0,0,0,1,x,,,,
b83785d8-d11d-5790-b2ed-d6055a34620f,1915-05-07,0,Rio Grande Association,,Douglas,5,,Albuquerque,13,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 8, 1915",3,0,0,0,0,0,2,0,0,,,,,5,1,0,2,3,1,0,1,x,,,,
9c11514d-9901-5639-8ca1-5e082604d4dd,1915-05-07,0,Rio Grande Association,,Tucson,4,,Phoenix,6,,300,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 8, 1915",0,0,0,0,0,0,3,0,1,,,,,0,1,0,0,1,1,0,3,x,,,,
0ff7e1dc-205a-54e5-a585-2a3d68aced5c,1915-05-08,0,Rio Grande Association,,Douglas,5,,Albuquerque,17,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",2,1,1,0,1,0,0,0,0,,,,,1,1,4,6,0,2,1,2,x,,,,
e2ba6927-48af-5a17-9fb8-06a6fa830951,1915-05-08,0,Rio Grande Association,,Las Cruces,4,,El Paso,11,,,1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",0,0,0,0,1,0,3,0,0,,,,,0,0,0,4,2,1,0,4,x,,,,
0c1207a6-0439-5fd8-a3d0-fa1346334517,1915-05-08,0,Rio Grande Association,,Tucson,1,,Phoenix,3,,500,1:45,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",0,0,0,0,0,0,0,1,0,,,,,1,1,0,1,0,0,0,0,x,,,,
4865dabb-d853-5dbe-a8bf-56fb193ec419,1915-05-09,1,Rio Grande Association,,Douglas,4,,Albuquerque,6,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",0,0,0,1,1,0,0,2,0,,,,,2,0,0,2,1,0,1,0,x,,,,
3cb57393-fbe6-5134-b180-6dc150086d49,1915-05-09,2,Rio Grande Association,,Douglas,9,,Albuquerque,5,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",2,0,7,0,0,,,,,,,,,4,0,1,0,0,,,,,,,,
472ed72c-b104-5fe3-9e92-3a095cce8346,1915-05-09,1,Rio Grande Association,,Las Cruces,5,,El Paso,2,,"1,600",2:12,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",0,0,1,2,0,0,0,0,2,,,,,0,0,1,0,0,1,0,0,0,,,,
fe985ba3-9baf-52e2-8d6d-5196d4c42783,1915-05-09,2,Rio Grande Association,,Las Cruces,5,,El Paso,7,,,2:06,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",3,0,0,2,0,0,0,0,0,,,,,2,4,1,0,0,0,0,0,0,,,,
6c89a120-6f6c-595e-88b6-b1b9a76eea39,1915-05-09,0,Rio Grande Association,,Tucson,6,,Phoenix,7,,1000,2:15,,,,transcript/1915/1915-EPH/boxes/EPH-19150503.txt,"El Paso Herald, May 10, 1915",0,0,0,0,0,1,0,5,0,,,,,3,0,0,0,0,1,0,3,x,,,,
b0ff2012-9ab4-5bae-8e9a-aa01a67ce631,1915-05-11,0,Rio Grande Association,,Las Cruces,4,,Albuquerque,8,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 12, 1915",0,1,0,0,3,0,0,0,0,,,,,0,3,2,0,1,0,2,0,x,,,,
51d5b9d6-a7a4-520e-bc11-7be010ede798,1915-05-11,0,Rio Grande Association,,Douglas,12,,El Paso,13,,,2:16,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 12, 1915",0,0,10,0,0,0,0,1,1,,,,,0,3,2,0,0,0,1,3,4,,,,
704dd307-751b-5cd5-8d6a-91d598760bd0,1915-05-12,0,Rio Grande Association,,Las Cruces,5,,Albuquerque,12,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 13, 1915",0,0,4,1,0,0,0,0,0,,,,,0,5,0,0,6,0,0,1,x,,,,
12644597-cec2-59e2-9f7c-0bea5fdc425d,1915-05-12,0,Rio Grande Association,,Douglas,4,,El Paso,8,,,1:58,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 13, 1915",0,0,0,0,0,1,0,3,0,,,,,0,0,0,0,0,1,6,1,x,,,,
2e5000c9-9100-59a8-ba18-1f51fb511c11,1915-05-13,0,Rio Grande Association,,Las Cruces,12,,Albuquerque,21,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 14, 1915",0,0,2,2,5,1,2,0,0,,,,,1,1,0,14,2,1,0,2,x,,,,
4ea27515-a8e1-5f53-9842-017bbde46c24,1915-05-13,0,Rio Grande Association,,Douglas,5,,El Paso,6,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 14, 1915",0,0,0,4,0,0,0,0,1,0,,,,1,0,0,0,0,0,1,0,3,1,,,
5b768638-d340-5bba-bfbe-d4750d7cd568,1915-05-14,0,Rio Grande Association,,Las Cruces,5,,Albuquerque,7,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 15, 1915",1,3,0,0,0,0,0,1,0,,,,,1,3,1,2,0,0,0,0,x,,,,
