key,date,number,league,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
2095afa8-decf-579f-8a3b-36b10daab505,1915-05-15,0,Rio Grande Association,,Las Cruces,6,,Albuquerque,4,,,1:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",0,0,1,0,1,1,3,0,0,,,,,2,0,0,0,1,0,1,0,0,,,,
bda653a6-3c90-555c-9d63-1455b5fb3b33,1915-05-15,0,Rio Grande Association,,Douglas,3,,El Paso,7,,,1:45,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",0,0,1,0,0,0,0,2,0,,,,,2,0,4,0,1,0,0,0,x,,,,
a2e5bd3e-ee9e-541d-8eed-5a81b9589038,1915-05-15,0,Rio Grande Association,,Phoenix,4,,Tucson,15,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",2,0,0,0,1,1,0,0,0,,,,,1,0,2,0,1,5,5,1,x,,,,
56b4fa83-3f4a-5608-9d9c-e73e23eaeca6,1915-05-16,0,Rio Grande Association,,Las Cruces,8,,Albuquerque,9,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",1,0,0,0,0,0,0,5,2,,,,,0,0,0,1,1,1,0,1,5,,,,
a9f54111-c8b1-5b1d-9999-d210bc05e6db,1915-05-16,1,Rio Grande Association,,Douglas,2,,El Paso,9,,"1,800",2:04,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",0,0,0,0,0,0,0,2,0,,,,,1,0,0,0,0,1,6,1,x,,,,
c90b2f02-119b-581b-b097-fa6e43b19992,1915-05-16,2,Rio Grande Association,,Douglas,4,,El Paso,0,,,1:13,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",0,0,0,0,1,3,0,,,,,,,0,0,0,0,0,0,0,,,,,,
d298f170-766c-55f4-a6c0-1c00541fdd4a,1915-05-16,1,Rio Grande Association,,Phoenix,5,,Tucson,6,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",0,1,3,0,0,0,0,1,0,0,,,,0,0,3,1,1,0,0,0,0,1,,,
1f5c8fb6-c606-5055-9d06-a17657ef6899,1915-05-16,2,Rio Grande Association,,Phoenix,5,,Tucson,0,,,1:45,,,,transcript/1915/1915-EPH/boxes/EPH-19150510.txt,"El Paso Herald, May 17, 1915",0,0,0,0,3,0,0,2,x,,,,,0,0,0,0,0,0,0,0,0,,,,
7640583f-cd6f-5063-a440-c1b1ef7beff0,1915-05-18,0,Rio Grande Association,,El Paso,13,,Douglas,10,,,1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 19, 1915",2,0,1,0,0,4,2,4,0,,,,,2,1,0,0,0,0,0,7,0,,,,
4967552e-d3b7-5b65-825f-d4b87102d303,1915-05-18,0,Rio Grande Association,,Phoenix,,,Las Cruces,,,,,,postponed,high winds,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
7233572d-a3da-5ac7-b73f-647112692a83,1915-05-18,0,Rio Grande Association,,Albuquerque,6,,Tucson,5,,400,2:35,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 19, 1915",0,0,2,0,0,0,1,0,0,2,0,1,,0,0,0,0,2,1,0,0,0,2,0,0,
8496d898-bbf1-5d43-8a95-bbe82160ccd9,1915-05-19,0,Rio Grande Association,,El Paso,9,,Douglas,14,,,2:15,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 20, 1915",4,0,0,1,1,3,0,0,0,,,,,1,2,5,1,2,1,2,0,x,,,,
0949e951-6352-520f-9a63-41b1034f5107,1915-05-19,0,Rio Grande Association,,Phoenix,5,,Las Cruces,2,,,1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 20, 1915",0,0,3,1,0,0,1,0,0,,,,,0,0,2,0,0,0,0,0,0,,,,
5b861df4-e329-5a7a-b4bf-e2fb7f964e2c,1915-05-19,0,Rio Grande Association,,Albuquerque,5,,Tucson,8,,300,2:25,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 20, 1915",0,5,0,0,0,0,0,0,0,,,,,0,1,1,1,0,0,0,5,x,,,,
bdbff054-875e-5dad-8915-c3806eef4622,1915-05-20,0,Rio Grande Association,,El Paso,14,,Douglas,5,,,1:54,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 21, 1915",0,0,6,1,2,0,2,2,0,,,,,1,0,1,1,0,0,0,1,1,,,,
d0b2731d-086a-5f66-848f-1a0fda2a0025,1915-05-20,0,Rio Grande Association,,Phoenix,4,,Las Cruces,3,,,1:38,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 21, 1915",1,0,0,1,1,0,0,1,0,,,,,0,0,0,0,0,2,0,0,1,,,,
76b1edf5-1be8-5aa6-a1a1-737440b76f75,1915-05-20,0,Rio Grande Association,,Albuquerque,12,,Tucson,14,,400,2:35,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 21, 1915",7,0,0,0,3,2,0,0,0,,,,,1,3,5,0,0,1,4,0,x,,,,
25aaf311-70f0-5984-8f2d-929e7632d01a,1915-05-21,0,Rio Grande Association,,El Paso,16,,Douglas,5,,,1:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 22, 1915",3,1,7,1,3,0,0,1,0,,,,,2,0,0,2,0,0,1,0,0,,,,
7165fbc5-27e1-5ee4-b36c-4703e2bc0c05,1915-05-21,0,Rio Grande Association,,Phoenix,8,,Las Cruces,6,,,1:47,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 22, 1915",0,0,0,1,0,5,0,2,0,,,,,0,0,0,0,0,0,0,0,6,,,,
17c09c9c-2d34-5df8-a9e7-27c59c0cc328,1915-05-21,0,Rio Grande Association,,Albuquerque,6,,Tucson,8,,500,2:10,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 22, 1915",2,0,0,0,0,0,0,2,2,,,,,2,3,0,1,0,1,0,1,x,,,,
8352f65e-b5ca-5d75-83d4-4b89cf0f24e3,1915-05-22,0,Rio Grande Association,,El Paso,16,,Douglas,17,,,2:36,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,0,1,0,2,4,0,7,2,0,,,,3,0,4,4,0,3,0,2,0,1,,,
3cdec244-3305-5b1a-95c8-47b2e1cbacac,1915-05-22,0,Rio Grande Association,,Phoenix,7,,Las Cruces,2,,450,1:49,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,1,0,0,3,2,0,0,1,,,,,0,0,0,0,0,2,0,0,0,,,,
8f09ea6a-f55d-5ac7-8692-03db0d81f1d5,1915-05-22,0,Rio Grande Association,,Albuquerque,8,,Tucson,2,,500,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,1,0,2,0,0,3,1,1,,,,,1,1,0,0,0,0,0,0,0,,,,
01267486-6d71-5bd1-9cab-b0573af9db9f,1915-05-23,0,Rio Grande Association,,El Paso,4,,Douglas,8,,,2:03,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,0,0,0,0,1,0,1,2,,,,,0,4,0,0,2,0,2,0,x,,,,
430ca8e7-d89c-56e4-8b9a-f81c9700801d,1915-05-23,1,Rio Grande Association,,Phoenix,8,,Las Cruces,2,,850,1:56,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,0,0,0,0,2,0,2,4,,,,,0,0,0,0,0,0,0,1,1,,,,
78a626c1-9af7-5dcc-9cf4-57221068b75e,1915-05-23,2,Rio Grande Association,,Phoenix,5,,Las Cruces,6,,,1:21,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",4,1,0,0,0,0,0,,,,,,,0,2,1,0,3,0,x,,,,,,
fcb1ba43-3fea-5e66-9ea3-595072016388,1915-05-23,0,Rio Grande Association,,Albuquerque,7,,Tucson,4,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,1,1,0,2,2,3,0,0,,,,,0,1,0,3,0,0,0,0,0,,,,
277e99f1-f73c-5cc7-a3a8-a68c7ac9a9e3,1915-05-25,0,Rio Grande Association,,Albuquerque,3,,Phoenix,7,,,1:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 26, 1915",0,1,1,0,1,0,0,0,0,,,,,0,0,0,0,0,2,4,1,x,,,,
c560f75a-86c2-5e1a-a869-bb3d2ff203de,1915-05-25,0,Rio Grande Association,,El Paso,8,,Tucson,7,,,2:30,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 26, 1915",0,2,0,0,1,4,1,0,0,,,,,3,0,2,0,0,1,1,0,0,,,,
320b059c-fcf0-5752-9454-4a2e8767a7e4,1915-05-26,0,Rio Grande Association,,Albuquerque,9,,Phoenix,6,,,2:20,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 27, 1915",2,0,3,0,2,0,0,0,2,,,,,2,0,0,2,0,1,1,0,0,,,,
d8b56cde-2afc-5743-b734-d23362eee28a,1915-05-26,0,Rio Grande Association,,El Paso,5,,Tucson,4,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 27, 1915",0,2,0,0,2,0,0,1,0,,,,,0,0,0,0,2,2,0,0,0,,,,
391fe2ed-7e34-5700-82c6-eda35e786ae1,1915-05-27,0,Rio Grande Association,,Albuquerque,5,,Phoenix,4,,,2:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 28, 1915",0,0,0,0,3,0,0,0,1,0,0,1,,0,2,0,2,0,0,0,0,0,0,0,0,
4c93dfaa-091e-5076-9bd6-db6d6fd715ca,1915-05-27,0,Rio Grande Association,,El Paso,2,,Tucson,6,,450,1:45,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 28, 1915",0,0,0,0,2,0,0,0,0,,,,,3,2,0,1,0,0,0,0,x,,,,
1fa33af4-6b26-570c-8a66-674a9b5ba329,1915-05-28,0,Rio Grande Association,,Albuquerque,5,,Phoenix,6,,,2:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 29, 1915",3,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,1,
41445d65-cec1-5ae1-aac5-9275ba0718a0,1915-05-28,0,Rio Grande Association,,El Paso,14,,Tucson,4,,,1:50,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 29, 1915",0,6,0,2,1,2,3,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,
e4f87852-0866-5d92-821e-86b2979c49d1,1915-05-29,0,Rio Grande Association,,Albuquerque,6,,Phoenix,10,,,2:20,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",0,0,0,2,3,1,0,0,0,,,,,0,1,2,0,0,0,5,2,x,,,,
96315edf-03c9-55a2-8cbe-83b1c0f92cd6,1915-05-29,0,Rio Grande Association,,El Paso,1,,Tucson,0,,,1:45,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,,,,
eaef93c2-15e1-5fdf-8db1-9649d993e170,1915-05-30,0,Rio Grande Association,,Albuquerque,5,,Phoenix,0,,,1:30,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",4,0,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
749d29cd-553e-59a3-9c8a-99fb6e69245a,1915-05-30,0,Rio Grande Association,,El Paso,4,,Tucson,5,,"1,100",2:15,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",0,3,0,0,0,0,0,1,0,,,,,2,0,0,0,1,0,2,0,x,,,,
fbf9b61e-2c4d-5736-b852-ea47a92beeb9,1915-05-31,0,Rio Grande Association,,Albuquerque,5,,Phoenix,2,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 1, 1915",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0
ac106b0e-98b7-5a78-b378-833371ad9d02,1915-05-31,0,Rio Grande Association,,El Paso,5,,Tucson,4,,,2:25,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 1, 1915",2,0,1,0,0,0,1,0,1,,,,,2,1,1,0,0,0,0,0,0,,,,
a71685ce-125a-534b-bb29-cf48a33ab114,1915-06-01,0,Rio Grande Association,,El Paso,2,,Phoenix,0,,,1:30,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 2, 1915",1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
8d73bc4c-69b9-5997-92d2-2ce61a2f58fb,1915-06-02,0,Rio Grande Association,,Tucson,3,,Albuquerque,2,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 3, 1915",1,0,0,2,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,,,,
d48c2dd2-4806-50ea-9ac8-df3b55774282,1915-06-02,0,Rio Grande Association,,El Paso,2,,Phoenix,5,,,1:40,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 3, 1915",0,1,0,0,0,1,0,0,0,,,,,0,0,0,5,0,0,0,0,0,,,,
3982a7d9-a652-52e9-a7fe-23c1db667c12,1915-06-03,0,Rio Grande Association,,Tucson,4,,Albuquerque,3,,,1:35,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 4, 1915",2,0,0,0,2,0,0,0,0,,,,,0,1,0,0,0,0,2,0,0,,,,
a511585b-d722-558c-92f0-28b3cb728d1e,1915-06-03,0,Rio Grande Association,,El Paso,2,,Phoenix,1,,,2:00,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 4, 1915",0,0,0,2,0,0,0,0,0,,,,,0,0,0,0,0,1,0,0,0,,,,
7c8dc55f-5355-5252-b266-c39de6a10554,1915-06-04,0,Rio Grande Association,,Tucson,4,,Albuquerque,6,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 5, 1915",0,0,1,1,0,2,0,0,0,,,,,0,2,0,0,0,3,1,0,x,,,,
cf7c4606-c686-5b06-9fde-f70f6482f918,1915-06-04,0,Rio Grande Association,,El Paso,0,,Phoenix,7,,,1:45,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 5, 1915",0,0,0,0,0,0,0,0,0,,,,,1,1,2,2,0,0,0,1,x,,,,
289300dc-8251-57b3-b29a-c0420a0a934c,1915-06-05,0,Rio Grande Association,,Tucson,9,,Albuquerque,10,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 7, 1915",2,1,0,2,0,0,0,0,4,,,,,1,0,3,0,1,3,1,1,x,,,,
f09df5f7-d824-5c2e-9172-7d0f6edff6e4,1915-06-05,0,Rio Grande Association,,El Paso,0,,Phoenix,3,,,1:25,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 7, 1915",0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,0,0,0,1,x,,,,
