key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17
FZKWXKT,1911-06-17,0,Kansas State,regular,,Great Bend,5,,Larned,3,,,,,final,,,1911/1911-GBT/GBT-19110615.txt,"The Great Bend Tribune Jun 19, 1911",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
YTCVTRH,1911-06-28,0,Kansas State,regular,,Great Bend,2,,McPherson,3,,,,,final,,,1911/1911-GBT/GBT-19110622.txt,"Great Bend Tribune Jun 30, 1911",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,
