league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1911,Central League,P4519433,Alberts,,Fort Wayne,1911-04-28,1911-09-06,28,27,0,0,0,0,1,1,0,0,0,27
1911,Central League,P0279043,Alberts,,Terre Haute,1911-04-26,1911-09-06,41,34,0,0,0,0,3,2,0,1,0,34
1911,Central League,P1629089,Allen,,Grand Rapids I,1911-06-22,1911-06-22,1,1,0,0,0,0,0,0,0,0,0,1
1911,Central League,P1897631,Asher,,Dayton,1911-04-30,1911-07-19,19,18,0,0,0,0,0,0,0,0,0,18
1911,Central League,P5698321,Asher,,Grand Rapids II,1911-07-30,1911-07-30,1,1,0,0,0,0,0,0,0,0,0,1
1911,Central League,P8010440,Asher,Ed,Dayton,1911-04-27,1911-04-27,1,1,0,0,0,0,0,0,0,0,0,1
1911,Central League,P1467922,Bailey,,Fort Wayne,1911-05-01,1911-09-04,68,0,21,0,0,0,0,0,0,0,37,0
1911,Central League,P8993329,Bark'l,,Grand Rapids II,1911-08-17,1911-08-17,1,0,0,0,1,0,1,0,0,1,0,0
1911,Central League,P1297385,Bark'l,,Terre Haute,1911-06-13,1911-07-01,3,1,0,1,1,0,2,1,2,0,0,1
1911,Central League,P8943720,Barkw'l,,Grand Rapids II,1911-08-24,1911-08-24,1,0,0,0,1,0,0,0,0,0,0,0
1911,Central League,P7047456,Barkw'l,,Terre Haute,1911-05-24,1911-06-29,3,0,0,0,2,0,1,0,1,0,0,0
1911,Central League,P4846898,Barkwell,,Grand Rapids II,1911-08-11,1911-09-10,29,0,0,0,18,0,11,1,0,10,0,0
1911,Central League,P9972074,Barkwell,,Terre Haute,1911-04-26,1911-08-10,95,1,0,43,31,18,3,0,3,0,0,1
1911,Central League,P8768234,Barrett,,Terre Haute,1911-06-07,1911-06-08,4,0,0,0,0,0,4,0,0,4,0,0
1911,Central League,P5378949,Bates,,Terre Haute,1911-04-26,1911-09-09,102,0,0,0,0,0,101,1,6,95,0,0
1911,Central League,P2845109,Bates,B.,Terre Haute,1911-07-08,1911-07-08,1,0,0,0,0,0,1,0,0,1,0,0
1911,Central League,P3524539,Beasley,,Terre Haute,1911-04-30,1911-07-01,22,22,0,0,0,0,0,0,0,0,0,22
1911,Central League,P9991001,Beatty,,Wheeling,1911-04-27,1911-09-03,37,35,0,0,0,0,2,0,0,2,0,35
1911,Central League,P4318763,Beers,,Zanesville,1911-05-03,1911-05-27,6,6,0,0,0,0,0,0,0,0,0,6
1911,Central League,P3303450,Beesly,,Terre Haute,1911-05-14,1911-05-14,1,1,0,0,0,0,0,0,0,0,0,1
