league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1915,Virginia League,regular,P3616280,Agnew,,Petersburg,1915-04-22,1915-05-26,26,0,0,26,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P6002089,Allen,,Suffolk,1915-04-26,1915-09-06,112,0,0,9,0,0,102,72,0,30,0,0
1915,Virginia League,regular,P4743825,Alrich,,Rocky Mount,1915-04-22,1915-04-22,1,0,0,0,0,0,0,0,0,0,1,0
1915,Virginia League,regular,P7007196,Alten,,Portsmouth,1915-08-20,1915-08-20,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P2044326,Alton,,Portsmouth,1915-08-16,1915-09-06,2,2,0,0,0,0,0,0,0,0,0,2
1915,Virginia League,regular,P3956713,Anderson,,Newport News,1915-08-21,1915-09-03,13,0,13,0,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P3166933,Anderson [2b],,Newport News,1915-09-04,1915-09-06,3,0,0,3,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P8450129,Applegate,,Rocky Mount,1915-04-24,1915-09-04,34,31,0,0,0,0,1,0,0,1,0,31
1915,Virginia League,regular,P2626628,Barn't,,Petersburg,1915-04-28,1915-04-28,1,0,1,0,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P9284184,Barnes,,Suffolk,1915-04-24,1915-04-24,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P4744814,Barnett,,Orphans,1915-08-02,1915-09-06,40,0,2,0,0,0,38,38,0,0,0,0
1915,Virginia League,regular,P6865174,Barnett,,Petersburg,1915-04-26,1915-07-31,77,0,53,1,2,1,20,16,4,0,0,0
1915,Virginia League,regular,P4358660,Barton,,Norfolk,1915-05-17,1915-07-19,17,17,0,0,0,0,0,0,0,0,0,17
1915,Virginia League,regular,P4522478,Barton,,Portsmouth,1915-07-21,1915-07-21,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P4529862,Baumgardner,,Norfolk,1915-05-04,1915-05-14,3,3,0,0,0,0,0,0,0,0,0,3
1915,Virginia League,regular,P1981864,Belanger,,Portsmouth,1915-04-30,1915-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P3849451,Belanjer,,Portsmouth,1915-04-24,1915-04-24,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P5034462,Berg,,Rocky Mount,1915-04-30,1915-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P4263334,Berger,,Newport News,1915-04-26,1915-05-22,22,0,0,0,0,0,22,22,0,0,0,0
1915,Virginia League,regular,P5781218,Biddle,,Rocky Mount,1915-04-27,1915-06-24,16,0,0,0,0,0,16,16,0,0,0,0
1915,Virginia League,regular,P1421826,Bittle,,Rocky Mount,1915-04-22,1915-09-06,101,0,0,0,0,0,101,101,0,0,0,0
1915,Virginia League,regular,P7892057,Bl'kst'e,,Petersburg,1915-04-27,1915-04-27,1,0,0,0,0,0,1,1,0,0,0,0
1915,Virginia League,regular,P8608623,Bl'kstone,,Petersburg,1915-04-26,1915-04-26,1,0,0,0,0,0,1,1,0,0,0,0
1915,Virginia League,regular,P6523916,Blackstone,,Petersburg,1915-04-22,1915-06-19,40,0,0,0,0,0,40,39,0,1,0,0
1915,Virginia League,regular,P2066755,Borjes,,Orphans,1915-08-30,1915-09-04,5,0,0,0,0,0,5,0,0,5,0,0
1915,Virginia League,regular,P8406698,Breen,,Norfolk,1915-07-05,1915-07-05,1,0,0,0,0,0,1,0,0,1,0,0
1915,Virginia League,regular,P7889295,Bruce,,Norfolk,1915-06-19,1915-06-21,3,0,0,0,0,0,3,2,0,1,0,0
1915,Virginia League,regular,P6984581,Bumgardner,,Norfolk,1915-04-30,1915-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1915,Virginia League,regular,P4124230,Bunting,,Newport News,1915-04-26,1915-07-17,68,0,0,68,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P8209107,Burge,,Rocky Mount,1915-04-22,1915-05-14,3,3,0,0,0,0,0,0,0,0,0,3
1915,Virginia League,regular,P0489563,Busch,,Petersburg,1915-04-22,1915-07-31,73,0,0,0,0,73,0,0,0,0,0,0
1915,Virginia League,regular,P2405673,Calder,,Norfolk,1915-07-12,1915-09-06,17,0,0,5,0,0,10,3,1,6,0,0
1915,Virginia League,regular,P8964681,Calder,,Orphans,1915-08-02,1915-08-07,7,0,0,7,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P6225553,Calder,,Petersburg,1915-04-22,1915-06-29,40,0,0,2,37,1,0,0,0,0,0,0
1915,Virginia League,regular,P4088692,Camnitz,,Orphans,1915-08-12,1915-09-06,9,8,0,0,0,0,1,1,0,0,0,8
1915,Virginia League,regular,P6636491,Carnes,,Newport News,1915-04-26,1915-08-14,88,0,88,0,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P2499652,Carnes,,Portsmouth,1915-08-18,1915-09-06,21,0,21,0,0,0,0,0,0,0,0,0
1915,Virginia League,regular,P5646566,Caulder,,Petersburg,1915-04-28,1915-04-28,1,0,0,0,1,0,0,0,0,0,0,0
1915,Virginia League,regular,P5152434,Causey,,Portsmouth,1915-07-24,1915-09-06,14,14,0,0,0,0,0,0,0,0,0,14
1915,Virginia League,regular,P4653548,Cleveland,,Norfolk,1915-04-26,1915-09-06,120,0,0,0,120,0,0,0,0,0,0,0
1915,Virginia League,regular,P6737932,Clunk,,Newport News,1915-04-27,1915-05-06,6,0,3,0,0,0,1,0,1,0,0,0
1915,Virginia League,regular,P2803899,Clunk,,Norfolk,1915-05-10,1915-05-15,5,0,0,0,0,0,5,5,0,0,0,0
