game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P9996981,Howell,,Chapman,3b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P4308780,Williams,,Chapman,1b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P8654045,Griffith,,Chapman,2b,3,4,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P4981134,St. John,,Chapman,ss,4,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P2857902,Woster,,Chapman,lf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P2289432,Scanlon,,Chapman,c,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P3016533,Threll,,Chapman,rf,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P7722112,Perrell,,Chapman,cf,8,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P3734440,Robertson,,Chapman,p,9,3,0,,1,,,,,,,,,,,,,,,,,1,,8,,,,,6,2,2,,1,,2,3,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,,TOTALS,,Chapman,,,33,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,16,2,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P2112243,Armstrong,,Ellsworth,1b,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,1,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P1543512,Poindexter,,Ellsworth,lf,2,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P7093732,Bankhead,,Ellsworth,cf,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P7622294,Reed,,Ellsworth,2b,4,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P7597219,Pickens,,Ellsworth,ss,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P4509226,McLain,,Ellsworth,c,6,3,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P9778392,Johns,,Ellsworth,rf,7,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P4078745,Jewell,,Ellsworth,3b,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,P3332561,Taylor,,Ellsworth,p,9,3,0,,0,,,,,,,,,,,,,,,,1,,,9,,,,,6,1,10,,,,0,2,0,,,,
CWXKQSV,1910,Central Kansas League,1910-07-28,0,regular,,TOTALS,,Ellsworth,,,29,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,1,,,,
