key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source
CWXKQSV,1910-07-28,0,Central Kansas,regular,,Chapman,1,,Ellsworth,5,,,,,final,,,1910/1910-ER/ER-19100725.txt,"Ellsworth Reporter Aug 4, 1910"
