key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10
MQMPLPH,1910-06-03,0,Central Kansas,regular,,Concordia,2,,Salina,11,,,,,final,,,1910/1910-SEJ/SEJ-19100530.txt,"The Salina Evening Journal Jun 4, 1910",1,1,0,0,0,0,0,0,0,,0,0,0,1,5,0,4,1,x,
ZGJKZPW,1910-06-04,0,Central Kansas,regular,,Concordia,0,,Salina,2,,400,1:30,,final,,,1910/1910-SEJ/SEJ-19100530.txt,"The Salina Evening Journal Jun 6, 1910",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,x,
YKYXZDR,1910-06-14,0,Central Kansas,regular,,Beloit,2,,Ellsworth,3,,,,,final,,1,1910/1910-SEJ/SEJ-19100613.txt,The Salina Evening Journal Jun 15. 1910,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CBBBQHF,1910-06-15,0,Central Kansas,regular,,Beloit,0,,Ellsworth,6,,,1:25,,final,,,1910/1910-SEJ/SEJ-19100613.txt,"The Salina Evening Journal Jun 16, 1910",0,0,0,0,0,0,0,0,0,,1,0,1,2,0,0,0,2,0,
CRYCYYM,1910-06-16,0,Central Kansas,regular,,Ellsworth,2,,Salina,3,,,1:05,,final,,2,1910/1910-SEJ/SEJ-19100613.txt,"The Salina Evening Journal Jun 17, 1910",0,0,0,0,0,0,2,0,0,,0,0,0,0,2,0,0,0,1,
BHHQTRK,1910-06-25,0,Central Kansas,regular,,Clay Center,0,,Ellsworth,1,,,1:35,,final,,1,1910/1910-SEJ/SEJ-19100620.txt,"The Salina Evening Journal Jun 27, 1910",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,
BFLVMPT,1910-06-27,0,Central Kansas,regular,,Salina,2,,Abilene,3,,300,1:45,,final,,0,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jun 28, 1910",0,0,2,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,1,
ZBVNDRB,1910-06-27,0,Central Kansas,regular,,Concordia,3,,Manhattan,6,,,1:40,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jun 27, 1910",0,0,0,0,0,0,0,1,2,,0,0,0,4,0,1,0,1,x,
ZRVPQFL,1910-06-28,0,Central Kansas,regular,,Salina,1,,Abilene,2,,,1:45,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jun 28, 1910",0,0,0,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,x,
KGWQYCG,1910-06-28,0,Central Kansas,regular,,Concordia,3,,Manhattan,2,,,2:03,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jun 28, 1910",1,0,0,0,0,0,1,1,0,,0,0,1,1,0,0,0,0,0,
NDXYRPF,1910-06-29,0,Central Kansas,regular,,Salina,4,,Abilene,6,,,1:55,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jun 30, 1910",0,3,0,1,0,0,0,0,0,,3,0,0,0,2,0,1,0,x,
GGQYLKT,1910-06-29,0,Central Kansas,regular,,Concordia,3,,Manhattan,4,,,1:50,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jun 30, 1910",0,0,0,1,0,2,0,0,0,,3,0,0,0,0,0,0,1,x,
TJGYNPB,1910-06-30,0,Central Kansas,regular,,Junction City,3,,Salina,1,,300,1:50,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jul 1, 1910",0,0,0,0,1,0,0,2,0,,0,0,0,0,0,0,0,1,0,
BQLVJGT,1910-07-01,0,Central Kansas,regular,,Junction City,1,,Salina,1,,350,1:50,,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jul 2, 1910",0,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,
MPSGJGK,1910-07-02,0,Central Kansas,regular,,Concordia,,,Clay Center,,,,,Clay Center,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jul 4, 1910",,,,,,,,,,,,,,,,,,,,
TPVMZQL,1910-07-02,0,Central Kansas,regular,,Beloit,,,Manhattan,,,,,,postponed,wet grounds,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jul 4, 1910",,,,,,,,,,,,,,,,,,,,
JVNGPSF,1910-07-02,0,Central Kansas,regular,,Junction City,,,Salina,,,,,Salina,final,,,1910/1910-SEJ/SEJ-19100627.txt,"The Salina Evening Journal Jul 4, 1910",,,,,,,,,,,,,,,,,,,,
YNBJYPZ,1910-07-04,1,Central Kansas,regular,,Abilene,0,,Salina,2,,3000,,,final,,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 5, 1910",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,x,
YVGPRSJ,1910-07-04,2,Central Kansas,regular,,Abilene,6,,Salina,6,,3000,1:45,,completed early,darkness,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 5, 1910",0,0,0,0,0,2,3,1,,,0,0,0,0,0,0,4,2,,
SXXYCWX,1910-07-05,1,Central Kansas,regular,,Abilene,9,,Salina,1,,250,,,final,,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 6, 1910",2,0,4,0,1,1,1,0,0,,0,0,1,0,0,0,0,0,0,
HWMZZRW,1910-07-05,2,Central Kansas,regular,,Abilene,1,,Salina,1,,250,1:00,,completed early,darkness,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 6, 1910",1,0,0,0,0,,,,,,1,0,0,0,0,,,,,
MDLVLYY,1910-07-07,0,Central Kansas,regular,,Abilene,,,Clay Center,,,,,,postponed,rain,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 8, 1910",,,,,,,,,,,,,,,,,,,,
WTQDYBW,1910-07-07,0,Central Kansas,regular,,Manhattan,,,Junction City,,,,,,postponed,dust and rain,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 8, 1910",,,,,,,,,,,,,,,,,,,,
YPBSZKT,1910-07-09,0,Central Kansas,regular,,Salina,2,,Concordia,3,,,1:55,,final,,,1910/1910-SEJ/SEJ-19100704.txt,"The Salina Evening Journal Jul 11, 1910",1,0,0,0,0,1,0,0,0,,0,0,0,1,0,2,0,0,x,
FVHZCJX,1910-07-11,0,Central Kansas,regular,,Salina,,,Abilene,,,,,,postponed,rain,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Daily Union Jul 12, 1910",,,,,,,,,,,,,,,,,,,,
DQPSCQQ,1910-07-11,0,Central Kansas,regular,,Manhattan,,,Beloit,,,,,,postponed,rain,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Daily Union Jul 12, 1910",,,,,,,,,,,,,,,,,,,,
DJFFKGS,1910-07-11,0,Central Kansas,regular,,Concordia,,,Clay Center,,,,,,postponed,rain,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Daily Union Jul 12, 1910",,,,,,,,,,,,,,,,,,,,
KYLKZWB,1910-07-11,0,Central Kansas,regular,,Junction City,3,,Ellsworth,5,,,,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Daily Union Jul 12, 1910",0,2,0,0,0,1,0,0,0,,2,0,0,1,0,0,2,0,0,
PTBCTWN,1910-07-13,1,Central Kansas,regular,,Salina,8,,Abilene,5,,,1:55,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 14, 1910",3,0,3,0,0,0,1,1,0,,1,3,0,0,0,0,0,0,1,
DVVPXSW,1910-07-13,2,Central Kansas,regular,,Salina,7,,Abilene,0,,,1:25,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 14, 1910",0,0,0,1,1,3,2,,,,0,0,0,0,0,0,0,,,
XSRNPKQ,1910-07-14,0,Central Kansas,regular,,Junction City,2,,Salina,6,,,1:45,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 15, 1910",0,0,0,0,0,0,0,2,0,,1,0,2,0,0,0,3,0,x,
TCBWLMQ,1910-07-15,1,Central Kansas,regular,,Junction City,2,,Salina,4,,,1:45,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 16, 1910",0,0,0,0,0,0,0,0,2,,0,0,0,1,0,0,3,0,x,
MDVSXLM,1910-07-15,2,Central Kansas,regular,,Junction City,2,,Salina,7,,,1:25,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 16, 1910",0,2,0,0,0,0,0,,,,1,0,1,0,4,1,x,,,
MQFFBTY,1910-07-16,1,Central Kansas,regular,,Junction City,0,,Salina,3,,,1:30,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 18, 1910",0,0,0,0,0,0,0,0,0,,0,0,1,0,2,0,0,0,x,
QHRBQPT,1910-07-16,2,Central Kansas,regular,,Junction City,2,,Salina,5,,,1:45,,final,,,1910/1910-SEJ/SEJ-19100711.txt,"The Salina Evening Journal Jul 18, 1910",0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,2,3,0,
TJVXMWJ,1910-07-18,0,Central Kansas,regular,,Beloit,,,Abilene,,,,,Abilene,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 19, 1910",,,,,,,,,,,,,,,,,,,,
NMBPVRC,1910-07-21,0,Central Kansas,regular,,Chapman,4,,Junction City,5,,,,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 22, 1910",0,0,0,3,0,0,0,0,1,,0,0,0,4,0,0,0,1,x,
TKVXCST,1910-07-21,0,Central Kansas,regular,,Clay Center,3,,Salina,1,,,1:45,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 22, 1910",0,0,0,0,0,0,2,0,1,,0,0,0,0,0,0,0,0,1,
RPGGGLG,1910-07-22,0,Central Kansas,regular,,Chapman,5,,Junction City,2,,,,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 23, 1910",0,0,0,0,0,2,2,0,1,,0,0,0,0,0,1,1,0,0,
PZRTHVD,1910-07-23,0,Central Kansas,regular,,Chapman,2,,Junction City,5,,,,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 25, 1910",0,0,0,0,0,0,0,0,2,,2,0,0,1,0,0,1,1,x,
SPDMKNW,1910-07-23,0,Central Kansas,regular,,Clay Center,2,,Salina,10,,,1:45,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 22, 1910",0,0,0,0,0,0,2,0,0,,0,2,4,0,0,2,1,1,x,
GWRPDXF,1910-07-23,1,Central Kansas,regular,,Clay Center,1,,Salina,2,,,1:40,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 25, 1910",0,0,0,0,0,0,0,1,0,,0,0,0,0,2,0,0,0,0,
TJRVFYQ,1910-07-23,2,Central Kansas,regular,,Clay Center,1,,Salina,1,,,,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 23, 1910",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DNNJKBX,1910-07-24,0,Central Kansas,regular,,Salina,7,,Chapman,3,,,2:00,,final,,,1910/1910-SEJ/SEJ-19100718.txt,"The Salina Evening Journal Jul 25, 1910",0,0,0,0,1,0,0,2,4,,0,0,3,0,0,0,0,0,0,
