league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1909,Arkansas State League,regular,P4104642,Anderson,,Alexandria,1909-06-03,1909-06-06,2,2,0,0,0,0,0,0,0,0,0,2
1909,Arkansas State League,regular,P5364666,Averett,,Monroe,1909-05-06,1909-05-13,3,3,0,0,0,0,0,0,0,0,0,3
1909,Arkansas State League,regular,P0273247,Averette,,Monroe,1909-05-16,1909-05-21,2,2,0,0,0,0,0,0,0,0,0,2
1909,Arkansas State League,regular,P0964016,Bagswell,,Monroe,1909-04-20,1909-04-20,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P7851677,Bagwell,,Monroe,1909-04-16,1909-05-02,5,5,0,0,0,0,0,0,0,0,0,5
1909,Arkansas State League,regular,P3057732,Baker,,Monroe,1909-05-15,1909-05-15,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P2205532,Bankhead,,Texarkana,1909-04-16,1909-06-27,29,1,0,0,0,0,0,0,0,0,28,1
1909,Arkansas State League,regular,P4358511,Barnicle,,Fort Smith,1909-04-17,1909-04-17,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P5458519,Bauer,,Alexandria,1909-05-20,1909-05-31,3,3,0,0,0,0,0,0,0,0,0,3
1909,Arkansas State League,regular,P4746976,Berry,,Helena,1909-05-19,1909-06-27,22,0,0,0,0,0,0,0,0,0,22,0
1909,Arkansas State League,regular,P8209028,Berry,,Hot Springs,1909-04-16,1909-05-13,11,0,0,0,0,0,0,0,0,0,11,0
1909,Arkansas State League,regular,P5591187,Blackburn,,Monroe,1909-04-18,1909-06-19,6,6,0,0,0,0,0,0,0,0,0,6
1909,Arkansas State League,regular,P3288183,Blakenfohe,,Alexandria,1909-04-28,1909-04-28,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P8965869,Blanchard,,Texarkana,1909-06-21,1909-06-21,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P0702741,Blanche,,Alexandria,1909-05-05,1909-05-05,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P4550793,Blanchet,,Alexandria,1909-04-24,1909-05-27,4,0,0,0,0,0,0,0,0,0,4,0
1909,Arkansas State League,regular,P1536509,Blanchett,,Alexandria,1909-05-06,1909-05-06,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P7290722,Blanchette,,Alexandria,1909-04-27,1909-04-28,2,1,0,0,0,0,0,0,0,0,1,1
1909,Arkansas State League,regular,P6051273,Bockenfohr,,Alexandria,1909-05-28,1909-05-28,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P2862022,Bokenfohr,,Alexandria,1909-04-17,1909-05-31,10,10,0,0,0,0,0,0,0,0,0,10
1909,Arkansas State League,regular,P9106925,Bokenfohr,,Fort Smith,1909-06-05,1909-06-08,2,2,0,0,0,0,0,0,0,0,0,2
1909,Arkansas State League,regular,P9094659,Bokenfore,,Alexandria,1909-05-09,1909-05-09,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P7663231,Bonticle,,Fort Smith,1909-04-23,1909-04-23,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P4321716,Brain,,Alexandria,1909-05-26,1909-05-26,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P3381311,Braum,,Alexandria,1909-05-09,1909-05-09,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P6366272,Braun,,Alexandria,1909-05-04,1909-06-06,26,1,0,0,0,0,0,0,0,0,25,1
