game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P2303747,Hall,,Findlay,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P8316484,Donaldson,,Findlay,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P7179126,Yockey,,Findlay,p,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P8501283,McGovern,,Findlay,c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,,TOTALS,,Findlay,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P5956334,Reynolds,,Lima,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P5435076,Walker,,Lima,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,P0545977,Maroney,,Lima,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLLWVGS,1915,Buckeye League,1915-05-19,0,regular,,TOTALS,,Lima,,,,19,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P5366350,McGonagle,,Marion,2b,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P7649628,Wetzel,,Marion,3b,2,3,0,,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P2298202,Thoma,,Marion,cf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P8231269,Bonnin,,Marion,lf,4,4,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,0,1,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P6537671,Near,,Marion,1b,5,2,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P1071532,Price [Mar],,Marion,rf,6,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P1049520,Judge,,Marion,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P3630981,Breymeier,,Marion,c,8,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P5188656,Hart,,Marion,p,9,1,1,,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,6,,,,1,3,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,,TOTALS,,Marion,,,24,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,3,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P8203411,Long,,Newark,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P7624766,Dougherty,,Newark,p,10,0,0,,0,,,,,,,,,,,,,,,,,,,0.2,,,,,,,1,,,,0,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P3923496,Wratten,,Newark,3b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P4486120,Humphreys,,Newark,2b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P5571921,Booie,,Newark,1b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P6919970,Hunt,,Newark,cf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P0626678,McCullough,,Newark,rf,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P1916056,Price [New],,Newark,ss,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P9866114,Strawn,,Newark,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,P9808261,Dillon,,Newark,p,9,3,1,,0,,,,,,,,,,,,,,,,,,,8.1,,,,,5,6,3,1,1,,0,5,0,,,,
NLQSWGT,1915,Buckeye League,1915-05-19,0,regular,,TOTALS,,Newark,,,33,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,0,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,P9404903,Hook,,Akron,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,P0886172,Talbot,,Akron,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,,TOTALS,,Akron,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,P0339728,Barnhart,,Canton,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,P6185570,McLaughlin,,Canton,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,P1884319,Kirby,,Canton,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSMRQBG,1915,Buckeye League,1915-05-19,0,regular,,TOTALS,,Canton,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,P2650488,French,,Findlay,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,P4742764,Shultz,,Findlay,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,P7479005,McGivern,,Findlay,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,,TOTALS,,Findlay,,,,9,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,P4776043,Clark,,Lima,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,P5435076,Walker,,Lima,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMHHLRN,1915,Buckeye League,1915-05-21,0,regular,P0545977,Maroney,,Lima,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
