key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
VYZHRJF,1910-05-04,0,Carolina Association,regular,,Anderson,5,,Spartanburg,8,,,2:00,,,,,transcript/1910/1910-CEC/boxes/CEC-19100428.txt,"The (Charlotte) Evening Chronicle May 5, 1910",0,0,2,0,2,0,0,0,1,,,,,,,1,0,2,0,2,3,0,0,0,,,,,,
CTVHZJQ,1910-05-04,0,Carolina Association,regular,,Charlotte,3,,Winston-Salem,2,,600,2:10,,,,,transcript/1910/1910-CEC/boxes/CEC-19100428.txt,"The (Charlotte) Evening Chronicle May 5, 1910",1,1,0,0,0,0,0,0,0,1,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,
LJPSDRR,1910-05-05,0,Carolina Association,regular,,Greensboro,3,,Charlotte,1,,1200,1:40,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,0,0,0,0,0,0,0,1,2,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,
TMFWRDW,1910-05-05,0,Carolina Association,regular,,Greenville,5,,Spartanburg,2,,,2:15,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,0,3,0,0,1,0,0,1,0,,,,,,,0,0,0,0,0,1,0,0,1,,,,,,
TBXBRNR,1910-05-05,0,Carolina Association,regular,,Anderson,7,,Winston-Salem,2,,500,1:45,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,1,2,0,0,1,1,0,2,0,,,,,,,0,0,1,0,0,0,0,1,0,,,,,,
RVVVCYY,1910-05-06,0,Carolina Association,regular,,Greensboro,0,,Charlotte,1,,750,1:28,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,
YWRXQWT,1910-05-06,0,Carolina Association,regular,,Greenville,6,,Spartanburg,2,,,1:45,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,2,0,0,2,0,2,0,0,0,,,,,,,0,0,1,0,1,0,0,0,0,,,,,,
NYRGHBJ,1910-05-06,0,Carolina Association,regular,,Anderson,0,,Winston-Salem,4,,400,1:30,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,0,0,0,0,0,0,0,,,,,,,,,0,1,0,0,0,2,0,0,x,,,,,,
NMJGPRQ,1910-05-07,0,Carolina Association,regular,,Greensboro,,,Charlotte,,,,,,postponed,rain,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 8, 1910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKNMYDS,1910-05-07,0,Carolina Association,regular,,Greenville,,,Spartanburg,,,,,,postponed,rain,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 8, 1910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTDGFCZ,1910-05-07,0,Carolina Association,regular,,Anderson,,,Winston-Salem,,,,,,postponed,rain,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 8, 1910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTFKDYX,1910-05-09,0,Carolina Association,regular,,Charlotte,4,,Anderson,3,,,2:00,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 10, 1910",0,0,0,0,0,0,0,4,0,,,,,,,0,0,0,0,0,0,0,3,0,,,,,,
WYLXMZF,1910-05-09,0,Carolina Association,regular,,Spartanburg,4,,Greensboro,3,,500,2:00,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 10, 1910",3,0,1,0,0,0,0,0,0,,,,,,,2,0,0,0,1,0,0,0,0,,,,,,
VDXKFXW,1910-05-09,0,Carolina Association,regular,,Winston-Salem,2,,Greenville,1,,600,1:50,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,The (Charlotte) Evening Chronicle,0,0,0,0,2,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,
RGBNDNX,1910-05-10,0,Carolina Association,regular,,Charlotte,5,,Anderson,8,,,1:45,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 11, 1910",0,1,0,0,2,0,1,1,0,,,,,,,0,0,7,0,0,0,0,1,0,,,,,,
FSWYCKC,1910-05-10,0,Carolina Association,regular,,Spartanburg,0,,Greensboro,5,,600,1:40,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 11, 1910",0,0,0,0,0,0,0,0,0,,,,,,,3,0,0,2,0,0,0,0,0,,,,,,
ZRRXHNV,1910-05-10,0,Carolina Association,regular,,Winston-Salem,3,,Greenville,5,,800,1:55,,,,,transcript/1910/1910-CEC/boxes/CEC-19100505.txt,"The (Charlotte) Evening Chronicle May 11, 1910",0,2,0,0,0,0,0,0,1,,,,,,,0,2,0,0,0,2,0,1,0,,,,,,
