game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P6551793,McHugh,,Charlotte,cf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P0428043,Garman,,Charlotte,1b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P5143743,Cross,,Charlotte,3b,3,5,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,2,3,0,1,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P3721927,Humphrey,,Charlotte,rf,4,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P0483326,Taxis,,Charlotte,c,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P3042039,Coutts,,Charlotte,lf,6,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P5705345,Dobard,,Charlotte,ss,7,4,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,4,3,0,1,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P6253753,Brennan,,Charlotte,2b,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P3146890,Brazille,,Charlotte,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,2,4,1,1,,0,3,0,,,,
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,,TOTALS,,Charlotte,,,35,3,1,11,,,,,,,,,,,,9,2,,,,,,,,,,,27,14,0,,,,
