game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
DXWWKKJ,1910,Carolina Association,1910-04-28,0,regular,P0278848,Hannibo,
WYBYRGR,1910,Carolina Association,1910-04-28,0,regular,P0288955,Mackey,
JWZMDPP,1910,Carolina Association,1910-04-28,0,regular,P3813369,McLesky,
KYZHHKQ,1910,Carolina Association,1910-04-29,0,regular,P0762212,Handibon,
CQDKDNL,1910,Carolina Association,1910-04-29,0,regular,P2681143,Mackay,
WZPBFLN,1910,Carolina Association,1910-04-29,0,regular,P3862216,McLoskey,
XWSCHLF,1910,Carolina Association,1910-05-02,0,regular,P0288955,Mackey,
TVXBVTS,1910,Carolina Association,1910-05-02,0,regular,P3198043,Handiboe,
LTMRLVH,1910,Carolina Association,1910-05-02,0,regular,P8345945,McLarkey,
QYPTHMK,1910,Carolina Association,1910-05-03,0,regular,P2681143,Mackay,
MNXMNNW,1910,Carolina Association,1910-05-03,0,regular,P2072762,McLaskey,
FKXWZFS,1910,Carolina Association,1910-05-03,0,regular,P1089899,Handibou,
CTVHZJQ,1910,Carolina Association,1910-05-04,0,regular,P0288955,Mackey,
HXNYKMC,1910,Carolina Association,1910-05-04,0,regular,P1089899,Handibou,
VYZHRJF,1910,Carolina Association,1910-05-04,0,regular,P3862216,McLoskey,
LJPSDRR,1910,Carolina Association,1910-05-05,0,regular,P3862216,McLoskey,
TMFWRDW,1910,Carolina Association,1910-05-05,0,regular,P0288955,Mackey,
TBXBRNR,1910,Carolina Association,1910-05-05,0,regular,P1089899,Handibou,
RVVVCYY,1910,Carolina Association,1910-05-06,0,regular,P2072762,McLaskey,
NYRGHBJ,1910,Carolina Association,1910-05-06,0,regular,P1089899,Handibou,
YWRXQWT,1910,Carolina Association,1910-05-06,0,regular,P2681143,Mackay,
LTFKDYX,1910,Carolina Association,1910-05-09,0,regular,P2681143,Mackay,
VDXKFXW,1910,Carolina Association,1910-05-09,0,regular,P3972043,McCloskey,
WYLXMZF,1910,Carolina Association,1910-05-09,0,regular,P1089899,Handibou,
RGBNDNX,1910,Carolina Association,1910-05-10,0,regular,P2681143,Mackay,
ZRRXHNV,1910,Carolina Association,1910-05-10,0,regular,P3862216,McLoskey,
FSWYCKC,1910,Carolina Association,1910-05-10,0,regular,P1089899,Handibou,
