key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150501-DCTBRN-DCTDRG-0,Dallas City League,1915-05-01,0,1915-DMN,Texas Drug,a,4,Brown Cracker,h,3,final,
19150501-DCTFRM-DCTINT-0,Dallas City League,1915-05-01,0,1915-DMN,Farm & Ranch,a,5,Home Interurban,h,10,final,
19150501-DCTTXC-DCTWUN-0,Dallas City League,1915-05-01,0,1915-DMN,Texas Company,a,1,Western Union,h,7,final,
19150508-DCTBRN-DCTINT-0,Dallas City League,1915-05-08,0,1915-DMN,Home Interurban,a,2,Brown Cracker,h,0,final,
19150508-DCTDRG-DCTTXC-0,Dallas City League,1915-05-08,0,1915-DMN,Texas Company,a,4,Texas Drug,h,8,final,
19150508-DCTFRM-DCTWUN-0,Dallas City League,1915-05-08,0,1915-DMN,Western Union,a,8,Farm & Ranch,h,5,final,
19150515-DCTBRN-DCTWUN-0,Dallas City League,1915-05-15,0,1915-DMN,Brown Cracker,a,6,Western Union,h,5,final,
19150515-DCTDRG-DCTINT-0,Dallas City League,1915-05-15,0,1915-DMN,Texas Drug,a,10,Home Interurban,h,1,final,
19150515-DCTFRM-DCTTXC-0,Dallas City League,1915-05-15,0,1915-DMN,Texas Company,a,3,Farm & Ranch,h,6,final,
19150522-DCTBRN-DCTFRM-0,Dallas City League,1915-05-22,0,1915-DMN,Farm & Ranch,a,4,Brown Cracker,h,6,final,
19150522-DCTDRG-DCTWUN-0,Dallas City League,1915-05-22,0,1915-DMN,Western Union,a,0,Texas Drug,h,12,final,
19150522-DCTINT-DCTTXC-0,Dallas City League,1915-05-22,0,1915-DMN,Texas Company,a,7,Home Interurban,h,12,final,
19150529-DCTBRN-DCTTXC-0,Dallas City League,1915-05-29,0,1915-DMN,Texas Company,a,,Brown Cracker,h,,final,
19150529-DCTDRG-DCTFRM-0,Dallas City League,1915-05-29,0,1915-DMN,Texas Drug,a,12,Farm & Ranch,h,6,final,
19150529-DCTINT-DCTWUN-0,Dallas City League,1915-05-29,0,1915-DMN,Western Union,a,4,Home Interurban,h,5,final,
19150605-DCTBRN-DCTDRG-0,Dallas City League,1915-06-05,0,1915-DMN,Brown Cracker,a,3,Texas Drug,h,0,final,
19150605-DCTBRN-DCTINT-0,Dallas City League,1915-06-05,0,1915-DMN,Brown Cracker,a,3,Home Interurban,h,2,completed early,
19150605-DCTDRG-DCTTXC-0,Dallas City League,1915-06-05,0,1915-DMN,Texas Drug,a,7,Texas Company,h,5,completed early,
19150605-DCTFRM-DCTINT-0,Dallas City League,1915-06-05,0,1915-DMN,Farm & Ranch,a,1,Home Interurban,h,7,completed early,
