key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
PTWWMDB,1915-05-06,0,Northern,regular,,Virginia,,,Fargo-Moorhead,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBDQQXT,1915-05-06,0,Northern,regular,,Fort William-Port Arthur,,,Grand Forks,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVXTKLL,1915-05-06,0,Northern,regular,,Superior,,,St. Boniface,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMYXDQD,1915-05-06,0,Northern,regular,,Duluth,,,Winnipeg,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTLYYFC,1915-05-07,0,Northern,regular,,Virginia,,,Fargo-Moorhead,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGFGPXL,1915-05-07,0,Northern,regular,,Fort William-Port Arthur,,,Grand Forks,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYWVBNT,1915-05-07,0,Northern,regular,,Superior,,,St. Boniface,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXYHNYW,1915-05-07,0,Northern,regular,,Duluth,,,Winnipeg,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGHDMFS,1915-05-08,0,Northern,regular,,Virginia,5,,Fargo-Moorhead,2,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 9, 1915",0,2,2,0,0,1,0,0,0,,,,,,,0,0,1,0,0,0,0,0,1,,,,,,
JHSHSHH,1915-05-08,0,Northern,regular,,Fort William-Port Arthur,3,,Grand Forks,6,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 9, 1915",1,0,0,0,2,0,0,0,0,,,,,,,0,1,0,0,1,4,0,0,x,,,,,,
VSFNLMG,1915-05-08,0,Northern,regular,,Superior,3,,St. Boniface,11,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 9, 1915",0,0,0,0,0,0,0,3,0,,,,,,,2,0,0,2,0,3,4,0,x,,,,,,
KJGRZDK,1915-05-08,0,Northern,regular,,Duluth,,,Winnipeg,,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGNCZRS,1915-05-09,0,Northern,regular,,Virginia,5,,Fargo-Moorhead,1,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 10, 1915",1,0,3,0,0,0,1,0,0,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,
CNGZWYS,1915-05-09,0,Northern,regular,,Fort William-Port Arthur,2,,Grand Forks,1,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 10, 1915",0,2,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,
VDYDPLC,1915-05-10,0,Northern,regular,,Fort William-Port Arthur,8,,Fargo-Moorhead,1,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 11, 1915",0,0,0,2,1,0,1,4,0,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,
GWGBCVG,1915-05-10,0,Northern,regular,,Virginia,2,,Grand Forks,10,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 11, 1915",0,0,0,0,0,0,2,0,0,,,,,,,4,0,0,2,0,4,0,0,0,,,,,,
VJHBNHL,1915-05-10,0,Northern,regular,,Duluth,10,,St. Boniface,7,,,2:30,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 11, 1915",3,0,0,0,0,6,1,0,0,,,,,,,0,0,1,1,0,1,1,0,3,,,,,,
TPMFLXX,1915-05-10,0,Northern,regular,,Superior,2,,Winnipeg,1,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 11, 1915",0,0,1,0,1,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,
ZRZDQVS,1915-05-11,0,Northern,regular,,Fort William-Port Arthur,8,,Fargo-Moorhead,6,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 12, 1915",0,0,0,0,0,0,3,2,3,,,,,,,0,0,0,0,5,1,0,0,0,,,,,,
QYFLCMS,1915-05-11,0,Northern,regular,,Virginia,0,,Grand Forks,5,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 12, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,3,0,1,0,0,0,1,x,,,,,,
GJNZXZV,1915-05-11,0,Northern,regular,,Duluth,6,,St. Boniface,7,,,1:59,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 12, 1915",0,0,0,0,0,2,0,0,4,,,,,,,4,0,0,0,3,0,0,0,x,,,,,,
TVNKDFR,1915-05-11,0,Northern,regular,,Duluth,,,Winnipeg,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFQHKGS,1915-05-11,0,Northern,regular,,Superior,10,,Winnipeg,5,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 12, 1915",1,1,1,0,3,0,3,2,0,,,,,,,0,0,1,1,1,0,1,1,0,,,,,,
PRTLRWJ,1915-05-12,0,Northern,regular,,Fort William-Port Arthur,2,,Fargo-Moorhead,3,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 13, 1915",0,0,1,0,0,0,0,1,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,
SMKRFFR,1915-05-12,0,Northern,regular,,Virginia,4,,Grand Forks,0,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 13, 1915",0,0,3,0,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
NCDFZDV,1915-05-12,0,Northern,regular,,Duluth,1,,St. Boniface,5,,,1:59,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 13, 1915",0,0,0,0,1,0,0,0,0,,,,,,,1,0,2,0,2,0,0,0,x,,,,,,
MCLVKSD,1915-05-12,0,Northern,regular,,Superior,8,,Winnipeg,7,,,,,final,,,1915/1915-DNT/DNT-19150506.txt,"Duluth News-Tribune, May 13, 1915",0,1,0,2,2,1,1,0,1,,,,,,,1,0,2,0,1,3,0,0,0,,,,,,
TRYCKRR,1915-05-13,0,Northern,regular,,Fort William-Port Arthur,11,,Fargo-Moorhead,6,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 14, 1915",0,0,4,0,0,0,0,6,1,,,,,,,3,0,0,0,0,0,0,0,3,,,,,,
XDGNKRS,1915-05-13,0,Northern,regular,,Virginia,4,,Grand Forks,7,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 14, 1915",1,0,0,0,1,1,1,0,0,,,,,,,0,0,0,2,1,0,4,0,x,,,,,,
NSQMZFP,1915-05-13,0,Northern,regular,,Duluth,7,,St. Boniface,5,,,2:00,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 14, 1915",1,1,0,1,2,0,2,0,,,,,,,,1,3,0,0,1,0,0,0,,,,,,,
YTBHFZX,1915-05-13,0,Northern,regular,,Superior,1,,Winnipeg,4,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 14, 1915",0,0,0,0,0,0,1,0,0,,,,,,,0,0,1,0,0,2,0,1,x,,,,,,
YKSKTGM,1915-05-14,0,Northern,regular,,Duluth,5,,Fargo-Moorhead,11,,,2:00,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 15, 1915",1,0,0,1,0,3,0,0,0,,,,,,,1,5,0,0,0,2,1,2,x,,,,,,
SQDSLWL,1915-05-14,0,Northern,regular,,Superior,5,,Grand Forks,10,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 15, 1915",0,0,0,0,1,0,0,4,0,,,,,,,0,4,1,0,4,0,0,1,x,,,,,,
TWMJYCP,1915-05-14,0,Northern,regular,,Fort William-Port Arthur,3,,St. Boniface,1,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 15, 1915",3,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,
XYVKZHN,1915-05-14,0,Northern,regular,,Virginia,12,,Winnipeg,0,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 15, 1915",4,0,3,0,0,0,2,0,3,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
XNZJBHQ,1915-05-15,0,Northern,regular,,Duluth,,,Fargo-Moorehead,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFHXBDC,1915-05-15,0,Northern,regular,,Superior,,,Grand Forks,,,,,,postponed,rain,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNTJVML,1915-05-15,0,Northern,regular,,Fort William-Port Arthur,0,,St. Boniface,1,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 16, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0,0,0,x,,,,,,
FPMZMYH,1915-05-15,0,Northern,regular,,Virginia,1,,Winnipeg,2,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 16, 1915",0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,1,0,0,0,1,,,,,,
JXNYWDP,1915-05-16,0,Northern,regular,,Duluth,1,,Fargo-Moorhead,7,,,1:40,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 17, 1915",0,0,0,0,0,0,0,1,0,,,,,,,1,2,0,0,2,2,0,0,x,,,,,,
PYSNWXB,1915-05-16,0,Northern,regular,,Superior,2,,Grand Forks,3,,,,,final,,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 17, 1915",0,0,0,1,0,1,0,0,0,,,,,,,0,0,1,1,0,0,0,0,1,,,,,,
NCFCRMW,1915-05-17,1,Northern,regular,,Duluth,,,Fargo-Moorehead,,,,,,postponed,snow,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 18, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYHGHGS,1915-05-17,2,Northern,regular,,Duluth,,,Fargo-Moorehead,,,,,,postponed,snow,,1915/1915-DNT/DNT-19150513.txt,"Duluth News-Tribune, May 18, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
