key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150731-ENCLUM-ENCRED-0,Eastern North Carolina League,1915-07-31,0,1915-CN,Red Springs,a,7,Lumberton,h,4,final,
19150804-ENCLUM-ENCRED-0,Eastern North Carolina League,1915-08-04,0,1915-CN,Lumberton,a,2,Red Springs,h,3,final,
19150805-ENCLUM-ENCRED-0,Eastern North Carolina League,1915-08-05,0,1915-CN,Red Springs,a,4,Lumberton,h,0,final,
19150806-ENCALB-ENCRED-0,Eastern North Carolina League,1915-08-06,0,1915-CN,Albemarle,a,0,Red Springs,h,7,final,
19150810-ENCLUM-ENCRED-0,Eastern North Carolina League,1915-08-10,0,1915-CN,Red Springs,a,4,Lumberton,h,0,final,
19150811-ENCALB-ENCLUM-0,Eastern North Carolina League,1915-08-11,0,1915-CN,Albemarle,a,0,Lumberton,h,6,final,
19150812-ENCALB-ENCLUM-0,Eastern North Carolina League,1915-08-12,0,1915-CN,Albemarle,a,2,Lumberton,h,5,final,
19150818-ENCLUM-ENCRED-0,Eastern North Carolina League,1915-08-18,0,1915-CN,Lumberton,a,2,Red Springs,h,3,final,
19150819-ENCALB-ENCLUM-0,Eastern North Carolina League,1915-08-19,0,1915-CN,Lumberton,a,4,Albemarle,h,0,final,
19150820-ENCALB-ENCLUM-0,Eastern North Carolina League,1915-08-20,0,1915-CN,Lumberton,a,5,Albemarle,h,4,final,
19150821-ENCALB-ENCLUM-0,Eastern North Carolina League,1915-08-21,0,1915-CN,Lumberton,a,8,Albemarle,h,7,final,
19150823-ENCALB-ENCRED-0,Eastern North Carolina League,1915-08-23,0,1915-CN,Red Springs,a,7,Albemarle,h,2,final,
19150824-ENCALB-ENCRED-0,Eastern North Carolina League,1915-08-24,0,1915-CN,Red Springs,a,5,Albemarle,h,3,final,
19150825-ENCALB-ENCRED-0,Eastern North Carolina League,1915-08-25,0,1915-CN,Red Springs,a,7,Albemarle,h,8,final,
