team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150806-ENCALB-ENCRED-0,,,Black,,a03,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150811-ENCALB-ENCLUM-0,,,Black,,a02,ss
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150812-ENCALB-ENCLUM-0,,,Black,,a04,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150819-ENCALB-ENCLUM-0,,,Black,,b04,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150820-ENCALB-ENCLUM-0,,,Black,,b04,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150821-ENCALB-ENCLUM-0,,,Black,,b05,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150823-ENCALB-ENCRED-0,,,Black,,b04,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150824-ENCALB-ENCRED-0,,,Black,,b02,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150825-ENCALB-ENCRED-0,,,Black,,b05,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150806-ENCALB-ENCRED-0,,,Cooper,D.,a01,ss
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150811-ENCALB-ENCLUM-0,,,Cooper,D.,a01,3b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150812-ENCALB-ENCLUM-0,,,Cooper,D.,a06,ss
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150819-ENCALB-ENCLUM-0,,,Cooper,D.,b07,ss
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150823-ENCALB-ENCRED-0,,,Cooper,D.,b07,rf
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150811-ENCALB-ENCLUM-0,,,Cooper,L.,a07,1b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150812-ENCALB-ENCLUM-0,,,Cooper,L.,a07,1b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150819-ENCALB-ENCLUM-0,,,Cooper,L.,b08,1b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150806-ENCALB-ENCRED-0,,,Cooper,S.,a08,1b
Eastern North Carolina League,ENCALB,Albemarle,1915-CN,19150806-ENCALB-ENCRED-0,,,Devane,,a02,cf
