game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
GYVKQSZ,1915,New York State League,1915-05-08,0,regular,P0307135,McBride,
NDRDTQL,1915,New York State League,1915-05-15,1,regular,P1412063,Kuhn,
NDRDTQL,1915,New York State League,1915-05-15,1,regular,P4600366,O'Connor,
JPCPVYL,1915,New York State League,1915-05-15,2,regular,P4600366,O'Connor,
JPCPVYL,1915,New York State League,1915-05-15,2,regular,P1412063,Kuhn,
VRNRCVC,1915,New York State League,1915-05-22,0,regular,P4600366,O'Connor,
VRNRCVC,1915,New York State League,1915-05-22,0,regular,P6119460,Dougherty,
DRZJWNX,1915,New York State League,1915-06-05,1,regular,P1412063,Kuhn,
DRZJWNX,1915,New York State League,1915-06-05,1,regular,P7635496,Johnson,
CRCJTHT,1915,New York State League,1915-06-05,2,regular,P7635496,Johnson,
CRCJTHT,1915,New York State League,1915-06-05,2,regular,P1412063,Kuhn,
RSVDXJR,1915,New York State League,1915-06-12,1,regular,P1412063,Kuhn,
RSVDXJR,1915,New York State League,1915-06-12,1,regular,P4600366,O'Connor,
GTXTRZZ,1915,New York State League,1915-06-12,2,regular,P4600366,O'Connor,
GTXTRZZ,1915,New York State League,1915-06-12,2,regular,P1412063,Kuhn,
NHCGWYM,1915,New York State League,1915-06-19,0,regular,P4600366,O'Connor,
VGQQLFG,1915,New York State League,1915-06-26,1,regular,P7635496,Johnson,
KCGZCWR,1915,New York State League,1915-06-26,2,regular,P7635496,Johnson,
BDDMTSQ,1915,New York State League,1915-07-10,1,regular,P6119460,Dougherty,
SSKVQYS,1915,New York State League,1915-07-10,2,regular,P6119460,Dougherty,
NJJPJLH,1915,New York State League,1915-07-17,1,regular,P4600366,O'Connor,
YTBHMHD,1915,New York State League,1915-07-17,2,regular,P4600366,O'Connor,
RCWDRJY,1915,New York State League,1915-07-24,1,regular,P7635496,Johnson,
YVKBHYX,1915,New York State League,1915-07-24,2,regular,P7635496,Johnson,
GXRWVYC,1915,New York State League,1915-07-31,1,regular,P7635496,Johnson,
GXRWVYC,1915,New York State League,1915-07-31,1,regular,P5002087,Pender,
LWXVBZQ,1915,New York State League,1915-07-31,2,regular,P7635496,Johnson,
LWXVBZQ,1915,New York State League,1915-07-31,2,regular,P5002087,Pender,
YXWXJFZ,1915,New York State League,1915-08-07,1,regular,P5002087,Pender,
YXWXJFZ,1915,New York State League,1915-08-07,1,regular,P4600366,O'Connor,
BRSBWKQ,1915,New York State League,1915-08-07,2,regular,P4600366,O'Connor,
BRSBWKQ,1915,New York State League,1915-08-07,2,regular,P5002087,Pender,
JPLJXKY,1915,New York State League,1915-08-14,1,regular,P1412063,Kuhn,
CQDPFYC,1915,New York State League,1915-08-14,2,regular,P1412063,Kuhn,
VCLTMLT,1915,New York State League,1915-08-21,1,regular,P0307135,McBride,
YRWMDMF,1915,New York State League,1915-08-21,2,regular,P0307135,McBride,
CRPSYKQ,1915,New York State League,1915-08-28,1,regular,P1412063,Kuhn,
TDVGJVY,1915,New York State League,1915-08-28,2,regular,P1412063,Kuhn,
