game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P2561944,Gramley,,Clay Center,?,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P1268289,Forsberg,,Clay Center,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,,TOTALS,,Clay Center,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P6090146,White,,Ellsworth,?,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P5645502,Farmer,,Ellsworth,?,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P1976442,Seigel,,Ellsworth,?,3,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P1510718,Armstrong,,Ellsworth,?,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,P9011107,Delbert,,Ellsworth,p,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,
NDXMBLN,1909,Central Kansas League,1909-06-15,0,regular,,TOTALS,,Ellsworth,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
BMSRSZS,1909,Central Kansas League,1909-06-16,0,regular,P8595652,Strong,,Clay Center,?,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSRSZS,1909,Central Kansas League,1909-06-16,0,regular,P2551845,Day,,Clay Center,?,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMSRSZS,1909,Central Kansas League,1909-06-16,0,regular,P7263220,Allingham,,Clay Center,?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
BMSRSZS,1909,Central Kansas League,1909-06-16,0,regular,P4476375,Myers,,Clay Center,?,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
