game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Demaggio,,Phoenix,lf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Brown,,Phoenix,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Dowling,,Phoenix,2b,2,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,McArdle,,Phoenix,ss,3,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Lynn,,Phoenix,c,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,8,3,0,2,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Pittman,,Phoenix,cf,5,3,2,,3,,,,,,,,,,3,,,,,,,,,,,,,,2,0,1,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Nutt,,Phoenix,1b,6,5,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Scanlon,,Phoenix,3b,7,5,0,,2,,,,,,,,,,2,,,,,,,,,,,,,,1,0,1,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Young,,Phoenix,rf,8,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Hall,,Phoenix,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,7,,,,2,0,0,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,TOTALS,,Phoenix,,,37,2,,11,,,,,,,,,,,,,,,,,,,,,,,,24,10,3,,,,
MDHSKFP,1915,Rio Grande Association,1915-04-27,0,regular,Stedilli,,Tucson,lf,1,5,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
