league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1915,Blue Ridge League,P6108948,Agnew,,Frederick,1915-06-08,1915-07-24,35,0,0,35,0,0,0,0,0,0,0,0
1915,Blue Ridge League,P4416360,Barnh't,,Frederick,1915-06-10,1915-06-10,1,0,0,0,1,0,0,0,0,0,0,0
1915,Blue Ridge League,P4666868,Barnhart,,Frederick,1915-06-08,1915-07-24,36,0,0,0,36,0,0,0,0,0,0,0
1915,Blue Ridge League,P8766088,Basehoar,,Gettysburg,1915-07-08,1915-07-08,2,0,0,0,0,0,2,0,0,2,0,0
1915,Blue Ridge League,P4524716,Basehore,,Gettysburg,1915-07-12,1915-07-22,4,0,1,0,0,0,3,0,1,2,0,0
1915,Blue Ridge League,P3934119,Bashore,,Gettysburg,1915-07-05,1915-07-24,13,0,7,0,0,0,6,3,2,1,0,0
1915,Blue Ridge League,P8461232,Bauer,,Martinsburg,1915-06-04,1915-06-04,1,0,0,0,0,0,1,0,1,0,0,0
1915,Blue Ridge League,P3504440,Bigler,,Gettysburg,1915-06-12,1915-07-24,35,0,0,1,34,0,0,0,0,0,0,0
1915,Blue Ridge League,P7711461,Bitters,,Chambersburg,1915-06-08,1915-06-24,5,5,0,0,0,0,0,0,0,0,0,5
1915,Blue Ridge League,P8551232,Bitters,,Gettysburg,1915-06-26,1915-06-26,1,1,0,0,0,0,0,0,0,0,0,1
1915,Blue Ridge League,P5185530,Blunt,,Hagerstown,1915-06-08,1915-06-30,21,0,2,0,0,0,5,5,0,0,14,0
1915,Blue Ridge League,P0625280,Bower,,Martinsburg,1915-06-05,1915-06-05,1,0,0,0,0,0,1,0,1,0,0,0
1915,Blue Ridge League,P0329155,Boyd,,Hagerstown,1915-06-25,1915-07-16,5,5,0,0,0,0,0,0,0,0,0,5
