league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Blue Ridge League,regular,P2053189,Cleary,,1915-07-14,1915-07-24,8
1915,Blue Ridge League,regular,P1604466,Derr,,1915-07-20,1915-07-24,5
1915,Blue Ridge League,regular,P8279764,Glatts,,1915-06-08,1915-07-24,22
1915,Blue Ridge League,regular,P7964248,"Glatts, J.",,1915-06-29,1915-06-29,1
1915,Blue Ridge League,regular,P6147453,Haines,,1915-06-14,1915-06-14,1
1915,Blue Ridge League,regular,P2609530,Hanks,,1915-05-27,1915-07-14,22
1915,Blue Ridge League,regular,P6903285,James,,1915-07-13,1915-07-13,1
1915,Blue Ridge League,regular,P3368566,Lawrence,,1915-07-12,1915-07-12,1
1915,Blue Ridge League,regular,P6494580,McAtee,,1915-06-04,1915-07-24,33
1915,Blue Ridge League,regular,P0652666,R. Hanks,,1915-07-13,1915-07-13,1
