game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,P6792906,Stevens,,Frederick,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,P3712993,Whalen,,Frederick,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Frederick,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,P5612194,Kelly,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,P1025932,Schaufle,,Martinsburg,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,P9810067,Zachary,,Martinsburg,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCWVKR,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Martinsburg,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRYPSDN,1915,Blue Ridge League,1915-05-27,0,regular,P1116347,Strickler,,Chambersburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRYPSDN,1915,Blue Ridge League,1915-05-27,0,regular,P5393752,Stroh,,Chambersburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRYPSDN,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Chambersburg,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRYPSDN,1915,Blue Ridge League,1915-05-27,0,regular,P7167138,Hevener,,Hagerstown,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
