key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
ab9820d4-874f-574c-8785-8d08c5b35a53,1915-05-27,0,Blue Ridge,regular,,Hagerstown,3,,Chambersburg,1,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150527.txt,"Hanover Evening Sun, May 28, 1915",0,1,0,0,1,0,0,1,0,,,,,,0,0,1,0,0,0,0,0,0,,,,,
961321de-a0bf-52ba-af92-740c892cc827,1915-05-27,0,Blue Ridge,regular,,Martinsburg,3,,Frederick,14,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150527.txt,"Hanover Evening Sun, May 28, 1915",0,0,0,0,0,0,3,0,0,,,,,,0,2,4,2,1,1,4,0,0,,,,,
d9e24035-203a-5068-8d76-2b35680a688c,1915-05-27,0,Blue Ridge,regular,,Gettysburg,5,,Hanover,0,,,2:00,,,,,transcript/1915/1915-HES/boxes/BLRI-19150527.txt,"Hanover Evening Sun, May 28, 1915",0,3,0,2,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
23631def-51d0-5498-872a-0d19b6c1178f,1915-05-28,0,Blue Ridge,regular,,Hanover,5,,Gettysburg,1,,1000,1:50,,,,,transcript/1915/1915-HES/boxes/BLRI-19150527.txt,"Hanover Evening Sun, May 29, 1915",0,0,0,0,4,0,0,0,1,,,,,,0,0,1,0,0,0,0,0,0,,,,,
9bf8293b-54bf-57c8-afe4-f6346d73d77c,1915-06-04,0,Blue Ridge,regular,,Gettysburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150531.txt,"Hanover Evening Sun, June 5, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b5245fd-1210-5df9-a6d7-ad9fad39b091,1915-06-04,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150531.txt,"Hanover Evening Sun, June 5, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
905bbcf3-d38f-591e-960d-d2611c6522f4,1915-06-04,0,Blue Ridge,regular,,Martinsburg,1,,Hanover,3,,,1:45,,,,,transcript/1915/1915-HES/boxes/BLRI-19150531.txt,"Hanover Evening Sun, June 5, 1915",0,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,2,1,0,x,,,,,
36604499-9f80-5567-bbc0-c6802683ce8c,1915-06-05,0,Blue Ridge,regular,,Gettysburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150531.txt,"Hanover Evening Sun, June 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
a14a495b-1c9d-5cb4-a2d6-0e600a4f9ac4,1915-06-05,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150531.txt,"Hanover Evening Sun, June 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ca0c84a-7ed4-5140-87b6-4f4e63cbbf7e,1915-06-05,0,Blue Ridge,regular,,Martinsburg,3,,Hanover,4,,,2:00,,,,,transcript/1915/1915-HES/boxes/BLRI-19150531.txt,"Hanover Evening Sun, June 7, 1915",0,0,3,0,0,0,0,0,0,,,,,,0,0,0,3,0,0,1,0,x,,,,,
e49a5173-946b-5bbf-b345-72601544e9fd,1915-06-07,0,Blue Ridge,regular,,Hanover,2,,Chambersburg,7,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150607.txt,"Hanover Evening Sun, June 8, 1915",1,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,7,x,,,,,
ad3a9260-c35a-5ac5-b22a-015527d74ee3,1915-06-07,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150607.txt,"Hanover Evening Sun, June 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
f632fe6f-ccf5-5a1f-a67a-2163c166e26b,1915-06-07,0,Blue Ridge,regular,,Martinsburg,1,,Gettysburg,3,,,,,,,,transcript/1915/1915-HES/boxes/BLRI-19150607.txt,"Hanover Evening Sun, June 8, 1915",0,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,2,x,,,,,
580ecf23-0b2b-5605-b7f6-bb4a1c6cafe2,1915-06-08,0,Blue Ridge,regular,,Hanover,2,,Chambersburg,7,,,1:40,,,,,transcript/1915/1915-HES/boxes/BLRI-19150607.txt,"Hanover Evening Sun, June 9, 1915",0,2,0,0,0,0,0,0,0,,,,,,1,0,3,0,2,1,0,0,x,,,,,
