game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
ZMXSQRN,1915,Blue Ridge League,1915-05-27,0,regular,P2609530,Hanks,
GNPHHXZ,1915,Blue Ridge League,1915-05-28,0,regular,P2609530,Hanks,
VMVFTRN,1915,Blue Ridge League,1915-06-04,0,regular,P6494580,McAtee,
GFKMPTP,1915,Blue Ridge League,1915-06-05,0,regular,P6494580,McAtee,
PKYRVGT,1915,Blue Ridge League,1915-06-08,0,regular,P8279764,Glatts,
KNHGRLL,1915,Blue Ridge League,1915-06-09,0,regular,P6494580,McAtee,
VTKGGTG,1915,Blue Ridge League,1915-06-09,0,regular,P8279764,Glatts,
FRTSFLN,1915,Blue Ridge League,1915-06-10,0,regular,P6494580,McAtee,
DNCNBJG,1915,Blue Ridge League,1915-06-11,0,regular,P2609530,Hanks,
JHZPYXW,1915,Blue Ridge League,1915-06-11,0,regular,P6494580,McAtee,
KNNTZWL,1915,Blue Ridge League,1915-06-11,0,regular,P8279764,Glatts,
NBKLPYR,1915,Blue Ridge League,1915-06-12,0,regular,P2609530,Hanks,
VSWHPWT,1915,Blue Ridge League,1915-06-12,0,regular,P8279764,Glatts,
WRBRFLZ,1915,Blue Ridge League,1915-06-12,0,regular,P6494580,McAtee,
TSRMZLH,1915,Blue Ridge League,1915-06-14,0,regular,P6494580,McAtee,
DYVMZJL,1915,Blue Ridge League,1915-06-14,0,regular,P6147453,Haines,
BBVDFNX,1915,Blue Ridge League,1915-06-16,0,regular,P6494580,McAtee,
GYMCSNM,1915,Blue Ridge League,1915-06-17,0,regular,P6494580,McAtee,
RHQKDDP,1915,Blue Ridge League,1915-06-17,0,regular,P8279764,Glatts,
LVXMYYZ,1915,Blue Ridge League,1915-06-17,0,regular,P2609530,Hanks,
HGPFGSF,1915,Blue Ridge League,1915-06-18,0,regular,P6494580,McAtee,
ZWYZCCQ,1915,Blue Ridge League,1915-06-19,0,regular,P6494580,McAtee,
KWTMMPS,1915,Blue Ridge League,1915-06-21,0,regular,P2609530,Hanks,
GFPKNQP,1915,Blue Ridge League,1915-06-21,0,regular,P8279764,Glatts,
YKFJQYR,1915,Blue Ridge League,1915-06-22,0,regular,P2609530,Hanks,
ZRBVQTQ,1915,Blue Ridge League,1915-06-22,0,regular,P8279764,Glatts,
VBWPJRZ,1915,Blue Ridge League,1915-06-23,0,regular,P8279764,Glatts,
BNQXTCD,1915,Blue Ridge League,1915-06-23,0,regular,P2609530,Hanks,
ZKMJVQT,1915,Blue Ridge League,1915-06-24,0,regular,P8279764,Glatts,
DSRRKBG,1915,Blue Ridge League,1915-06-24,0,regular,P2609530,Hanks,
TCTCJVF,1915,Blue Ridge League,1915-06-25,1,regular,P2609530,Hanks,
KVDGWBN,1915,Blue Ridge League,1915-06-25,2,regular,P2609530,Hanks,
RLFRVWC,1915,Blue Ridge League,1915-06-25,0,regular,P8279764,Glatts,
NPPDTVD,1915,Blue Ridge League,1915-06-25,0,regular,P6494580,McAtee,
SJQDZVM,1915,Blue Ridge League,1915-06-26,1,regular,P2609530,Hanks,
GJNBTCX,1915,Blue Ridge League,1915-06-26,2,regular,P2609530,Hanks,
YDYGCFP,1915,Blue Ridge League,1915-06-26,1,regular,P6494580,McAtee,
FJPVHMM,1915,Blue Ridge League,1915-06-26,2,regular,P6494580,McAtee,
LTJZXXS,1915,Blue Ridge League,1915-06-28,0,regular,P8279764,Glatts,
PMMLVVM,1915,Blue Ridge League,1915-06-28,0,regular,P6494580,McAtee,
CQPVNLK,1915,Blue Ridge League,1915-06-29,0,regular,P0697868,Glatts,J.
NYQDCDT,1915,Blue Ridge League,1915-06-29,0,regular,P2609530,Hanks,
BVNMHFR,1915,Blue Ridge League,1915-06-29,0,regular,P6494580,McAtee,
CSKFJLJ,1915,Blue Ridge League,1915-06-30,0,regular,P8279764,Glatts,
XJSGNZV,1915,Blue Ridge League,1915-06-30,0,regular,P6494580,McAtee,
DWHWQDV,1915,Blue Ridge League,1915-06-30,0,regular,P2609530,Hanks,
KTJYGVL,1915,Blue Ridge League,1915-07-02,0,regular,P2609530,Hanks,
JYBQZNV,1915,Blue Ridge League,1915-07-05,1,regular,P6494580,McAtee,
DDTFGSR,1915,Blue Ridge League,1915-07-05,2,regular,P6494580,McAtee,
SYPVHTV,1915,Blue Ridge League,1915-07-05,2,regular,P2609530,Hanks,
YQWTMQZ,1915,Blue Ridge League,1915-07-06,0,regular,P6494580,McAtee,
LVZKHWQ,1915,Blue Ridge League,1915-07-06,0,regular,P2609530,Hanks,
KVMQJPP,1915,Blue Ridge League,1915-07-08,0,regular,P2609530,Hanks,
MDHQQZD,1915,Blue Ridge League,1915-07-08,1,regular,P6494580,McAtee,
LNDVXNQ,1915,Blue Ridge League,1915-07-08,2,regular,P6494580,McAtee,
HMYMZRB,1915,Blue Ridge League,1915-07-08,0,regular,P8279764,Glatts,
LPQSHSY,1915,Blue Ridge League,1915-07-09,0,regular,P2609530,Hanks,
BRHTGPX,1915,Blue Ridge League,1915-07-09,0,regular,P6494580,McAtee,
QGRTTCQ,1915,Blue Ridge League,1915-07-09,0,regular,P8279764,Glatts,
JJJTCXY,1915,Blue Ridge League,1915-07-10,0,regular,P2609530,Hanks,
CPXQPGJ,1915,Blue Ridge League,1915-07-10,0,regular,P6494580,McAtee,
YBSMZDW,1915,Blue Ridge League,1915-07-12,0,regular,P3368566,Lawrence,
PWKKBTP,1915,Blue Ridge League,1915-07-12,0,regular,P6494580,McAtee,
KVBSTFL,1915,Blue Ridge League,1915-07-12,0,regular,P8279764,Glatts,
CGJPMPJ,1915,Blue Ridge League,1915-07-13,0,regular,P6494580,McAtee,
LJWVLPN,1915,Blue Ridge League,1915-07-13,0,regular,P0652666,R. Hanks,
JXTGXZT,1915,Blue Ridge League,1915-07-13,0,regular,P6903285,James,
GCBGSVT,1915,Blue Ridge League,1915-07-14,0,regular,P8279764,Glatts,
VXTTFCY,1915,Blue Ridge League,1915-07-14,0,regular,P2609530,Hanks,
VXTTFCY,1915,Blue Ridge League,1915-07-14,0,regular,P2053189,Cleary,
PMBFPGQ,1915,Blue Ridge League,1915-07-14,0,regular,P6494580,McAtee,
ZTDHMMX,1915,Blue Ridge League,1915-07-16,0,regular,P8279764,Glatts,
NCFKDMM,1915,Blue Ridge League,1915-07-16,0,regular,P2053189,Cleary,
YSBWKZB,1915,Blue Ridge League,1915-07-16,0,regular,P6494580,McAtee,
LVNRRZV,1915,Blue Ridge League,1915-07-19,0,regular,P8279764,Glatts,
WYHPXCG,1915,Blue Ridge League,1915-07-19,0,regular,P2053189,Cleary,
ZNFHMKN,1915,Blue Ridge League,1915-07-20,0,regular,P8279764,Glatts,
ZZZKTQJ,1915,Blue Ridge League,1915-07-20,1,regular,P2053189,Cleary,
NYQGKLF,1915,Blue Ridge League,1915-07-20,2,regular,P2053189,Cleary,
FCZDBYZ,1915,Blue Ridge League,1915-07-20,0,regular,P6494580,McAtee,
FCZDBYZ,1915,Blue Ridge League,1915-07-20,0,regular,P1604466,Derr,
KTMCTWB,1915,Blue Ridge League,1915-07-22,0,regular,P8279764,Glatts,
WXCNVXB,1915,Blue Ridge League,1915-07-22,0,regular,P2053189,Cleary,
VHFWYQY,1915,Blue Ridge League,1915-07-22,0,regular,P1604466,Derr,
VHFWYQY,1915,Blue Ridge League,1915-07-22,0,regular,P6494580,McAtee,
LWBHJDQ,1915,Blue Ridge League,1915-07-23,0,regular,P8279764,Glatts,
BVMWCWS,1915,Blue Ridge League,1915-07-23,0,regular,P1604466,Derr,
BVMWCWS,1915,Blue Ridge League,1915-07-23,0,regular,P6494580,McAtee,
XVZJNCB,1915,Blue Ridge League,1915-07-23,0,regular,P2053189,Cleary,
KZFJWNW,1915,Blue Ridge League,1915-07-24,0,regular,P8279764,Glatts,
TQPKMKS,1915,Blue Ridge League,1915-07-24,1,regular,P1604466,Derr,
TQPKMKS,1915,Blue Ridge League,1915-07-24,1,regular,P6494580,McAtee,
VYMFHBQ,1915,Blue Ridge League,1915-07-24,2,regular,P1604466,Derr,
VYMFHBQ,1915,Blue Ridge League,1915-07-24,2,regular,P6494580,McAtee,
MNDSFJC,1915,Blue Ridge League,1915-07-24,0,regular,P2053189,Cleary,
