key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19120425-CARAND-CARCHA-0,Carolina Association,1912-04-25,0,1912-CN,Anderson,a,5.0,Charlotte,h,3.0,final,
19120425-CARGBO-CARWIN-0,Carolina Association,1912-04-25,0,1912-CN,Greensboro,a,4.0,Winston-Salem,h,6.0,final,
19120425-CARGVL-CARSPA-0,Carolina Association,1912-04-25,0,1912-CN,Spartanburg,a,6.0,Greenville,h,4.0,final,
19120426-CARAND-CARCHA-0,Carolina Association,1912-04-26,0,1912-CN,Anderson,a,3.0,Charlotte,h,9.0,final,
19120426-CARGBO-CARWIN-0,Carolina Association,1912-04-26,0,1912-CN,Greensboro,a,5.0,Winston-Salem,h,2.0,final,
19120426-CARGVL-CARSPA-0,Carolina Association,1912-04-26,0,1912-CN,Spartanburg,a,2.0,Greenville,h,1.0,final,
19120427-CARAND-CARCHA-0,Carolina Association,1912-04-27,0,1912-CN,Anderson,a,1.0,Charlotte,h,0.0,final,
19120427-CARGBO-CARWIN-0,Carolina Association,1912-04-27,0,1912-CN,Greensboro,a,6.0,Winston-Salem,h,8.0,final,
19120427-CARGVL-CARSPA-0,Carolina Association,1912-04-27,0,1912-CN,Spartanburg,a,12.0,Greenville,h,5.0,final,
19120429-CARAND-CARSPA-0,Carolina Association,1912-04-29,0,1912-CN,Anderson,a,,Spartanburg,h,,postponed,
19120429-CARCHA-CARGBO-0,Carolina Association,1912-04-29,0,1912-CN,Charlotte,a,1.0,Greensboro,h,0.0,final,
19120429-CARGVL-CARWIN-0,Carolina Association,1912-04-29,0,1912-CN,Winston-Salem,a,,Greenville,h,,postponed,
19120430-CARAND-CARSPA-1,Carolina Association,1912-04-30,1,1912-CN,Anderson,a,6.0,Spartanburg,h,9.0,final,
19120430-CARAND-CARSPA-2,Carolina Association,1912-04-30,2,1912-CN,Anderson,a,1.0,Spartanburg,h,3.0,final,
19120430-CARCHA-CARGBO-0,Carolina Association,1912-04-30,0,1912-CN,Charlotte,a,4.0,Greensboro,h,2.0,final,
19120430-CARGVL-CARWIN-1,Carolina Association,1912-04-30,1,1912-CN,Winston-Salem,a,0.0,Greenville,h,6.0,final,
19120430-CARGVL-CARWIN-2,Carolina Association,1912-04-30,2,1912-CN,Winston-Salem,a,1.0,Greenville,h,0.0,final,
19120501-CARAND-CARSPA-0,Carolina Association,1912-05-01,0,1912-CN,Anderson,a,4.0,Spartanburg,h,5.0,final,
19120501-CARCHA-CARGBO-0,Carolina Association,1912-05-01,0,1912-CN,Charlotte,a,4.0,Greensboro,h,2.0,final,
19120501-CARGVL-CARWIN-0,Carolina Association,1912-05-01,0,1912-CN,Winston-Salem,a,3.0,Greenville,h,7.0,final,
19120502-CARAND-CARGVL-0,Carolina Association,1912-05-02,0,1912-CN,Greenville,a,1.0,Anderson,h,17.0,final,
19120502-CARCHA-CARWIN-0,Carolina Association,1912-05-02,0,1912-CN,Charlotte,a,1.0,Winston-Salem,h,4.0,final,
19120502-CARGBO-CARSPA-0,Carolina Association,1912-05-02,0,1912-CN,Greensboro,a,8.0,Spartanburg,h,3.0,final,
19120503-CARAND-CARGVL-0,Carolina Association,1912-05-03,0,1912-CN,Greenville,a,4.0,Anderson,h,7.0,final,
19120503-CARCHA-CARWIN-0,Carolina Association,1912-05-03,0,1912-CN,Charlotte,a,4.0,Winston-Salem,h,2.0,final,
19120503-CARGBO-CARSPA-0,Carolina Association,1912-05-03,0,1912-CN,Greensboro,a,2.0,Spartanburg,h,1.0,final,
19120504-CARAND-CARGVL-0,Carolina Association,1912-05-04,0,1912-CN,Greenville,a,,Anderson,h,,postponed,
19120504-CARCHA-CARWIN-0,Carolina Association,1912-05-04,0,1912-CN,Charlotte,a,5.0,Winston-Salem,h,4.0,final,
19120504-CARGBO-CARSPA-0,Carolina Association,1912-05-04,0,1912-CN,Greensboro,a,3.0,Spartanburg,h,2.0,final,
19120506-CARAND-CARGBO-0,Carolina Association,1912-05-06,0,1912-CN,Greensboro,a,0.0,Anderson,h,5.0,final,
19120506-CARCHA-CARGVL-0,Carolina Association,1912-05-06,0,1912-CN,Greenville,a,2.0,Charlotte,h,6.0,final,
19120506-CARSPA-CARWIN-0,Carolina Association,1912-05-06,0,1912-CN,Spartanburg,a,12.0,Winston-Salem,h,6.0,final,
19120507-CARAND-CARGBO-0,Carolina Association,1912-05-07,0,1912-CN,Greensboro,a,2.0,Anderson,h,3.0,final,
19120507-CARCHA-CARGVL-0,Carolina Association,1912-05-07,0,1912-CN,Greenville,a,4.0,Charlotte,h,3.0,final,
19120507-CARSPA-CARWIN-0,Carolina Association,1912-05-07,0,1912-CN,Spartanburg,a,3.0,Winston-Salem,h,4.0,final,
