league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,North Carolina State League,regular,P2329156,Atkinson,,1915-06-17,1915-09-07,5
1915,North Carolina State League,regular,P1494577,Blackburn,,1915-04-22,1915-09-14,120
1915,North Carolina State League,regular,P5218584,Boyle,,1915-05-04,1915-06-30,46
1915,North Carolina State League,regular,P1435681,Brandon,,1915-05-03,1915-08-21,11
1915,North Carolina State League,regular,P0970776,Brandt,,1915-06-16,1915-06-16,1
1915,North Carolina State League,regular,P3475554,Cameron,,1915-04-22,1915-05-01,9
1915,North Carolina State League,regular,P5579207,Currie,,1915-09-07,1915-09-07,1
1915,North Carolina State League,regular,P8866877,DePriest,,1915-07-17,1915-07-19,2
1915,North Carolina State League,regular,P8163017,Dooley,,1915-07-01,1915-07-16,14
1915,North Carolina State League,regular,P3986344,Ferris,,1915-06-03,1915-06-03,1
1915,North Carolina State League,regular,P6299658,Fox,,1915-07-22,1915-07-23,2
1915,North Carolina State League,regular,P7419824,Johnston,,1915-07-21,1915-07-21,2
1915,North Carolina State League,regular,P8742046,Kelly,,1915-06-19,1915-09-15,76
1915,North Carolina State League,regular,P2834191,Lauson,,1915-07-26,1915-07-26,1
1915,North Carolina State League,regular,P9685334,Lauzon,,1915-07-27,1915-09-15,40
1915,North Carolina State League,regular,P1551128,Ledbetter,,1915-07-19,1915-07-19,1
1915,North Carolina State League,regular,P3552026,Legrand,,1915-07-21,1915-07-21,1
1915,North Carolina State League,regular,P1474788,Louzon,,1915-07-31,1915-08-02,2
1915,North Carolina State League,regular,P3463573,Luzon,,1915-07-24,1915-07-24,1
1915,North Carolina State League,regular,P0513955,McBane,,1915-07-15,1915-07-15,1
1915,North Carolina State League,regular,P3723672,McWhorter,,1915-09-04,1915-09-04,1
1915,North Carolina State League,regular,P7099437,Myers,,1915-09-06,1915-09-07,2
1915,North Carolina State League,regular,P1576246,Pasateri,,1915-04-24,1915-04-24,1
1915,North Carolina State League,regular,P3769321,Passateri,,1915-04-22,1915-06-15,38
1915,North Carolina State League,regular,P7650024,Schwartje,,1915-06-03,1915-07-15,3
1915,North Carolina State League,regular,P6769148,Shoemaker,,1915-09-08,1915-09-08,1
1915,North Carolina State League,regular,P8786236,Sisson,,1915-05-06,1915-09-15,3
1915,North Carolina State League,regular,P5983903,Upchurch,,1915-09-06,1915-09-06,1
