game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first
SXSYDVB,1915,North Carolina State League,1915-05-12,0,regular,Blackburn,
RPBDJLZ,1915,North Carolina State League,1915-05-13,0,regular,Blackburn,
PGKJSVZ,1915,North Carolina State League,1915-05-13,0,regular,Passateri,
BMTQYWX,1915,North Carolina State League,1915-05-13,0,regular,Boyle,
PCVQMCW,1915,North Carolina State League,1915-05-14,0,regular,Blackburn,
NDXGWPX,1915,North Carolina State League,1915-05-14,0,regular,Passateri,
RPDQRCK,1915,North Carolina State League,1915-05-14,0,regular,Boyle,
MWKZLXM,1915,North Carolina State League,1915-05-15,0,regular,Blackburn,
TSKNVFJ,1915,North Carolina State League,1915-05-15,0,regular,Passateri,
VSZCVSP,1915,North Carolina State League,1915-05-15,0,regular,Boyle,
VZDPMPY,1915,North Carolina State League,1915-05-17,0,regular,Passateri,
KMKBGHQ,1915,North Carolina State League,1915-05-17,0,regular,Boyle,
BMFBQYW,1915,North Carolina State League,1915-05-17,0,regular,Blackburn,
ZNKYXDH,1915,North Carolina State League,1915-05-18,0,regular,Passateri,
FBGBLDF,1915,North Carolina State League,1915-05-18,0,regular,Boyle,
DRWGQYV,1915,North Carolina State League,1915-05-18,0,regular,Blackburn,
QGHXHPN,1915,North Carolina State League,1915-05-19,0,regular,Boyle,
VZNYWFQ,1915,North Carolina State League,1915-05-20,0,regular,Blackburn,
ZPZDJGV,1915,North Carolina State League,1915-05-20,0,regular,Passateri,
QMRDLBD,1915,North Carolina State League,1915-05-20,0,regular,Boyle,
RMDSYKV,1915,North Carolina State League,1915-05-21,0,regular,Blackburn,
JKVXWBD,1915,North Carolina State League,1915-05-21,0,regular,Passateri,
BJBKMJH,1915,North Carolina State League,1915-05-21,0,regular,Boyle,
RSWHWVM,1915,North Carolina State League,1915-05-22,0,regular,Blackburn,
LLZVHYS,1915,North Carolina State League,1915-05-22,0,regular,Passateri,
SBZYLKD,1915,North Carolina State League,1915-05-22,0,regular,Boyle,
NQGBMLW,1915,North Carolina State League,1915-05-24,0,regular,Passateri,
RCWMBXR,1915,North Carolina State League,1915-05-24,0,regular,Blackburn,
RRLBQLL,1915,North Carolina State League,1915-05-24,0,regular,Boyle,
PRWLHPJ,1915,North Carolina State League,1915-05-25,0,regular,Passateri,
MCBYHJG,1915,North Carolina State League,1915-05-25,0,regular,Blackburn,
FPQTGLX,1915,North Carolina State League,1915-05-25,0,regular,Boyle,
DQRVKLQ,1915,North Carolina State League,1915-05-26,0,regular,Passateri,
YJZTHVR,1915,North Carolina State League,1915-05-26,0,regular,Blackburn,
JFFDLXD,1915,North Carolina State League,1915-05-26,0,regular,Boyle,
VBCKBRW,1915,North Carolina State League,1915-05-27,0,regular,Boyle,
XYZBRHL,1915,North Carolina State League,1915-05-27,0,regular,Blackburn,
YBDMWKZ,1915,North Carolina State League,1915-05-27,0,regular,Passateri,
DXLBXJN,1915,North Carolina State League,1915-05-29,0,regular,Boyle,
JBTSJBF,1915,North Carolina State League,1915-05-29,1,regular,Blackburn,
DSYJZXN,1915,North Carolina State League,1915-05-29,2,regular,Blackburn,
HCFXVBN,1915,North Carolina State League,1915-05-28,0,regular,Passateri,
TCSFRXH,1915,North Carolina State League,1915-05-31,0,regular,Boyle,
DBSXFJG,1915,North Carolina State League,1915-06-02,1,regular,Passateri,
TZXZNPT,1915,North Carolina State League,1915-06-02,2,regular,Passateri,
LBJGPVC,1915,North Carolina State League,1915-06-03,0,regular,Schwartje,
LBJGPVC,1915,North Carolina State League,1915-06-03,0,regular,Ferris,
LBJGPVC,1915,North Carolina State League,1915-06-03,0,regular,Boyle,
YBDYNHW,1915,North Carolina State League,1915-06-03,0,regular,Blackburn,
RMQHNKZ,1915,North Carolina State League,1915-06-04,1,regular,Passateri,
BHFFFDR,1915,North Carolina State League,1915-06-04,2,regular,Passateri,
FFNMXSY,1915,North Carolina State League,1915-06-04,0,regular,Blackburn,
RHNTCVH,1915,North Carolina State League,1915-06-04,0,regular,Boyle,
XHFHSTW,1915,North Carolina State League,1915-06-05,0,regular,Passateri,
PXRQJQR,1915,North Carolina State League,1915-06-05,0,regular,Blackburn,
SSLJFMJ,1915,North Carolina State League,1915-06-07,0,regular,Boyle,
MWQBJHH,1915,North Carolina State League,1915-06-07,0,regular,Passateri,
WCTTQVP,1915,North Carolina State League,1915-06-07,0,regular,Blackburn,
RMDPDBQ,1915,North Carolina State League,1915-06-08,0,regular,Boyle,
LFGGYWF,1915,North Carolina State League,1915-06-08,0,regular,Passateri,
BZGXHKJ,1915,North Carolina State League,1915-06-08,0,regular,Blackburn,
FVQDYPG,1915,North Carolina State League,1915-06-09,0,regular,Boyle,
CYJZWPL,1915,North Carolina State League,1915-06-09,0,regular,Passateri,
HBVHZWZ,1915,North Carolina State League,1915-06-09,0,regular,Blackburn,
YKFJQFB,1915,North Carolina State League,1915-06-10,1,regular,Blackburn,
VCPVSBB,1915,North Carolina State League,1915-06-10,2,regular,Blackburn,
YPCHNBP,1915,North Carolina State League,1915-06-10,1,regular,Boyle,
LXTVPNF,1915,North Carolina State League,1915-06-10,2,regular,Boyle,
SSHBTNX,1915,North Carolina State League,1915-06-10,0,regular,Passateri,
CYJBYVV,1915,North Carolina State League,1915-06-11,0,regular,Blackburn,
LZNQSZR,1915,North Carolina State League,1915-06-11,0,regular,Boyle,
MKLBMST,1915,North Carolina State League,1915-06-11,0,regular,Passateri,
QGCSDLF,1915,North Carolina State League,1915-06-12,0,regular,Blackburn,
QJYRXDN,1915,North Carolina State League,1915-06-12,0,regular,Boyle,
GBHFYHM,1915,North Carolina State League,1915-06-12,0,regular,Passateri,
TSWPLBN,1915,North Carolina State League,1915-06-14,1,regular,Passateri,
GCWMTFM,1915,North Carolina State League,1915-06-14,2,regular,Passateri,
WXWFNYN,1915,North Carolina State League,1915-06-14,1,regular,Blackburn,
DWBKVZB,1915,North Carolina State League,1915-06-14,2,regular,Blackburn,
PKRLTQJ,1915,North Carolina State League,1915-06-14,0,regular,Boyle,
NNJBSVH,1915,North Carolina State League,1915-06-15,0,regular,Passateri,
XKWGSFG,1915,North Carolina State League,1915-06-15,0,regular,Blackburn,
MTVPTGF,1915,North Carolina State League,1915-06-16,0,regular,Brandt,
DZGRNNJ,1915,North Carolina State League,1915-06-16,0,regular,Blackburn,
SRDBDFB,1915,North Carolina State League,1915-06-16,2,regular,Boyle,
QMGTZNY,1915,North Carolina State League,1915-06-17,0,regular,Boyle,
CYLGCQW,1915,North Carolina State League,1915-06-17,0,regular,Blackburn,
XVTZJJX,1915,North Carolina State League,1915-06-17,0,regular,Schwartje,
XVTZJJX,1915,North Carolina State League,1915-06-17,0,regular,Atkinson,
VHNLZMF,1915,North Carolina State League,1915-06-18,0,regular,Boyle,
PQBRPTS,1915,North Carolina State League,1915-06-19,0,regular,Boyle,
LCXMQVJ,1915,North Carolina State League,1915-06-19,1,regular,Blackburn,
QTMXXXZ,1915,North Carolina State League,1915-06-19,2,regular,Blackburn,
RSSKBJY,1915,North Carolina State League,1915-06-19,1,regular,Kelly,
VDCCNDT,1915,North Carolina State League,1915-06-19,2,regular,Kelly,
FSWXZTL,1915,North Carolina State League,1915-06-21,1,regular,Blackburn,
DFQBSRZ,1915,North Carolina State League,1915-06-21,2,regular,Blackburn,
RXCBXQB,1915,North Carolina State League,1915-06-21,1,regular,Boyle,
BMBJXDQ,1915,North Carolina State League,1915-06-21,2,regular,Boyle,
JNTYYDD,1915,North Carolina State League,1915-06-21,1,regular,Kelly,
BSWKMRQ,1915,North Carolina State League,1915-06-21,2,regular,Kelly,
MQWTWFS,1915,North Carolina State League,1915-06-22,0,regular,Brandon,
JDFQYLC,1915,North Carolina State League,1915-06-22,0,regular,Boyle,
YDKCTFG,1915,North Carolina State League,1915-06-22,0,regular,Kelly,
PGQKFHL,1915,North Carolina State League,1915-06-23,0,regular,Brandon,
NDKMJWK,1915,North Carolina State League,1915-06-23,0,regular,Boyle,
LBLSWMM,1915,North Carolina State League,1915-06-23,0,regular,Kelly,
NVLPGNR,1915,North Carolina State League,1915-06-24,0,regular,Blackburn,
NVLPGNR,1915,North Carolina State League,1915-06-24,0,regular,Brandon,
NHFTQJN,1915,North Carolina State League,1915-06-24,0,regular,Boyle,
YFXBFWN,1915,North Carolina State League,1915-06-24,0,regular,Kelly,
XJLDKKX,1915,North Carolina State League,1915-06-25,0,regular,Brandon,
XJLDKKX,1915,North Carolina State League,1915-06-25,0,regular,Blackburn,
SYXXYVR,1915,North Carolina State League,1915-06-25,0,regular,Boyle,
RYCBWCK,1915,North Carolina State League,1915-06-25,0,regular,Kelly,
QGRDVDP,1915,North Carolina State League,1915-06-26,0,regular,Blackburn,
QGRDVDP,1915,North Carolina State League,1915-06-26,0,regular,Brandon,
RDYYKGC,1915,North Carolina State League,1915-06-26,0,regular,Boyle,
HYNQZSF,1915,North Carolina State League,1915-06-26,0,regular,Kelly,
DCCKQTS,1915,North Carolina State League,1915-06-28,0,regular,Blackburn,
NYNGYNS,1915,North Carolina State League,1915-06-28,0,regular,Boyle,
ZHGGMPV,1915,North Carolina State League,1915-06-28,0,regular,Kelly,
ZXWHQTT,1915,North Carolina State League,1915-06-29,0,regular,Blackburn,
RKKMTCH,1915,North Carolina State League,1915-06-29,0,regular,Boyle,
CTCKCHM,1915,North Carolina State League,1915-06-29,0,regular,Kelly,
SSFQGTH,1915,North Carolina State League,1915-06-30,0,regular,Blackburn,
JLGMYDN,1915,North Carolina State League,1915-06-30,0,regular,Boyle,
DZTKCMR,1915,North Carolina State League,1915-07-01,0,regular,Blackburn,
XRLLTMX,1915,North Carolina State League,1915-07-01,0,regular,Dooley,
BCJRBXP,1915,North Carolina State League,1915-07-01,0,regular,Kelly,
NLFRVXB,1915,North Carolina State League,1915-07-02,0,regular,Blackburn,
QXSGSKJ,1915,North Carolina State League,1915-07-02,0,regular,Dooley,
XXVKFDJ,1915,North Carolina State League,1915-07-02,0,regular,Kelly,
NTRXVFW,1915,North Carolina State League,1915-07-03,0,regular,Blackburn,
NRHFLTC,1915,North Carolina State League,1915-07-03,0,regular,Kelly,
BZHNVVC,1915,North Carolina State League,1915-07-05,1,regular,Kelly,
WYMTHRB,1915,North Carolina State League,1915-07-05,2,regular,Kelly,
CGGHXKH,1915,North Carolina State League,1915-07-05,1,regular,Dooley,
DZTJXPH,1915,North Carolina State League,1915-07-05,2,regular,Dooley,
WMKWWHS,1915,North Carolina State League,1915-07-05,2,regular,Blackburn,
KTXHQKB,1915,North Carolina State League,1915-07-06,0,regular,Kelly,
HBPRWVQ,1915,North Carolina State League,1915-07-06,0,regular,Blackburn,
TZQDPFV,1915,North Carolina State League,1915-07-06,0,regular,Dooley,
VFBFYMQ,1915,North Carolina State League,1915-07-07,0,regular,Kelly,
GMVVNQP,1915,North Carolina State League,1915-07-07,0,regular,Blackburn,
PNCPDTL,1915,North Carolina State League,1915-07-07,0,regular,Dooley,
JSKJWGJ,1915,North Carolina State League,1915-07-08,0,regular,Blackburn,
LPMZHSS,1915,North Carolina State League,1915-07-09,1,regular,Dooley,
HRDGGXV,1915,North Carolina State League,1915-07-09,2,regular,Dooley,
BPGXQHG,1915,North Carolina State League,1915-07-09,1,regular,Kelly,
ZQPBZDV,1915,North Carolina State League,1915-07-09,2,regular,Kelly,
PVZNSYS,1915,North Carolina State League,1915-07-09,0,regular,Blackburn,
DSYGPCM,1915,North Carolina State League,1915-07-10,0,regular,Dooley,
SFJPYFS,1915,North Carolina State League,1915-07-10,0,regular,Kelly,
GQFMFJL,1915,North Carolina State League,1915-07-10,0,regular,Blackburn,
WBQJGNM,1915,North Carolina State League,1915-07-12,0,regular,Blackburn,
RRKXPYC,1915,North Carolina State League,1915-07-12,0,regular,Dooley,
PNKPRPQ,1915,North Carolina State League,1915-07-12,0,regular,Kelly,
LGSFPCF,1915,North Carolina State League,1915-07-13,0,regular,Blackburn,
SWKXWYD,1915,North Carolina State League,1915-07-13,0,regular,Dooley,
XVGWFJB,1915,North Carolina State League,1915-07-13,0,regular,Kelly,
SZRZTZZ,1915,North Carolina State League,1915-07-14,0,regular,Blackburn,
LCYGBGN,1915,North Carolina State League,1915-07-14,0,regular,Dooley,
GRGWNCH,1915,North Carolina State League,1915-07-14,0,regular,Kelly,
BMMPYKD,1915,North Carolina State League,1915-07-15,0,regular,Blackburn,
CSDZMDP,1915,North Carolina State League,1915-07-15,0,regular,Kelly,
ZVVVQZP,1915,North Carolina State League,1915-07-15,0,regular,Schwartje,
ZVVVQZP,1915,North Carolina State League,1915-07-15,0,regular,McBane,
ZVVVQZP,1915,North Carolina State League,1915-07-15,0,regular,Dooley,
VWSKRCN,1915,North Carolina State League,1915-07-16,0,regular,Blackburn,
RWFMKNF,1915,North Carolina State League,1915-07-16,0,regular,Kelly,
HCLMVGY,1915,North Carolina State League,1915-07-16,0,regular,Dooley,
TWHPDPX,1915,North Carolina State League,1915-07-17,0,regular,Blackburn,
YMYHFKL,1915,North Carolina State League,1915-07-17,0,regular,Kelly,
DVYNBRC,1915,North Carolina State League,1915-07-17,0,regular,DePriest,
PCTBVNT,1915,North Carolina State League,1915-07-19,0,regular,Ledbetter,
PCTBVNT,1915,North Carolina State League,1915-07-19,0,regular,Atkinson,
KDCQYGB,1915,North Carolina State League,1915-07-19,0,regular,Blackburn,
KDCQYGB,1915,North Carolina State League,1915-07-19,0,regular,DePriest,
ZCFLQTK,1915,North Carolina State League,1915-07-19,0,regular,Kelly,
ZMKFRSZ,1915,North Carolina State League,1915-07-20,0,regular,Kelly,
KBRQJST,1915,North Carolina State League,1915-07-21,1,regular,Legrand,
KBRQJST,1915,North Carolina State League,1915-07-21,1,regular,Johnston,
KYCGFTQ,1915,North Carolina State League,1915-07-21,2,regular,Johnston,
BCYSGWT,1915,North Carolina State League,1915-07-21,1,regular,Blackburn,
YFKYWKN,1915,North Carolina State League,1915-07-21,2,regular,Blackburn,
WZGKVYB,1915,North Carolina State League,1915-07-21,0,regular,Kelly,
XSJTTBY,1915,North Carolina State League,1915-07-22,0,regular,Fox,
KSKVPQM,1915,North Carolina State League,1915-07-22,0,regular,Kelly,
SHYHVLX,1915,North Carolina State League,1915-07-23,0,regular,Fox,
JMYPJNX,1915,North Carolina State League,1915-07-23,0,regular,Kelly,
ZZLVSZJ,1915,North Carolina State League,1915-07-23,1,regular,Blackburn,
BWNDYDP,1915,North Carolina State League,1915-07-24,0,regular,Luzon,
SXHHTGN,1915,North Carolina State League,1915-07-24,0,regular,Kelly,
VVQYHKT,1915,North Carolina State League,1915-07-24,1,regular,Blackburn,
PHHQTDM,1915,North Carolina State League,1915-07-24,2,regular,Blackburn,
RGBPQJP,1915,North Carolina State League,1915-07-26,0,regular,Kelly,
VGGWBJX,1915,North Carolina State League,1915-07-26,0,regular,Lauson,
KRTFZNC,1915,North Carolina State League,1915-07-26,0,regular,Blackburn,
WYKZMHT,1915,North Carolina State League,1915-07-27,0,regular,Kelly,
YVKRPKR,1915,North Carolina State League,1915-07-27,0,regular,Lauzon,
XGYYKGS,1915,North Carolina State League,1915-07-27,0,regular,Blackburn,
WLPYGLM,1915,North Carolina State League,1915-07-28,0,regular,Kelly,
FWTQHBY,1915,North Carolina State League,1915-07-28,0,regular,Lauzon,
DXDPMXR,1915,North Carolina State League,1915-07-28,0,regular,Blackburn,
HRRDRGT,1915,North Carolina State League,1915-07-29,0,regular,Blackburn,
QMSGCQJ,1915,North Carolina State League,1915-07-29,0,regular,Kelly,
CZXKBKF,1915,North Carolina State League,1915-07-29,0,regular,Lauzon,
YLSZPBW,1915,North Carolina State League,1915-07-30,0,regular,Blackburn,
SVSRVKF,1915,North Carolina State League,1915-07-30,0,regular,Kelly,
CTHKNTM,1915,North Carolina State League,1915-07-30,0,regular,Lauzon,
WGQYYLQ,1915,North Carolina State League,1915-07-31,0,regular,Blackburn,
XJBPPPJ,1915,North Carolina State League,1915-07-31,0,regular,Kelly,
PVQWPDH,1915,North Carolina State League,1915-07-31,0,regular,Louzon,
SLGGLFN,1915,North Carolina State League,1915-08-02,0,regular,Kelly,
WRVVYDX,1915,North Carolina State League,1915-08-02,0,regular,Louzon,
QWWZYJM,1915,North Carolina State League,1915-08-02,0,regular,Blackburn,
GLDKJNF,1915,North Carolina State League,1915-08-03,0,regular,Kelly,
SVGTXZZ,1915,North Carolina State League,1915-08-04,0,regular,Kelly,
WFLDNGH,1915,North Carolina State League,1915-08-04,1,regular,Blackburn,
TZZLRFN,1915,North Carolina State League,1915-08-04,2,regular,Blackburn,
DVFBXSV,1915,North Carolina State League,1915-08-04,1,regular,Lauzon,
GMNVQSG,1915,North Carolina State League,1915-08-04,2,regular,Lauzon,
MDYCSZP,1915,North Carolina State League,1915-08-05,0,regular,Blackburn,
TZDFYBS,1915,North Carolina State League,1915-08-05,0,regular,Lauzon,
QMPTYHQ,1915,North Carolina State League,1915-08-05,0,regular,Kelly,
TNFXMXM,1915,North Carolina State League,1915-08-06,0,regular,Blackburn,
TGLPXXP,1915,North Carolina State League,1915-08-06,0,regular,Lauzon,
PTBKYTH,1915,North Carolina State League,1915-08-06,0,regular,Kelly,
ZZRGYNR,1915,North Carolina State League,1915-08-07,0,regular,Blackburn,
SJZKCJH,1915,North Carolina State League,1915-08-07,0,regular,Lauzon,
VTVSVFZ,1915,North Carolina State League,1915-08-07,0,regular,Kelly,
MGMYSHP,1915,North Carolina State League,1915-08-09,0,regular,Lauzon,
QPWMXQF,1915,North Carolina State League,1915-08-09,0,regular,Blackburn,
RMFTHML,1915,North Carolina State League,1915-08-09,0,regular,Kelly,
LTCBQKB,1915,North Carolina State League,1915-08-10,0,regular,Lauzon,
YTBYZMY,1915,North Carolina State League,1915-08-10,0,regular,Blackburn,
NCCFJPR,1915,North Carolina State League,1915-08-10,0,regular,Kelly,
DJQMHGX,1915,North Carolina State League,1915-08-11,0,regular,Blackburn,
PNVBBHD,1915,North Carolina State League,1915-08-11,0,regular,Kelly,
DNKTKRC,1915,North Carolina State League,1915-08-12,0,regular,Blackburn,
VMLQHBH,1915,North Carolina State League,1915-08-12,0,regular,Lauzon,
JDDYXRH,1915,North Carolina State League,1915-08-12,0,regular,Kelly,
RPCHBNK,1915,North Carolina State League,1915-08-13,0,regular,Blackburn,
GVFHLDG,1915,North Carolina State League,1915-08-13,0,regular,Lauzon,
KMCHLZZ,1915,North Carolina State League,1915-08-13,0,regular,Kelly,
DBYSYHS,1915,North Carolina State League,1915-08-14,0,regular,Blackburn,
ZBJYGTC,1915,North Carolina State League,1915-08-14,0,regular,Lauzon,
HGDZDLN,1915,North Carolina State League,1915-08-14,0,regular,Kelly,
QXLXFVT,1915,North Carolina State League,1915-08-16,0,regular,Kelly,
MXTVNPQ,1915,North Carolina State League,1915-08-16,0,regular,Blackburn,
PBXPMSC,1915,North Carolina State League,1915-08-16,0,regular,Lauzon,
CTZNCHB,1915,North Carolina State League,1915-08-17,0,regular,Kelly,
RXMMFJZ,1915,North Carolina State League,1915-08-17,0,regular,Blackburn,
XYBDNSK,1915,North Carolina State League,1915-08-17,0,regular,Lauzon,
ZJKVCFQ,1915,North Carolina State League,1915-08-18,0,regular,Kelly,
SVQNRBD,1915,North Carolina State League,1915-08-18,0,regular,Blackburn,
PVMWWYQ,1915,North Carolina State League,1915-08-18,0,regular,Lauzon,
ZMQRQGT,1915,North Carolina State League,1915-08-19,0,regular,Kelly,
ZMQRQGT,1915,North Carolina State League,1915-08-19,0,regular,Lauzon,
BPQTGMY,1915,North Carolina State League,1915-08-19,0,regular,Blackburn,
YLXKZXV,1915,North Carolina State League,1915-08-20,0,regular,Lauzon,
YLXKZXV,1915,North Carolina State League,1915-08-20,0,regular,Kelly,
TMZJJBL,1915,North Carolina State League,1915-08-20,0,regular,Blackburn,
KWTLNLS,1915,North Carolina State League,1915-08-20,1,regular,Brandon,
NTGVSNP,1915,North Carolina State League,1915-08-20,2,regular,Brandon,
VSYWGCS,1915,North Carolina State League,1915-08-21,0,regular,Kelly,
VSYWGCS,1915,North Carolina State League,1915-08-21,0,regular,Lauzon,
RRNDMSC,1915,North Carolina State League,1915-08-21,0,regular,Blackburn,
ZVRLZWP,1915,North Carolina State League,1915-08-21,0,regular,Brandon,
ZQYMVBW,1915,North Carolina State League,1915-08-23,0,regular,Lauzon,
MKTQLXC,1915,North Carolina State League,1915-08-23,0,regular,Blackburn,
GZSRMTW,1915,North Carolina State League,1915-08-23,0,regular,Kelly,
PCTTBBH,1915,North Carolina State League,1915-08-24,0,regular,Lauzon,
DCZZDCG,1915,North Carolina State League,1915-08-24,0,regular,Blackburn,
BDPNTQC,1915,North Carolina State League,1915-08-24,0,regular,Kelly,
SPRQTBZ,1915,North Carolina State League,1915-08-25,0,regular,Lauzon,
SMFYGDC,1915,North Carolina State League,1915-08-25,0,regular,Blackburn,
LMMXSFK,1915,North Carolina State League,1915-08-25,0,regular,Kelly,
GMPCDHL,1915,North Carolina State League,1915-08-26,0,regular,Blackburn,
BBBWWPQ,1915,North Carolina State League,1915-08-26,0,regular,Lauzon,
YBZYDKY,1915,North Carolina State League,1915-08-26,0,regular,Kelly,
SKYPRYG,1915,North Carolina State League,1915-08-27,0,regular,Kelly,
NPKLTNL,1915,North Carolina State League,1915-08-28,0,regular,Blackburn,
YZWXYNX,1915,North Carolina State League,1915-08-28,1,regular,Lauzon,
ZRSDSCZ,1915,North Carolina State League,1915-08-28,2,regular,Lauzon,
XVPKSBY,1915,North Carolina State League,1915-08-28,0,regular,Kelly,
JXNHFQM,1915,North Carolina State League,1915-08-30,0,regular,Lauzon,
QZDRJMP,1915,North Carolina State League,1915-08-30,0,regular,Kelly,
QSMDKTS,1915,North Carolina State League,1915-08-30,0,regular,Blackburn,
RDGNJQP,1915,North Carolina State League,1915-08-31,0,regular,Lauzon,
FBBCQVV,1915,North Carolina State League,1915-08-31,0,regular,Kelly,
CMCNDTK,1915,North Carolina State League,1915-09-01,0,regular,Lauzon,
DXNLJQH,1915,North Carolina State League,1915-09-01,0,regular,Kelly,
VXHYZCC,1915,North Carolina State League,1915-09-01,1,regular,Blackburn,
KHFGRYZ,1915,North Carolina State League,1915-09-01,2,regular,Blackburn,
KBSHGVY,1915,North Carolina State League,1915-09-02,0,regular,Kelly,
YMCJVBS,1915,North Carolina State League,1915-09-03,0,regular,Kelly,
MCCBFDX,1915,North Carolina State League,1915-09-04,0,regular,Kelly,
BQGDHWW,1915,North Carolina State League,1915-09-04,1,regular,Lauzon,
RNXZFZZ,1915,North Carolina State League,1915-09-04,2,regular,Atkinson,
RNXZFZZ,1915,North Carolina State League,1915-09-04,2,regular,McWhorter,
TCLQYXL,1915,North Carolina State League,1915-09-04,1,regular,Blackburn,
PNRGGCL,1915,North Carolina State League,1915-09-04,2,regular,Blackburn,
KHPXXRM,1915,North Carolina State League,1915-09-06,1,regular,Lauzon,
GYJVSXL,1915,North Carolina State League,1915-09-06,2,regular,Lauzon,
VBQCMBK,1915,North Carolina State League,1915-09-06,1,regular,Kelly,
VBQCMBK,1915,North Carolina State League,1915-09-06,1,regular,Atkinson,
VBQCMBK,1915,North Carolina State League,1915-09-06,1,regular,Myers,
HDDVWXX,1915,North Carolina State League,1915-09-06,2,regular,Upchurch,
KXTGPWB,1915,North Carolina State League,1915-09-06,1,regular,Blackburn,
HCBJZQH,1915,North Carolina State League,1915-09-06,2,regular,Blackburn,
VDHFMMB,1915,North Carolina State League,1915-09-07,0,regular,Lauzon,
NPRRMVW,1915,North Carolina State League,1915-09-07,0,regular,Atkinson,
NPRRMVW,1915,North Carolina State League,1915-09-07,0,regular,Myers,
NPRRMVW,1915,North Carolina State League,1915-09-07,0,regular,Currie,
RSDFFKL,1915,North Carolina State League,1915-09-07,0,regular,Blackburn,
YJLYZDL,1915,North Carolina State League,1915-09-08,0,regular,Lauzon,
LVXGYPR,1915,North Carolina State League,1915-09-08,0,regular,Shoemaker,
JNSTPBY,1915,North Carolina State League,1915-09-08,0,regular,Blackburn,
BKVZSTK,1915,North Carolina State League,1915-09-09,0,regular,Kelly,
