key,date,number,league,away,away.score,home,home.score,A,T,status,status-reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,away.score.20,away.score.21,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19,home.score.20,home.score.21
057fdb2f-d95d-5c2c-9bb5-8921be689753,1915-05-21,0,North Carolina State,Raleigh,6,Charlotte,4,750,2:20,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 22, 1915",0,0,2,3,0,0,0,0,1,,,,,,,,,,,,,0,0,1,2,0,0,1,0,0,,,,,,,,,,,,
24eae700-a198-521e-ac3e-75380c4c47ea,1915-05-21,0,North Carolina State,Asheville,11,Durham,1,597,2:09,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 22, 1915",1,1,1,4,0,3,0,1,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
f94ffc5a-6965-5cf8-9ed8-cf9179a69ccc,1915-05-21,0,North Carolina State,Winston-Salem,3,Greensboro,2,500,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 22, 1915",1,0,0,0,2,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,
be6995b8-c509-5c24-84df-8c7cd3e41e70,1915-05-22,0,North Carolina State,Raleigh,2,Charlotte,6,900,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 23, 1915",0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,0,3,0,0,0,2,1,0,x,,,,,,,,,,,,
5a9a5692-8f3a-595c-bdc6-6256d78a82ae,1915-05-22,0,North Carolina State,Asheville,4,Durham,3,927,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 23, 1915",0,1,0,0,1,0,0,0,2,,,,,,,,,,,,,0,0,2,0,0,0,0,0,1,,,,,,,,,,,,
6d24741e-c6a1-5be2-9915-53cacb5a1b1b,1915-05-22,0,North Carolina State,Winston-Salem,1,Greensboro,8,750,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 23, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,2,0,3,0,2,1,0,0,x,,,,,,,,,,,,
b7bc4fe7-2fc3-5fd9-a717-74cef9ea74c4,1915-05-24,0,North Carolina State,Raleigh,4,Asheville,2,923,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 25, 1915",2,0,0,0,0,0,1,0,1,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,
bca820b1-7c4f-5a46-8317-a92a08a953f1,1915-05-24,0,North Carolina State,Durham,6,Greensboro,4,550,1:55,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 25, 1915",0,0,0,0,1,3,0,0,2,,,,,,,,,,,,,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,
ef0b9b1f-2fcb-5f7e-8d07-0b85ba061244,1915-05-24,0,North Carolina State,Charlotte,2,Winston-Salem,9,400,2:18,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 25, 1915",1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,1,1,3,0,1,x,,,,,,,,,,,,
47ed3687-07e0-523a-907c-d74f13e52220,1915-05-25,0,North Carolina State,Raleigh,4,Asheville,9,780,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 26, 1915",0,0,0,0,3,0,1,0,0,,,,,,,,,,,,,3,0,2,0,3,0,1,0,x,,,,,,,,,,,,
db0a9840-4526-5f6a-bd79-0b63555f3936,1915-05-25,0,North Carolina State,Durham,0,Greensboro,1,800,1:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 26, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,x,,,,,,,,,,,,
d5b76622-9d14-57ee-a912-319f5a48cf22,1915-05-25,0,North Carolina State,Charlotte,2,Winston-Salem,1,450,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 26, 1915",1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
598d8f61-8645-508c-af57-d6923de3651b,1915-05-26,0,North Carolina State,Raleigh,6,Asheville,0,300,1:25,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 27, 1915",0,3,0,1,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
d06c97dc-6ad7-5217-8d92-356b48a656a7,1915-05-26,0,North Carolina State,Durham,7,Greensboro,5,900,2:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 27, 1915",0,2,1,2,0,0,0,0,0,2,,,,,,,,,,,,2,0,0,0,0,0,3,0,0,0,,,,,,,,,,,
3dea8c5a-0847-5691-8456-ac75e9f2a6bd,1915-05-26,0,North Carolina State,Charlotte,2,Winston-Salem,3,300,2:05,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 27, 1915",1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,1,0,0,0,2,0,x,,,,,,,,,,,,
802dbeaa-b3a5-5900-94be-5c26cf4a0980,1915-05-27,0,North Carolina State,Greensboro,2,Charlotte,4,500,2:05,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 28, 1915",1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,1,0,0,0,2,0,1,0,x,,,,,,,,,,,,
d9f9b1cd-4b45-5db5-ab5f-61841a900835,1915-05-27,0,North Carolina State,Durham,2,Raleigh,3,1500,1:34,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 28, 1915",0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,2,0,0,0,0,1,0,0,x,,,,,,,,,,,,
03f958ea-288e-5bc3-a5b8-2eb86eef96ff,1915-05-27,0,North Carolina State,Asheville,1,Winston-Salem,5,450,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 28, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,4,0,0,0,1,0,x,,,,,,,,,,,,
27e88d14-4246-50a9-9e71-a97e9f7b9ad3,1915-05-28,0,North Carolina State,Greensboro,,Charlotte,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55505325-3dca-5d54-8f03-4a11bcfe023a,1915-05-28,0,North Carolina State,Durham,,Raleigh,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48c39449-5be5-5170-a07b-d12a9e01467d,1915-05-28,0,North Carolina State,Durham,3,Raleigh,2,1200,1:35,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,
6878ecc5-b47d-57b9-8dca-3dc767ed6e14,1915-05-28,0,North Carolina State,Asheville,,Winston-Salem,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317e0951-5eed-580b-b50b-d2d6cf922e99,1915-05-29,0,North Carolina State,Greensboro,3,Charlotte,6,1100,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,1,0,4,1,0,0,0,0,x,,,,,,,,,,,,
96ef3b64-1112-53e5-a52f-497f5514d9cd,1915-05-29,1,North Carolina State,Asheville,6,Winston-Salem,7,800,2:18,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",1,0,0,0,0,1,3,0,1,,,,,,,,,,,,,0,0,0,2,2,0,0,3,x,,,,,,,,,,,,
84950bb1-035f-525a-8de7-fcbc81d8ee77,1915-05-29,2,North Carolina State,Asheville,5,Winston-Salem,6,1250,1:35,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",0,0,0,0,1,0,4,,,,,,,,,,,,,,,1,1,0,0,4,0,x,,,,,,,,,,,,,,
dda98ead-601f-57ba-b3a5-8d8339105cb6,1915-05-31,0,North Carolina State,Asheville,,Charlotte,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa256c10-fa7a-5b98-bb53-69b48518f347,1915-05-31,0,North Carolina State,Winston-Salem,1,Durham,0,400,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 1, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
c40239ad-e2b1-59ed-9711-0432d4d5b36d,1915-05-31,0,North Carolina State,Raleigh,,Greensboro,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983a741f-e0a3-5565-ae41-7581c589c309,1915-06-01,0,North Carolina State,Asheville,,Charlotte,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb558415-68e2-528b-92ff-a3baf1e4264c,1915-06-01,0,North Carolina State,Winston-Salem,,Durham,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d503e51f-5539-59ff-99b7-cf954a4f1291,1915-06-01,0,North Carolina State,Raleigh,,Greensboro,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df26d570-63e9-53e1-8c56-db5a041ed20c,1915-06-02,1,North Carolina State,Asheville,1,Charlotte,2,425,1:40,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
e8b64514-e46a-5e92-a817-a0a93e45313d,1915-06-02,2,North Carolina State,Asheville,3,Charlotte,0,750,1:15,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",0,0,0,0,0,0,3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
7ac32381-c6ec-5f6d-9346-5a92fc48f3af,1915-06-02,0,North Carolina State,Winston-Salem,,Durham,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1edc3da9-1cd4-5b71-9d3a-a22cc3ae881a,1915-06-02,0,North Carolina State,Raleigh,,Greensboro,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067bb899-a27a-59b3-a35b-d0e0b269e513,1915-06-03,0,North Carolina State,Greensboro,4,Asheville,6,591,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 4, 1915",4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,3,0,2,x,,,,,,,,,,,,
f12e692d-d755-5bed-969c-356adda6d30b,1915-06-03,0,North Carolina State,Charlotte,,Durham,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903fc5a0-53b7-5984-aa02-b3ddb0f2979f,1915-06-03,0,North Carolina State,Winston-Salem,2,Raleigh,6,350,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 4, 1915",1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,5,0,0,1,0,0,0,0,x,,,,,,,,,,,,
b945d1f2-7857-5003-a06a-83b1f2f121dd,1915-06-04,0,North Carolina State,Greensboro,3,Asheville,10,616,2:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,2,1,0,0,2,0,0,5,x,,,,,,,,,,,,
621b8d1c-e4e9-5faa-b80c-8b20ed794868,1915-06-04,1,North Carolina State,Charlotte,1,Durham,9,1000,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4,0,1,0,2,0,2,0,x,,,,,,,,,,,,
7d6c402b-2a22-5f10-9314-0caf57abec33,1915-06-04,2,North Carolina State,Charlotte,5,Durham,2,1000,1:20,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",4,0,0,0,1,0,0,,,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,,,,,,,,,,
51551cd7-2baf-588b-864e-b7d3895d5ef4,1915-06-04,0,North Carolina State,Winston-Salem,0,Raleigh,3,800,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,1,x,,,,,,,,,,,,
6ab99d7c-6ec1-5019-8686-17cc7d445aeb,1915-06-05,0,North Carolina State,Greensboro,,Asheville,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e789af35-5b70-5f32-8984-e5b6a4a25d7d,1915-06-05,0,North Carolina State,Charlotte,0,Durham,2,830,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 6, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,1,0,0,x,,,,,,,,,,,,
9e123376-4bf6-5290-94e2-caaa76845970,1915-06-05,0,North Carolina State,Winston-Salem,1,Raleigh,2,1050,1:35,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 6, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,1,x,,,,,,,,,,,,
d1c8021f-f308-55c9-bdaf-5e4a6ca60b7c,1915-06-07,0,North Carolina State,Durham,4,Asheville,8,678,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 8, 1915",1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,2,2,1,0,1,0,0,2,x,,,,,,,,,,,,
b4ed3c00-f252-5d88-99bb-08ff02acd65d,1915-06-07,0,North Carolina State,Charlotte,0,Raleigh,2,650,1:30,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 8, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,1,0,x,,,,,,,,,,,,
3c0ffe10-f4a3-5a45-a5e7-4cb348b1726a,1915-06-07,0,North Carolina State,Greensboro,2,Winston-Salem,4,500,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 8, 1915",0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,
fec55a9c-18ab-5a9f-8266-aeebfc189b7e,1915-06-08,0,North Carolina State,Durham,6,Asheville,7,652,2:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 9, 1915",1,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,0,2,0,0,0,0,4,0,0,1,,,,,,,,,,,
1a9025e0-94ab-5762-9e00-235ce045626c,1915-06-08,0,North Carolina State,Charlotte,8,Raleigh,2,700,1:35,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 9, 1915",7,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,
d0f9324f-ceff-5e39-b18c-6a445fa48ac0,1915-06-08,0,North Carolina State,Greensboro,1,Winston-Salem,4,550,1:30,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 9, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,2,0,0,1,x,,,,,,,,,,,,
7de3069b-1984-5c17-b2e6-bacabfc5cb6c,1915-06-09,0,North Carolina State,Durham,15,Asheville,23,765,2:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 10, 1915",0,1,2,0,1,2,1,7,1,,,,,,,,,,,,,2,0,2,10,3,3,1,2,x,,,,,,,,,,,,
be153f07-10f1-5b5d-996b-f34622d6b84d,1915-06-09,0,North Carolina State,Charlotte,6,Raleigh,4,800,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 10, 1915",0,1,3,0,1,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,1,3,0,0,,,,,,,,,,,,
0fc877df-e69c-583d-a26d-c8a8191d0bf8,1915-06-09,0,North Carolina State,Greensboro,8,Winston-Salem,7,500,2:22,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 10, 1915",0,1,5,0,0,0,0,2,0,,,,,,,,,,,,,1,0,1,0,2,0,1,0,2,,,,,,,,,,,,
0e38475d-d6da-52e2-a964-db92b30265c8,1915-06-10,1,North Carolina State,Durham,1,Charlotte,2,800,1:40,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,1,0,0,0,x,,,,,,,,,,,,
4bdc852a-2fd1-5eaf-b482-196617aff092,1915-06-10,2,North Carolina State,Durham,4,Charlotte,5,1250,1:25,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,0,0,0,3,1,0,,,,,,,,,,,,,,,0,0,0,2,0,3,x,,,,,,,,,,,,,,
98754b46-26d1-522c-95ff-0b561c298d74,1915-06-10,1,North Carolina State,Asheville,10,Greensboro,1,1000,2:15,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,0,0,0,0,0,1,4,5,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
9a15d86d-62bb-56fd-a504-f2d6d23117cc,1915-06-10,2,North Carolina State,Asheville,1,Greensboro,0,950,1:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
251957f6-a55e-5393-b645-1df77702de87,1915-06-10,0,North Carolina State,Raleigh,9,Winston-Salem,3,500,1:32,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,4,0,0,0,4,0,1,0,,,,,,,,,,,,,0,1,0,0,0,2,0,0,0,,,,,,,,,,,,
95550b22-f64f-5a29-85ab-eb9d181ce633,1915-06-11,0,North Carolina State,Durham,5,Charlotte,3,800,1:40,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 12, 1915",2,3,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,
01aa04db-9952-5879-973b-2301d97def2e,1915-06-11,0,North Carolina State,Asheville,7,Greensboro,0,250,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 12, 1915",2,1,0,0,0,0,0,1,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
640d438a-3bf8-5e79-96ca-2cfc5752cc7c,1915-06-11,0,North Carolina State,Raleigh,3,Winston-Salem,0,400,1:22,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 12, 1915",0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
638a6eff-263c-5e2d-91ec-5fda681541a6,1915-06-12,0,North Carolina State,Durham,2,Charlotte,6,950,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 13, 1915",0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,3,0,1,0,0,0,1,1,x,,,,,,,,,,,,
35925de4-bee1-5be1-95bd-c5a7130521b0,1915-06-12,0,North Carolina State,Asheville,0,Greensboro,7,700,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 13, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,2,4,0,0,0,0,0,,,,,,,,,,,,
329164db-abcb-567c-bc4d-437f145f4c9e,1915-06-12,0,North Carolina State,Raleigh,7,Winston-Salem,8,750,2:24,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 13, 1915",0,0,1,0,5,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,3,0,0,2,1,0,1,,,,,,,,,,
76817ced-81d9-5504-b254-7cb9fc9e2b2a,1915-06-14,0,North Carolina State,Winston-Salem,2,Asheville,3,533,1:40,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,
cae691a1-8f43-5f56-8b0a-0d8134f58edb,1915-06-14,1,North Carolina State,Raleigh,2,Durham,3,1200,1:25,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,
9e31e2c5-6854-583e-8209-f30d06231905,1915-06-14,2,North Carolina State,Raleigh,2,Durham,6,1200,1:20,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,2,4,x,,,,,,,,,,,,,,
30bcfebf-d0bf-5b30-8cd2-b0959fbf8955,1915-06-14,1,North Carolina State,Charlotte,7,Greensboro,4,500,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,3,0,0,0,3,1,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,2,,,,,,,,,,,,
81222ba1-b022-5655-baac-444f32f16020,1915-06-14,2,North Carolina State,Charlotte,0,Greensboro,1,800,1:12,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,1,x,,,,,,,,,,,,,,
883c94f3-3b02-5930-98f0-ce746712ddb2,1915-06-15,0,North Carolina State,Winston-Salem,,Asheville,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460d8aa0-7a08-5c0b-aeeb-6e935fbb73a9,1915-06-15,0,North Carolina State,Raleigh,2,Durham,4,500,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 16, 1915",1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,2,0,2,0,0,0,0,0,x,,,,,,,,,,,,
dddf3380-02b6-5c35-8f12-4e0e553a9c78,1915-06-15,0,North Carolina State,Charlotte,3,Greensboro,0,500,1:55,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 16, 1915",1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
aec97621-520e-5b2f-bfd3-e830e599c15e,1915-06-16,1,North Carolina State,Winston-Salem,,Asheville,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80e3edf1-579d-51cd-8b81-99d07932a6f3,1915-06-16,2,North Carolina State,Winston-Salem,3,Asheville,4,650,2:40,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,0,2,0,0,0,0,0,0,0,1,1,,,,,,,,,,
74c81b3c-cebb-5365-82d4-ee55d3265bb9,1915-06-16,0,North Carolina State,Raleigh,7,Durham,2,550,1:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",0,0,0,1,1,0,3,0,2,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,
24a7bfe8-7b0e-5d29-8f4d-94c9062bfb40,1915-06-16,0,North Carolina State,Charlotte,2,Greensboro,1,400,1:30,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
d75cae9c-4b89-51e9-82fc-991f41f07294,1915-06-17,0,North Carolina State,Charlotte,0,Asheville,7,751,1:30,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 18, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,1,0,0,5,x,,,,,,,,,,,,
