key,date,number,league,away,away.score,home,home.score,A,T,status,status-reason,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,away.score.20,away.score.21,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19,home.score.20,home.score.21
fdbf735a-a753-5989-a7a3-fc85cd00b6be,1915-05-12,0,North Carolina State,Raleigh,,Durham,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35811d4c-1a2f-5365-89fd-949eb4a6296e,1915-05-12,0,North Carolina State,Charlotte,,Greensboro,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150506.txt,"Charlotte Daily Observer, May 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036e13cb-d328-5881-b82f-55313daa9118,1915-05-13,0,North Carolina State,Charlotte,7,Asheville,12,648,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 14, 1915",1,2,0,2,0,0,0,0,2,,,,,,,,,,,,,1,0,4,3,0,0,1,3,x,,,,,,,,,,,,
ca45720a-7f2b-5cbf-9eb9-e1d8fdf66a61,1915-05-13,0,North Carolina State,Greensboro,0,Raleigh,1,750,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 14, 1915",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
e786906b-5309-50fc-9868-93f4a8e4a49f,1915-05-13,0,North Carolina State,Durham,11,Winston-Salem,10,500,2:17,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 14, 1915",3,4,1,2,0,0,0,0,1,,,,,,,,,,,,,3,3,0,1,0,1,0,0,2,,,,,,,,,,,,
29e8060a-fec7-5c9f-bb1b-d609fbaf32a9,1915-05-14,0,North Carolina State,Charlotte,10,Asheville,5,493,2:20,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 15, 1915",1,3,0,0,1,4,0,0,1,,,,,,,,,,,,,2,0,1,0,0,1,0,1,0,,,,,,,,,,,,
c1ca01c5-93da-5ce9-b20c-f63cef1df693,1915-05-14,0,North Carolina State,Greensboro,3,Raleigh,4,700,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 15, 1915",0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,0,2,0,0,0,0,2,0,x,,,,,,,,,,,,
5f7859cb-0b5a-5bdf-952e-4ad0568418c3,1915-05-14,0,North Carolina State,Durham,11,Winston-Salem,5,300,1:57,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 15, 1915",0,0,0,0,4,2,3,2,0,,,,,,,,,,,,,1,0,0,0,0,0,0,4,0,,,,,,,,,,,,
69f8a2de-d947-540a-a011-0a37de43615a,1915-05-15,0,North Carolina State,Charlotte,2,Asheville,8,718,1:55,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 16, 1915",1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,1,0,6,1,0,0,0,0,,,,,,,,,,,,
bd09fe49-5e3f-5efd-bcf9-4bc3dcb321c6,1915-05-15,0,North Carolina State,Greensboro,5,Raleigh,1,1000,1:50,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 16, 1915",0,0,0,0,0,5,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
7d39ad78-eacc-58c9-8c3c-82ab8bc90f59,1915-05-15,0,North Carolina State,Durham,5,Winston-Salem,4,521,2:10,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 16, 1915",0,1,0,0,1,1,0,1,1,,,,,,,,,,,,,3,0,0,0,0,0,0,1,0,,,,,,,,,,,,
dec34189-4cdb-5657-b03d-e55e52e0ce60,1915-05-17,0,North Carolina State,Winston-Salem,4,Charlotte,3,550,2:45,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 18, 1915",0,0,1,0,1,0,0,0,1,0,1,,,,,,,,,,,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
030fd8f3-33ec-5082-93a1-daab98da6bfe,1915-05-17,0,North Carolina State,Greensboro,4,Durham,3,550,2:15,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 18, 1915",0,0,3,0,1,0,0,0,0,,,,,,,,,,,,,0,2,0,0,0,0,0,1,0,,,,,,,,,,,,
685e06e6-fe23-5978-a002-b2f3945cad67,1915-05-17,0,North Carolina State,Asheville,0,Raleigh,1,1200,1:12,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 18, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,x,,,,,,,,,,,,
70b3edaf-ccbb-54ee-b702-c58ef4e52e8f,1915-05-18,0,North Carolina State,Winston-Salem,9,Charlotte,11,675,2:25,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 19, 1915",5,2,0,0,0,2,0,0,0,,,,,,,,,,,,,1,0,5,0,5,0,0,0,0,,,,,,,,,,,,
4a9f925f-ee57-5e50-9e36-a5d8953b48e4,1915-05-18,0,North Carolina State,Greensboro,5,Durham,8,450,2:00,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 19, 1915",0,0,0,0,3,0,0,1,1,,,,,,,,,,,,,0,4,0,0,1,0,3,0,x,,,,,,,,,,,,
7489cea3-f210-54cf-bbf9-f26ff444a138,1915-05-18,0,North Carolina State,Asheville,2,Raleigh,1,900,1:55,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 19, 1915",0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
082f2556-35aa-5fc4-b2cb-aa755c7ff527,1915-05-19,0,North Carolina State,Winston-Salem,,Charlotte,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f863b245-a95b-58a6-ba66-adbf64a12b2f,1915-05-19,0,North Carolina State,Greensboro,,Durham,,,,postponed,rain,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66416a71-61d9-5488-9ca1-3307b2f8d701,1915-05-19,0,North Carolina State,Asheville,0,Raleigh,0,500,1:15,,,transcript/1915/1915-CDO/boxes/NCSL-19150513.txt,"Charlotte Daily Observer, May 20, 1915",0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,X,,,,,,,,,,,,,,,
b56e62ef-060a-50d9-9a13-39f0d79261f1,1915-05-20,0,North Carolina State,Raleigh,3,Charlotte,1,2000,2:20,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 21, 1915",0,0,0,0,0,0,1,0,0,2,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
9397df0d-6104-5b0b-93a1-a56f7e2919cf,1915-05-20,0,North Carolina State,Asheville,0,Durham,3,610,1:25,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 21, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,0,1,x,,,,,,,,,,,,
aa2cf602-b416-5475-b6c6-64b417e526c4,1915-05-20,0,North Carolina State,Winston-Salem,4,Greensboro,2,200,1:58,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 21, 1915",0,0,3,0,0,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
