game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P3545211,Kelly,W.,Anderson,ss,1,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,1,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P9720114,Farmer,,Anderson,p,10,2,0,,1,,,,,,,,,,,,,,3.2,,,,8,1,2,,,,0,0,0,1,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P6368566,Anthony,,Anderson,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P4755646,McEnroe,,Anderson,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P8403216,McCarthy,,Anderson,3b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P5107374,Kelly,J.,Anderson,rf,4,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P0279345,Fogarty,,Anderson,1b,5,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P3145454,Hartley,,Anderson,lf,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P6701896,Corbett,,Anderson,2b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,,,
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,P8503619,Brannon,,Anderson,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,,,,
