game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P7941749,Mayes,,Beaumont,cf,1,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P9605702,Harkins,,Beaumont,p,10,1,0,,1,,,,,,,,,,,,,,0.2,,,,3,,,1,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P1217589,Corbet,,Beaumont,p,11,0,0,,0,,,,,,,,,,,,,,0.1,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P3455042,Wheeler,,Beaumont,2b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,1,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P8243298,Cook,,Beaumont,1b,3,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P7861104,Dail,,Beaumont,rf,4,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P3569006,Cowan,,Beaumont,3b,5,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P6044700,Henry,,Beaumont,lf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P4322329,Edmiston,,Beaumont,ss,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,1,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P1990018,Dawson,,Beaumont,c,8,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P1049442,Martina,,Beaumont,p,9,3,0,,1,,,,,,,,,,,,,,7,,,,7,,,1,1,,1,2,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,,TOTALS,,Beaumont,,,35,6,,11,,,,,,,,,,,,7,,,,,,,,,,,,27,15,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P6601635,Meehan,,San Antonio,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P3854988,Leidy,,San Antonio,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P4358345,Collins,,San Antonio,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P0524471,Betts,,San Antonio,rf,3,5,1,,3,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P5702095,Midkiff,,San Antonio,3b,4,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P8787329,Daringer,,San Antonio,2b,5,5,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P9003873,Breitenstein,,San Antonio,ss,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,P5497690,Smith,,San Antonio,c,7,5,0,,3,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,,,,
