game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
RVVKCMD,1909,Central Kansas League,1909-08-06,0,regular,P5938797,Parm,,Ellsworth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVVKCMD,1909,Central Kansas League,1909-08-06,0,regular,P2181475,Sommers,,Ellsworth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVVKCMD,1909,Central Kansas League,1909-08-06,0,regular,,TOTALS,,Ellsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVVKCMD,1909,Central Kansas League,1909-08-06,0,regular,P3125714,Harlen,,Minneapolis,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVVKCMD,1909,Central Kansas League,1909-08-06,0,regular,P1395137,Harris,,Minneapolis,c,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVVKCMD,1909,Central Kansas League,1909-08-06,0,regular,,TOTALS,,Minneapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHHLML,1909,Central Kansas League,1909-08-07,1,regular,P6852246,Wood,,Ellsworth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHHLML,1909,Central Kansas League,1909-08-07,1,regular,P7777238,Seigle,,Ellsworth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHHLML,1909,Central Kansas League,1909-08-07,1,regular,,TOTALS,,Ellsworth,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHHLML,1909,Central Kansas League,1909-08-07,1,regular,P7767282,Baer,,Minneapolis,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHHLML,1909,Central Kansas League,1909-08-07,1,regular,P1395137,Harris,,Minneapolis,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHHLML,1909,Central Kansas League,1909-08-07,1,regular,,TOTALS,,Minneapolis,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,P6852246,Wood,,Ellsworth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,P2181475,Sommers,,Ellsworth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,,TOTALS,,Ellsworth,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,P7450994,Bear,,Minneapolis,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,P6595920,Osborne,,Minneapolis,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,P0405844,Jennings,,Minneapolis,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRJHNQW,1909,Central Kansas League,1909-08-07,2,regular,,TOTALS,,Minneapolis,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
