league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1908,Arkansas State League,regular,P8906780,Boultes,,1908-09-05,1908-09-05,1
1908,Arkansas State League,regular,P9091934,Brumling,,1908-07-28,1908-07-28,1
1908,Arkansas State League,regular,P6929573,Clare,,1908-07-29,1908-07-29,1
1908,Arkansas State League,regular,P9354357,Cratty,,1908-04-20,1908-04-20,1
1908,Arkansas State League,regular,P8654664,Crottey,,1908-05-16,1908-05-16,1
1908,Arkansas State League,regular,P1529795,Crotty,,1908-04-21,1908-09-07,68
1908,Arkansas State League,regular,P7719523,Crowley,,1908-04-30,1908-05-08,4
1908,Arkansas State League,regular,P3225493,Deaver,,1908-05-08,1908-05-08,1
1908,Arkansas State League,regular,P4975100,Druand,,1908-06-26,1908-06-26,1
1908,Arkansas State League,regular,P5682488,Duran,,1908-06-17,1908-06-17,2
1908,Arkansas State League,regular,P2749532,Durand,,1908-06-18,1908-08-15,26
1908,Arkansas State League,regular,P0641388,Durant,,1908-07-04,1908-07-04,2
1908,Arkansas State League,regular,P1795966,Eldridge,,1908-08-17,1908-08-18,2
1908,Arkansas State League,regular,P7287408,Gamfer,,1908-06-01,1908-07-04,5
1908,Arkansas State League,regular,P9931898,Gamper,,1908-05-13,1908-05-13,1
1908,Arkansas State League,regular,P1674496,Gampfer,,1908-05-02,1908-07-07,11
1908,Arkansas State League,regular,P5694026,Gampfor,,1908-06-12,1908-06-12,1
1908,Arkansas State League,regular,P2203394,Gampher,,1908-04-20,1908-09-07,17
1908,Arkansas State League,regular,P6222924,Gamphor,,1908-04-22,1908-09-07,23
1908,Arkansas State League,regular,P8579378,Goldsby,,1908-05-28,1908-06-15,4
1908,Arkansas State League,regular,P5514898,Golsdby,,1908-06-16,1908-06-16,1
1908,Arkansas State League,regular,P5274906,Gomphor,,1908-05-21,1908-05-21,1
1908,Arkansas State League,regular,P5544647,Grotty,,1908-06-08,1908-06-08,1
1908,Arkansas State League,regular,P8773851,Haeschle,,1908-05-17,1908-05-17,1
1908,Arkansas State League,regular,P4953678,Hoeschele,,1908-08-13,1908-08-13,1
1908,Arkansas State League,regular,P4797889,Jehl,,1908-08-20,1908-08-25,4
1908,Arkansas State League,regular,P2800858,Kimball,,1908-07-09,1908-07-09,1
1908,Arkansas State League,regular,P3679132,Kinman,,1908-04-20,1908-05-20,3
1908,Arkansas State League,regular,P8145590,MacDowell,,1908-05-18,1908-05-18,1
1908,Arkansas State League,regular,P3868628,McAdams,,1908-05-16,1908-07-06,2
1908,Arkansas State League,regular,P8947578,McDavitt,,1908-08-25,1908-08-25,1
1908,Arkansas State League,regular,P9244501,McDowell,,1908-05-17,1908-05-17,1
1908,Arkansas State League,regular,P1661920,Moore,,1908-04-23,1908-09-05,9
1908,Arkansas State League,regular,P6398328,Potts,,1908-04-24,1908-04-24,1
1908,Arkansas State League,regular,P7553990,R.T. Simmons,,1908-05-22,1908-06-18,2
1908,Arkansas State League,regular,P8364262,Rainey,,1908-08-24,1908-08-24,1
1908,Arkansas State League,regular,P6794378,Ray,,1908-04-27,1908-04-27,1
1908,Arkansas State League,regular,P8119569,Shaw,,1908-07-28,1908-07-28,1
1908,Arkansas State League,regular,P1609956,Simmons,,1908-05-25,1908-08-28,3
1908,Arkansas State League,regular,P5161428,Stoeder,,1908-07-07,1908-07-07,1
1908,Arkansas State League,regular,P4136448,Walters,,1908-07-23,1908-09-05,3
1908,Arkansas State League,regular,P8275441,Welch,,1908-04-27,1908-04-27,1
1908,Arkansas State League,regular,P2907809,Wray,,1908-05-16,1908-05-16,1
1908,Cotton States League,regular,P9426929,Bambert,,1908-08-17,1908-08-17,1
