league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1908,Arkansas State League,P4729069,Allen,,Poplar Bluff,1908-04-21,1908-05-19,5,5,0,0,0,0,0,0,0,0,0,5
1908,Arkansas State League,P9827571,Allison,,Poplar Bluff,1908-04-25,1908-04-25,1,1,0,0,0,0,0,0,0,0,0,1
1908,Arkansas State League,P4871692,Arriter,,Newport,1908-06-01,1908-06-01,1,0,0,0,0,0,0,0,0,0,1,0
1908,Arkansas State League,P5583977,Bacon,,Argenta,1908-06-06,1908-06-06,1,0,0,0,0,0,0,0,0,0,1,0
1908,Arkansas State League,P4649827,Bamb,,Helena,1908-04-25,1908-04-25,1,0,0,0,0,0,0,0,0,0,1,0
1908,Arkansas State League,P5419323,Bernstein,,Helena,1908-05-22,1908-06-07,4,4,0,0,0,0,0,0,0,0,0,4
1908,Arkansas State League,P0802435,Berry,,Pine Bluff,1908-05-15,1908-05-22,7,0,0,0,0,0,0,0,0,0,7,0
1908,Arkansas State League,P1209225,Blackwood,,Newport,1908-04-24,1908-06-01,9,9,0,0,0,0,0,0,0,0,0,9
1908,Arkansas State League,P0123646,Blakeley,,Hot Springs,1908-06-06,1908-06-06,1,1,0,0,0,0,0,0,0,0,0,1
1908,Arkansas State League,P9735889,Brady,,Pine Bluff,1908-05-25,1908-05-25,1,0,0,0,0,0,0,0,0,0,1,0
1908,Arkansas State League,P4027712,Bromley,,Argenta,1908-05-30,1908-06-02,3,0,0,0,0,0,0,0,0,0,3,0
1908,Arkansas State League,P7381454,Brown,,Argenta,1908-06-04,1908-06-04,1,0,0,0,0,0,0,0,0,0,1,0
1908,Arkansas State League,P9043273,Brown,,Poplar Bluff,1908-05-15,1908-05-20,5,0,0,0,0,0,0,0,0,0,5,0
1908,Arkansas State League,P9271414,Brummett,,Argenta,1908-05-26,1908-05-26,1,1,0,0,0,0,0,0,0,0,0,1
